municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,40,40
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,12,12
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,461,461
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,109,109
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,75,75
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,28,28
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,5,5
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,5,5
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,12,12
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,12,12
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,24,24
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,13,13
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,70,70
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2,2
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,57,57
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,8,8
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,10,10
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,192,192
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,21,21
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,25,25
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,17,17
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
PUERTO PEREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,4,4
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,25,25
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2,2
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,33,33
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,79,79
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,9,9
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,16,16
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,12,12
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,17,17
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,41,41
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,4,4
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,59,59
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,132,132
RURRENABAQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,17,17
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,57,57
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,60,60
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,25,25
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,23,23
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,8,8
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,10,10
SAN BUENA VENTURA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,20,20
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,23,23
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,91,91
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,10,10
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,70,70
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,20,20
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,45,45
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,56,56
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,94,94
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,9,9
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,62,62
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,10,10
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,26,26
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,14,14
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,9,9
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2,2
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,157,157
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,24,24
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,25,25
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,62,62
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,7,7
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,8,8
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,25,25
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,68,68
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,367,367
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,20,20
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,21,21
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,76,76
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,107,107
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,4,4
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2,2
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2294,2294
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,48,48
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,36,36
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,10,10
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,606,606
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,14,14
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,11,11
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2,2
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,2,2
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,36,36
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,44,44
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,5,5
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,99,99
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,25,25
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,14,14
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,3,3
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,46,46
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,1,1
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,8,8
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,43,43
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,16,16
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,5,5
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,38,38
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,22,22
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,44,44
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,44,44
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,57,57
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,18,18
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,6,6
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,11,11
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,13,13
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,4,4
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,59,59
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,40,40
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,8,8
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,8,8
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,13,13
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,64,64
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,39,39
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-03-01,36,36
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,188,188
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,13,13
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,17,17
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,6,6
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,76,76
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,12,12
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,18,18
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,29,29
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,15,15
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,6,6
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,25,25
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,26,26
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,42,42
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,10,10
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,12,12
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
BELEN DE URMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
BELLA FLOR,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,103,103
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,68,68
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,37,37
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,9,9
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,11,11
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,25,25
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,16,16
CALACOTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,8,8
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,33,33
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,14,14
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,73,73
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,12,12
CAQUIAVIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,44,44
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,74,74
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,25,25
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
CHACARILLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,43,43
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,17,17
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,28,28
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,20,20
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,22,22
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,518,518
COIPASA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,27,27
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,16,16
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,17,17
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,71,71
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
COPACABANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,34,34
CORIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,10,10
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,21,21
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,15,15
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,46,46
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,16,16
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,13,13
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,76,76
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,8,8
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,591,591
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,18,18
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,22,22
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,34,34
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,19,19
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,51,51
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,102,102
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,5,5
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,5,5
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,24,24
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,22,22
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,13,13
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,8,8
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,90,90
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,16,16
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,34,34
HUARACAJE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,25,25
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,75,75
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,28,28
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,77,77
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,76,76
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,45,45
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,40,40
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,16,16
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,459,459
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,3,3
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,39,39
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,20,20
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,14,14
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,9,9
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,17,17
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,35,35
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,22,22
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,15,15
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,36,36
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,11,11
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,29,29
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,35,35
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,99,99
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,74,74
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,12,12
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,107,107
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,11,11
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,14,14
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,460,460
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,130,130
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,84,84
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,6,6
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,16,16
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,8,8
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,9,9
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,14,14
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,11,11
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,6,6
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,21,21
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,5,5
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,26,26
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,10,10
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,88,88
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,1,1
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,9,9
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,9,9
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,5,5
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,2,2
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,29,29
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,5,5
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,12,12
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,17,17
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,7,7
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
PUERTO PEREZ,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,4,4
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2007-04-01,9,9
