municipality,group,variable,month,Nº de CAI de sector realizados,TOTAL
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
MONTERO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,7,7
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,3,3
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
PAILON,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
PALCA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,6,6
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
PAPEL PAMPA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PASORAPA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
PELECHUCO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
POCOATA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,7,7
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,6,6
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
PUNA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,12,12
PUNATA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
QUIRUSILLAS,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
RAVELO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,13,13
REYES,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,3,3
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,3,3
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN BORJA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN JUAN DE YAPACANI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2007-03-01,14,14
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN MATIAS,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,6,6
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,28,28
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
SANTIAGO DE CALLAPA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SANTIVAÑES,actividades con la comunidad,no de cai de sector realizados,2007-03-01,3,3
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
SOPACHUY,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
SORACACHI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
TACACOMA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,9,9
TARIJA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
TOLATA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,2,2
TOLEDO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
TORO TORO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2007-03-01,3,3
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,4,4
UNCIA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,3,3
VACAS,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,6,6
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
VILLA SERRANO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
VINTO,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
VITICHI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2007-03-01,8,8
YAMPARAEZ,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2007-03-01,1,1
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2007-03-01,5,5
ACACIO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,8,8
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
AIQUILE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ANTEQUERA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
APOLO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
ARAMPAMPA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
AYATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
BELEN DE ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,10,10
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CAQUIAVIRI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CARACOLLO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
COIPASA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COLLANA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COMBAYA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COROICO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
CORQUE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COTAGAITA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
COTOCA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
CULPINA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
CURVA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,27,27
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
GUANAY,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
HUACARETA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ICLA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2007-04-01,40,40
LAJA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
MONTEAGUDO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,6,6
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
OMEREQUE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ORURO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
PAILON,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PALCA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
PASORAPA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
POCONA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,7,7
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PORCO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
POTOSI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
PRESTO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PUCARA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,6,6
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PUERTO RICO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
PUNA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,20,20
PUNATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
QUIME,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
RAVELO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,6,6
REYES,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
SAN JAVIER(BNI),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2007-04-01,14,14
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
SAN MATIAS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,9,9
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
SAN PEDRO(PND),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,19,19
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,6,6
SANTIAGO DE CALLAPA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
SOPACHUY,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
SORACACHI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
SUCRE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,5,5
TACOPAYA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
TARATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TARIJA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,8,8
TARVITA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TINGUIPAYA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,3,3
TODOS SANTOS,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TOLATA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,9,9
UNCIA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
VILA VILA,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,8,8
VITICHI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2007-04-01,8,8
YAMPARAEZ,actividades con la comunidad,no de cai de sector realizados,2007-04-01,4,4
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,2,2
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2007-04-01,1,1
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2007-04-01,7,7
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,9,9
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
AIQUILE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ALCALA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2007-05-01,5,5
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,6,6
APOLO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
ATOCHA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
AYATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2007-05-01,8,8
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
CATACORA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
CHAQUI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
CLIZA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,7,7
COLCAPIRHUA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
COLLANA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
COROICO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
CORQUE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2007-05-01,6,6
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CULPINA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
CURVA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,25,25
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,7,7
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
GUANAY,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
HUANUNI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,5,5
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2007-05-01,40,40
LAJA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,5,5
MACHACAMARCA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
MAPIRI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
MINEROS,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,5,5
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
PADILLA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,9,9
PALCA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
PAZÑA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
PELECHUCO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,5,5
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
PORCO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2007-05-01,4,4
PUNA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,10,10
PUNATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,2,2
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,3,3
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2007-05-01,1,1
