municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,6,6
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,3,3
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,10,10
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,3,3
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,8,8
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,33,33
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,8,8
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,14,14
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,17,17
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,15,15
SOPACHUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,1,1
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,1,1
TACACOMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,3,3
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,5,5
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,49,49
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,17,17
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,14,14
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,1,1
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,1,1
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,7,7
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,7,7
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,21,21
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,6,6
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,14,14
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,3,3
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,24,24
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,8,8
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,1,1
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,3,3
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,6,6
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,13,13
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-03-01,34,34
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,6,6
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,29,29
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,28,28
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
ARAMPAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,6,6
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,23,23
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,42,42
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,11,11
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,12,12
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
CAQUIAVIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,25,25
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,14,14
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,11,11
COIPASA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,10,10
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
COLQUECHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,18,18
COMARAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,11,11
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,17,17
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,43,43
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,13,13
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,15,15
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,6,6
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,18,18
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,62,62
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,6,6
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,23,23
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
PRESTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,23,23
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,10,10
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,70,70
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
QUIME,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,28,28
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,19,19
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,13,13
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
SAN JAVIER(BNI),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,41,41
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,23,23
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,24,24
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,17,17
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
SAN PEDRO(PND),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,16,16
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,15,15
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,14,14
SOPACHUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,4,4
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,22,22
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,18,18
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,40,40
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,22,22
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,18,18
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
TODOS SANTOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,21,21
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,30,30
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,1,1
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,8,8
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,6,6
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,12,12
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,3,3
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,49,49
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,5,5
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,7,7
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,14,14
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,6,6
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-04-01,26,26
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,50,50
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,6,6
ALCALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,28,28
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,11,11
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,3,3
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,11,11
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,12,12
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,43,43
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,6,6
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,3,3
CATACORA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,9,9
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
COLQUECHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,20,20
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,45,45
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,14,14
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,16,16
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,31,31
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,38,38
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,64,64
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,12,12
MACHACAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,6,6
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,16,16
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,24,24
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,10,10
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,22,22
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
PADILLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,9,9
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,6,6
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,13,13
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,34,34
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,13,13
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,14,14
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,10,10
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,12,12
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,25,25
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,35,35
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,3,3
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,14,14
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,17,17
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,14,14
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
TACACOMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,22,22
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,1,1
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,13,13
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,4,4
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,11,11
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,30,30
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,5,5
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,7,7
YOTALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,2,2
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,8,8
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-05-01,6,6
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,23,23
ALCALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,19,19
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,21,21
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,1,1
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
APOLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,24,24
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,4,4
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,2,2
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,6,6
BELLA FLOR,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,14,14
BOLPEBRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,3,3
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,9,9
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,39,39
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,8,8
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,9,9
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,12,12
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,10,10
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,49,49
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2007-06-01,7,7
