municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas de hi,TOTAL
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,26,26
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,42,42
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,36,36
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,6,6
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,6,6
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,234,234
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,33,33
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,6,6
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,15,15
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,37,37
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,18,18
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,9,9
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,43,43
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,5,5
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,2,2
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,5,5
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,6,6
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,7,7
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,8,8
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,3,3
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,9,9
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,10,10
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,505,505
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,20,20
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,9,9
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,31,31
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,14,14
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,8,8
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,7,7
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,12,12
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,21,21
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,23,23
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,2,2
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,88,88
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,6,6
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,8,8
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,91,91
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,20,20
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,19,19
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,19,19
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,6,6
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,5,5
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,20,20
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,10,10
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,117,117
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,11,11
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,3,3
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,43,43
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,8,8
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,13,13
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,10,10
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-01-01,16,16
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,65,65
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,53,53
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,27,27
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,28,28
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,10,10
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,11,11
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,24,24
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,29,29
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,13,13
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,5,5
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,33,33
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,26,26
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,5,5
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,24,24
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,19,19
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,11,11
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,12,12
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,36,36
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,51,51
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,35,35
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,25,25
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,108,108
CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,12,12
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,32,32
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,51,51
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,17,17
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,36,36
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,22,22
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,14,14
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,28,28
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,190,190
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,18,18
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,2,2
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,25,25
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,5,5
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,52,52
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,17,17
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,28,28
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,16,16
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,15,15
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,10,10
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,25,25
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,2,2
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,16,16
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,2,2
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,37,37
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,10,10
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,909,909
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,14,14
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,21,21
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,27,27
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,4,4
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,17,17
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,6,6
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,19,19
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,13,13
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,46,46
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,10,10
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,20,20
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,5,5
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,23,23
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,7,7
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,10,10
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,19,19
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,48,48
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,1,1
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,18,18
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,9,9
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,8,8
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,20,20
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,59,59
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,20,20
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,392,392
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-02-01,14,14
