municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,68,68
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,19,19
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,10,10
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,82,82
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,1,1
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,59,59
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,10,10
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,19,19
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,70,70
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,187,187
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,1150,1150
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,36,36
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,3,3
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,2,2
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,6,6
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,42,42
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,30,30
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,35,35
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,126,126
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,138,138
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,373,373
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,109,109
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,39,39
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,75,75
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,20,20
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,208,208
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,20,20
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,47,47
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,44,44
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,8,8
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,9,9
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,61,61
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,149,149
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,111,111
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,2,2
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,201,201
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,121,121
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,78,78
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,1,1
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,137,137
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,30,30
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,180,180
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,102,102
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,39,39
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,8,8
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,154,154
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,63,63
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,81,81
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,39,39
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,7,7
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,6,6
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,11,11
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,110,110
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,150,150
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,617,617
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,4,4
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,3,3
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,37,37
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,17,17
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,6,6
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,11,11
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,283,283
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,26,26
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,47,47
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,45,45
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,53,53
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,2,2
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,17,17
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,6,6
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,29,29
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,122,122
VILLA MONTES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,1,1
WALDO BALLIVIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,7,7
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,17,17
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,205,205
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,40,40
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-03-01,8,8
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,4,4
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,24,24
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,6,6
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,38,38
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,17,17
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,7,7
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,46,46
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,9,9
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,14,14
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,253,253
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,43,43
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,32,32
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,8,8
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,1,1
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,147,147
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,133,133
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,97,97
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,31,31
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,4,4
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,28,28
CHARAÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,3,3
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,18,18
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,41,41
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,1,1
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,4209,4209
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,6,6
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,8,8
COMANCHE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,5,5
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,24,24
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,4,4
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,11,11
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,11,11
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,117,117
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,2158,2158
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,27,27
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,41,41
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,140,140
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,82,82
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,45,45
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,14,14
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,42,42
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,47,47
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,80,80
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,43,43
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,15,15
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,32,32
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,34,34
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,3641,3641
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,30,30
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,20,20
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,45,45
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,98,98
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,27,27
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,123,123
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,31,31
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,341,341
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,86,86
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,93,93
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,165,165
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,10,10
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,31,31
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,12,12
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,32,32
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,8,8
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,35,35
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,30,30
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,74,74
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,46,46
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,255,255
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,146,146
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,92,92
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,3,3
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,8,8
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,148,148
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,106,106
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,61,61
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,23,23
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,13,13
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,85,85
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,43,43
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,187,187
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,7,7
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,6,6
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,166,166
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,11,11
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,119,119
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,7,7
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,5,5
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,892,892
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,19,19
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,11,11
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,69,69
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,11,11
TACACOMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,17,17
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,2,2
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,39,39
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,459,459
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,23,23
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,69,69
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,63,63
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,6,6
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,1,1
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,5,5
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,49,49
URUBICHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,133,133
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,118,118
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,41,41
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,782,782
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,3,3
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,14,14
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-04-01,7,7
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,8,8
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,14,14
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,7,7
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,29,29
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,25,25
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,27,27
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,9,9
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,6,6
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,3,3
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,84,84
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,3,3
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,3,3
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,28,28
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,37,37
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,8,8
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,22,22
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,2,2
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,113,113
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,19,19
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,99,99
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,22,22
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,10,10
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,46,46
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,60,60
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,20,20
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,996,996
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,5,5
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,9,9
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,6,6
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,20,20
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,13,13
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,33,33
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,3,3
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,14,14
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,6,6
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,169,169
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,2393,2393
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,9,9
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,59,59
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,151,151
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,107,107
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,33,33
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,21,21
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,11,11
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,47,47
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,7,7
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,22,22
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,47,47
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,21,21
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,16,16
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,60,60
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,1940,1940
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-05-01,15,15
