municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,291,291
SAN LORENZO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,33,33
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,131,131
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,658,658
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,49,49
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,127,127
SAN PABLO DE LIPEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,48,48
SAN PEDRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,205,205
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,910,910
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,75,75
SAN PEDRO DE QUEMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,45,45
SAN PEDRO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,7,7
SAN RAFAEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,71,71
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,42,42
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,93,93
SANTA ANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,147,147
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,7432,7432
SANTA ROSA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,17,17
SANTA ROSA DEL SARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,277,277
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,169,169
SANTIAGO DE HUARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,120,120
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,120,120
SANTIVAÑES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,113,113
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,19,19
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,125,125
SENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,67,67
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,247,247
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,41,41
SIPE SIPE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,172,172
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,42,42
SORACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,107,107
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,254,254
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,2834,2834
TACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,10,10
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,78,78
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,291,291
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,176,176
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,546,546
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,341,341
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,53,53
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,52,52
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,313,313
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,415,415
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,63,63
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,51,51
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,800,800
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,29,29
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,502,502
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,254,254
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,8,8
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,43,43
TODOS SANTOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,5,5
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,28,28
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,58,58
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,267,267
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,226,226
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,350,350
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,173,173
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,60,60
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,17,17
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,495,495
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,491,491
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,77,77
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,42,42
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,163,163
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,74,74
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,210,210
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,69,69
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,159,159
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,80,80
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,97,97
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,303,303
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,19,19
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,34,34
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,309,309
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,688,688
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,165,165
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,777,777
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,146,146
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,58,58
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,16,16
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,687,687
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,91,91
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,262,262
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,61,61
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,56,56
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,394,394
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,139,139
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,122,122
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,2,2
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-03-01,39,39
ACACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,141,141
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,735,735
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,92,92
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,211,211
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,49,49
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,62,62
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,70,70
ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,88,88
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,135,135
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,274,274
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,211,211
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,76,76
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,122,122
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,145,145
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,342,342
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,570,570
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,237,237
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,14,14
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,16,16
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,50,50
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,678,678
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,216,216
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,185,185
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,18,18
BELEN DE ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,48,48
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,31,31
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,69,69
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,571,571
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,638,638
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,179,179
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,17,17
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,18,18
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,373,373
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,32,32
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,110,110
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,113,113
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,40,40
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,42,42
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,114,114
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,190,190
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,43,43
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,177,177
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,179,179
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,59,59
CARACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,252,252
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,238,238
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,222,222
CARIPUYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,94,94
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,4,4
CATACORA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,1,1
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,13,13
CHALLAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,325,325
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,92,92
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,106,106
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,32,32
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,277,277
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,124,124
CHIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,22,22
CHOQUE COTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,21,21
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,68,68
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,334,334
COBIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,661,661
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,4944,4944
COIPASA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,5,5
COLCAPIRHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,275,275
"COLCHA ""K""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,218,218
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,57,57
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,214,214
COLPA BELGICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,189,189
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,976,976
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,67,67
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,224,224
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,23,23
COMARAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,335,335
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,28,28
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,357,357
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,130,130
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,17,17
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,87,87
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,49,49
CORQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,185,185
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,440,440
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,2153,2153
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,255,255
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,15,15
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,22,22
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,166,166
CURAHUARA DE CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,106,106
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,18,18
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,57,57
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,5896,5896
EL CHORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,10,10
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,157,157
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,261,261
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,606,606
EL VILLAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,168,168
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,150,150
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,308,308
ESCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,14,14
EUCALIPTUS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,164,164
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,3,3
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,29,29
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,180,180
FILADELFIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,48,48
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,103,103
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,65,65
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,15,15
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,60,60
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,889,889
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,52,52
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,170,170
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,61,61
HUACHACALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,23,23
HUANUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,752,752
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,89,89
HUAYLLAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,31,31
ICHOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,109,109
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,40,40
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,362,362
INGAVI (HUMAITA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,14,14
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,262,262
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,76,76
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,50,50
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,66,66
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,42,42
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,887,887
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,10660,10660
LA RIVERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,2,2
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,88,88
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,174,174
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,38,38
LICOMA PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,94,94
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,735,735
LLICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,240,240
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,38,38
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,56,56
MACHACAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,77,77
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,205,205
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,43,43
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,193,193
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,73,73
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,169,169
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,150,150
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,362,362
MIZQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,499,499
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,65,65
MOJINETE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,53,53
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,112,112
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-04-01,670,670
