municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,25,25
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,951,951
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,33,33
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,8,8
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,38,38
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,21,21
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,10,10
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,70,70
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,18,18
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,34,34
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,9,9
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,28,28
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,26,26
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,13,13
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,17,17
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,37,37
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,956,956
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,14,14
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,39,39
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,22,22
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,12,12
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,20,20
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,24,24
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,14,14
MOJINETE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,14,14
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,21,21
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,48,48
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,19,19
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,17,17
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,92,92
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,20,20
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,29,29
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,12,12
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,46,46
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,10,10
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,13,13
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,26,26
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,8,8
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,21,21
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,35,35
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,23,23
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,8,8
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,25,25
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,8,8
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,142,142
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,23,23
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,24,24
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,29,29
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,13,13
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,19,19
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,14,14
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,17,17
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,15,15
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,27,27
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,10,10
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,150,150
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,51,51
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,46,46
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,13,13
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,19,19
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,8,8
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,66,66
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,22,22
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,37,37
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,690,690
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,31,31
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,9,9
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,31,31
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,13,13
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,23,23
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,47,47
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,43,43
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,20,20
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,26,26
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,329,329
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,27,27
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,9,9
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,14,14
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,18,18
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,36,36
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,9,9
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,17,17
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,17,17
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,21,21
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,207,207
TACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,24,24
TAHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,54,54
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,51,51
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,31,31
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,31,31
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,12,12
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,20,20
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,31,31
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,29,29
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
TOLATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,10,10
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,368,368
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,34,34
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,3,3
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,49,49
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,38,38
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,26,26
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,10,10
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,22,22
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,96,96
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,5,5
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,14,14
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,23,23
VINTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,2,2
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,16,16
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,4,4
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,20,20
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,149,149
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,21,21
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,1,1
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,43,43
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,7,7
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,11,11
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,6,6
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-03-01,15,15
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,55,55
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
ALALAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,44,44
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,35,35
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,31,31
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,18,18
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,57,57
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,53,53
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,19,19
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,18,18
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,16,16
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,13,13
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,33,33
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,63,63
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,17,17
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,47,47
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,48,48
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,106,106
