municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,27,27
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,6,6
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,8,8
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,11,11
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,8,8
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,449,449
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,29,29
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,18,18
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,2,2
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,9,9
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,14,14
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,1,1
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,13,13
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,20,20
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,3,3
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,16,16
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,16,16
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,8,8
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,32,32
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,273,273
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,3,3
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,34,34
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,35,35
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,48,48
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,4,4
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,3,3
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,50,50
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,26,26
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,10,10
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,31,31
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,19,19
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,4,4
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,32,32
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,4,4
TODOS SANTOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,1,1
TOLATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,2,2
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,11,11
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,8,8
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,11,11
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,7,7
TRIGAL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,186,186
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,28,28
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,4,4
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,8,8
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,33,33
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,13,13
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,2,2
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,21,21
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,29,29
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,22,22
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,37,37
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,2,2
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,73,73
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,7,7
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,12,12
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,86,86
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,14,14
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,25,25
VINTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,29,29
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,11,11
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,3,3
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,17,17
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,118,118
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,18,18
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,7,7
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,72,72
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,5,5
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,20,20
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,10,10
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-10-01,15,15
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,54,54
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
ALALAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,32,32
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,29,29
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,45,45
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,34,34
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,27,27
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,40,40
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,16,16
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,40,40
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,78,78
CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,27,27
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,52,52
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,19,19
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,42,42
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,11,11
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,28,28
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,11,11
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,66,66
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,21,21
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,21,21
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,85,85
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,11,11
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,29,29
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,18,18
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,45,45
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1353,1353
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,15,15
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,25,25
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,19,19
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,18,18
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,17,17
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,62,62
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,26,26
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,19,19
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,35,35
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,16,16
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,16,16
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,63,63
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,18,18
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,761,761
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,21,21
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,21,21
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,17,17
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,28,28
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,24,24
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,18,18
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,46,46
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,66,66
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,58,58
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,108,108
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,23,23
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,44,44
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,58,58
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,33,33
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,27,27
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,12,12
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,27,27
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,112,112
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,20,20
PUCARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,1,1
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,26,26
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,28,28
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,9,9
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,10,10
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,6,6
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,14,14
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,55,55
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,19,19
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,57,57
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,3,3
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,44,44
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,121,121
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,11,11
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,16,16
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,96,96
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,41,41
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,13,13
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,5,5
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,57,57
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-11-01,2,2
