municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,19,19
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,95,95
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,8,8
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,92,92
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,1,1
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,3,3
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,10,10
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,93,93
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,8,8
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,35,35
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,2,2
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,13,13
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,5,5
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,47,47
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,9,9
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,68,68
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,14,14
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,2,2
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,81,81
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,6,6
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,18,18
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,3,3
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-01-01,11,11
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,123,123
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,9,9
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,37,37
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,26,26
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,29,29
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,12,12
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,20,20
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,24,24
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,32,32
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,52,52
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,31,31
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,12,12
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,9,9
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,22,22
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,20,20
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,27,27
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,36,36
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,46,46
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,42,42
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,14,14
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,12,12
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,55,55
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,9,9
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,71,71
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,13,13
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,55,55
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,16,16
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,18,18
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,92,92
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,217,217
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,62,62
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,18,18
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,61,61
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,28,28
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,25,25
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,11,11
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,11,11
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,18,18
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,25,25
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,30,30
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1135,1135
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,22,22
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,289,289
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,12,12
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,16,16
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,26,26
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,12,12
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,22,22
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,14,14
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,34,34
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,46,46
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,29,29
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,20,20
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,13,13
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,40,40
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,21,21
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,20,20
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,19,19
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,32,32
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,47,47
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1041,1041
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,17,17
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,68,68
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,13,13
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,19,19
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,16,16
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,14,14
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,18,18
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,23,23
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,14,14
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,22,22
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,78,78
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,98,98
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,40,40
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,24,24
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,15,15
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,163,163
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,41,41
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,12,12
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,9,9
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,48,48
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,16,16
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,31,31
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,5,5
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,34,34
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,20,20
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,10,10
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,36,36
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,15,15
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,106,106
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,8,8
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,31,31
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,58,58
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,14,14
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,22,22
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,3,3
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,24,24
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,4,4
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,15,15
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,29,29
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,27,27
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,7,7
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,1,1
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,22,22
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,21,21
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,2,2
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,31,31
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,19,19
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,116,116
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-02-01,19,19
