municipality,group,variable,month,10.6. N° de beneficiarios(as) (niños/as) nuevos(as) del bono Juana Azurduy,TOTAL
CALAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
CAMARGO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,17.0,17.0
CAPINOTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,34.0,34.0
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
CARACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,34.0,34.0
CARANAVI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
CARAPARI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,19.0,19.0
CARIPUYO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
CATACORA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
CHACARILLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,42.0,42.0
CHAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
CHARAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
CHAYANTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,8.0,8.0
CHIMORE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,51.0,51.0
CHOQUE COTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
CHUA COCANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
CHUMA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
CKOCHAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
CLIZA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
COBIJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,67.0,67.0
COCAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,33.0,33.0
COCHABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,632.0,632.0
COIPASA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,89.0,89.0
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,13.0,13.0
COLLANA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
COLOMI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,33.0,33.0
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,136.0,136.0
COLQUENCHA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
COMARAPA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
CONCEPCION,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
COPACABANA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
CORIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,24.0,24.0
CORO CORO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
COROICO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,36.0,36.0
CORQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
COTAGAITA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
COTOCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,34.0,34.0
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
CUEVO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
CULPINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,44.0,44.0
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
EL ALTO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,940.0,940.0
EL CHORO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,10.0,10.0
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,10.0,10.0
EL TORNO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,55.0,55.0
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,21.0,21.0
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,61.0,61.0
ESCOMA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,8.0,8.0
EUCALIPTUS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
FILADELFIA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,10.0,10.0
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,41.0,41.0
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
GUANAY,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,38.0,38.0
GUAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,36.0,36.0
HUACARETA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,7.0,7.0
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
HUACHACALLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
HUANUNI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,26.0,26.0
HUARACAJE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
HUARINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
HUATAJATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
ICLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
INQUISIVI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,10.0,10.0
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
LA ASUNTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,25.0,25.0
LA GUARDIA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,96.0,96.0
LA PAZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,385.0,385.0
LAJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,20.0,20.0
LLALLAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
LORETO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
LURIBAY,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
MACHACAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
MACHARETI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
MAGDALENA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
MAPIRI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,17.0,17.0
MECAPACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
MINEROS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,29.0,29.0
MIZQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
MOCOMOCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
MOJOCOYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,65.0,65.0
MONTERO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,158.0,158.0
MORO MORO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
MOROCHATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,15.0,15.0
OCURI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,7.0,7.0
OKINAWA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,29.0,29.0
OMEREQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
ORURO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,416.0,416.0
PADILLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
PAILON,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,22.0,22.0
PALCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,7.0,7.0
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
PATACAMAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,30.0,30.0
PAZÑA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
POCOATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
POCONA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1.0,1.0
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,11.0,11.0
POOPO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,13.0,13.0
PORCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
POROMA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,18.0,18.0
PORTACHUELO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,31.0,31.0
PORVENIR,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
POSTRER VALLE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
POTOSI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,322.0,322.0
PRESTO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,8.0,8.0
PUCARANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,45.0,45.0
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,23.0,23.0
PUERTO RICO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,21.0,21.0
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,44.0,44.0
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,117.0,117.0
PUNA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,26.0,26.0
PUNATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,12.0,12.0
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,167.0,167.0
QUIME,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,7.0,7.0
QUIRUSILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
RAVELO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,17.0,17.0
REYES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
RIBERALTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
ROBORE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,32.0,32.0
RURRENABAQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,45.0,45.0
SABAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
SACABA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,184.0,184.0
SACABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
SACACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
SAIPINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,13.0,13.0
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,17.0,17.0
SAMAIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,23.0,23.0
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
SAN ANDRES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,6.0,6.0
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,3.0,3.0
SAN BENITO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
SAN BORJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,55.0,55.0
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,13.0,13.0
SAN CARLOS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,28.0,28.0
SAN IGNACIO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,20.0,20.0
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,57.0,57.0
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,24.0,24.0
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,23.0,23.0
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,15.0,15.0
SAN JULIAN,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,37.0,37.0
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,15.0,15.0
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,37.0,37.0
SAN LUCAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,40.0,40.0
SAN MATIAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,18.0,18.0
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
SAN PEDRO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,28.0,28.0
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,23.0,23.0
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
SAN RAFAEL,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,5.0,5.0
SAN RAMON BENI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
SANTA ANA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,1265.0,1265.0
SANTA ROSA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,26.0,26.0
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,7.0,7.0
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,17.0,17.0
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,14.0,14.0
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,4.0,4.0
SANTIVAÑES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,9.0,9.0
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,2.0,2.0
SAPAHAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,16.0,16.0
SENA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-08-01,11.0,11.0
