,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,1,2,34,25,35,27,62
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,1,3,6,2,7,5,12
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,239,209,659,571,898,780,1678
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,28,47,247,241,275,288,563
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,3,0,28,15,31,15,46
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,1,1,35,31,36,32,68
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,15,27,132,122,147,149,296
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,74,67,86,75,160,142,302
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,8,6,55,60,63,66,129
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,35,42,119,111,154,153,307
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,4,15,53,43,57,58,115
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,12,9,107,96,119,105,224
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,82,48,291,224,373,272,645
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,4,3,31,37,35,40,75
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,14,9,70,71,84,80,164
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,39,36,285,295,324,331,655
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,4,1,24,13,28,14,42
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,8,6,90,54,98,60,158
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,4,3,53,47,57,50,107
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,149,171,799,778,948,949,1897
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,6,1,56,43,62,44,106
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,32,37,275,238,307,275,582
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,114,56,214,213,328,269,597
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,11,7,63,46,74,53,127
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,0,1,21,13,21,14,35
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,85,89,530,579,615,668,1283
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,1,0,39,25,40,25,65
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,193,139,695,677,888,816,1704
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,1,2,27,20,28,22,50
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,2,2,30,25,32,27,59
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,43,46,335,350,378,396,774
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,11,3,56,34,67,37,104
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,5,13,36,20,41,33,74
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,2,0,11,8,13,8,21
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,0,1,1,0,1,1,2
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-02-01,4,0,19,17,23,17,40
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,3,15,20,19,23,42
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,43,27,131,119,174,146,320
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,8,83,63,93,71,164
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,30,25,192,218,222,243,465
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,1,9,5,11,6,17
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,0,15,11,18,11,29
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,5,4,85,103,90,107,197
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,8,5,76,58,84,63,147
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,1,25,27,27,28,55
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,3,16,24,17,27,44
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,7,4,25,29,32,33,65
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,89,84,105,101,194,185,379
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,1,8,8,9,9,18
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,7,93,60,103,67,170
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,6,198,137,208,143,351
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,11,8,80,70,91,78,169
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,61,61,233,213,294,274,568
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,12,4,91,72,103,76,179
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,0,28,30,29,30,59
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,32,32,32,32,64
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,8,0,60,30,68,30,98
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,17,10,212,143,229,153,382
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,9,6,36,18,45,24,69
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,3,110,99,112,102,214
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,2,44,36,47,38,85
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,1,19,8,21,9,30
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,3,4,3,5,8
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,0,18,18,21,18,39
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,206,212,185,170,391,382,773
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,12,23,166,163,178,186,364
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,6,3,34,28,40,31,71
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,2,8,2,9,11
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,3,28,22,32,25,57
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,14,6,80,76,94,82,176
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,21,13,84,80,105,93,198
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,12,43,37,46,49,95
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,5,7,65,47,70,54,124
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,6,19,77,81,83,100,183
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,9,16,9,16,25
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,5,66,67,68,72,140
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,9,14,85,24,94,118
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,3,9,10,10,13,23
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,41,42,261,210,302,252,554
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,19,15,192,204,211,219,430
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,4,78,42,79,46,125
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,14,18,160,166,174,184,358
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,75,86,323,308,398,394,792
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,4,1,4,2,6
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,13,12,136,114,149,126,275
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,0,34,31,37,31,68
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,11,7,8,11,19,18,37
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,2,4,2,4,6
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,3,1,3,1,4
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,41,29,344,296,385,325,710
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,6,51,37,55,43,98
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,25,33,208,165,233,198,431
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,1,0,1,0,1
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,14,80,73,90,87,177
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,81,72,252,193,333,265,598
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,11,5,7,11,18,16,34
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,1,5,7,8,8,16
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,2,30,17,32,19,51
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,10,82,66,92,76,168
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,5,2,34,46,39,48,87
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,7,10,44,51,51,61,112
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,14,6,53,52,67,58,125
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,94,71,115,87,209,158,367
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,76,87,552,478,628,565,1193
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,16,14,45,61,61,75,136
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1573,2416,3959,3475,5532,5891,11423
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,7,7,7,7,14
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,57,44,382,319,439,363,802
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,6,70,77,74,83,157
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,2,8,13,10,15,25
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,18,18,223,184,241,202,443
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,4,1,0,4,4,8
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,17,21,147,141,164,162,326
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,4,71,56,74,60,134
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,6,13,114,103,120,116,236
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,12,18,12,19,31
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,16,13,126,113,142,126,268
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,1,5,7,6,8,14
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,16,24,135,148,151,172,323
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,4,42,0,46,4,50
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,14,2,172,100,186,102,288
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,1,48,42,50,43,93
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,9,13,79,78,88,91,179
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,3,33,32,35,35,70
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,28,25,117,91,145,116,261
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,88,105,481,442,569,547,1116
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,5,0,5,0,5
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,15,14,152,160,167,174,341
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,0,8,8,9,8,17
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,2,19,29,21,31,52
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,16,14,98,92,114,106,220
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,7,25,33,27,40,67
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,14,15,14,16,30
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,6,2,44,22,50,24,74
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,865,745,6052,5375,6917,6120,13037
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,3,30,30,33,33,66
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,11,11,87,72,98,83,181
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,15,18,70,56,85,74,159
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,40,68,410,427,450,495,945
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,2,21,20,22,22,44
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,20,21,160,175,180,196,376
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,52,43,448,468,500,511,1011
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,4,26,16,29,20,49
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,1,3,1,3,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,1,50,27,51,28,79
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,6,8,6,8,14
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,7,11,6,15,13,28
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,27,55,216,203,243,258,501
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,8,4,52,33,60,37,97
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,13,6,103,96,116,102,218
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,11,9,53,50,64,59,123
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,8,5,170,140,178,145,323
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,3,15,15,18,18,36
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,54,50,448,404,502,454,956
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,20,16,126,119,146,135,281
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,10,40,36,44,46,90
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,0,15,15,18,15,33
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,0,8,12,9,12,21
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,23,18,223,193,246,211,457
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,6,22,38,26,44,70
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,0,37,31,38,31,69
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,1,18,25,20,26,46
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,4,20,16,20,20,40
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,21,21,21,22,43
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,2,16,12,19,14,33
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,6,2,34,23,40,25,65
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,3,38,24,40,27,67
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,2,3,4,4,6,10
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,4,56,60,60,64,124
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,13,9,144,110,157,119,276
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,11,7,78,73,89,80,169
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,5,9,96,76,101,85,186
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,111,92,315,280,426,372,798
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,60,74,647,592,707,666,1373
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2070,1865,4589,4138,6659,6003,12662
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,1,1,0,1,1,2
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,9,24,24,28,33,61
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,13,10,122,87,135,97,232
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,2,22,31,25,33,58
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,2,29,21,30,23,53
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,20,16,233,216,253,232,485
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,3,5,26,21,29,26,55
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,15,31,29,41,44,85
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,9,25,36,29,45,74
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,0,20,31,22,31,53
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,2,2,43,48,45,50,95
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,6,12,111,85,117,97,214
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,16,10,101,96,117,106,223
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,2,2,2,2,4
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,14,11,146,115,160,126,286
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,13,23,56,59,69,82,151
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,17,12,17,22,34,56
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,17,24,302,208,319,232,551
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,10,9,62,67,72,76,148
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,0,3,5,4,5,9
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,4,3,34,16,38,19,57
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,21,16,182,171,203,187,390
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,291,287,853,864,1144,1151,2295
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,3,7,4,7,7,14
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1,3,49,39,50,42,92
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,7,21,16,21,23,44
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,0,0,4,7,4,7,11
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,7,0,23,16,30,16,46
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,5,2,54,44,59,46,105
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,9,11,127,112,136,123,259
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,5,0,43,44,48,44,92
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2015-03-01,1256,1232,2231,2266,3487,3498,6985
