,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,0,2,1,2,3
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,1,4,2,4,3,7
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,2,7,15,8,17,25
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,2,1,4,2,6,8
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,3,1,4,1,5
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,0,9,1,11,1,12
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,1,0,4,1,5,6
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,1,21,11,23,12,35
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,10,1,10,1,11
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,7,7,29,28,36,35,71
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,3,0,3,0,3
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,16,4,43,40,59,44,103
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,21,20,22,20,42
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,2,15,14,18,16,34
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,5,5,48,46,53,51,104
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,17,10,68,68,85,78,163
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,2,1,2,1,3
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,2,2,0,2,2,4
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,8,4,14,16,22,20,42
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,1,18,29,21,30,51
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,1,1,3,1,4,5
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,17,13,53,61,70,74,144
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,5,9,33,40,38,49,87
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,1,5,4,6,5,11
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,1,10,8,11,9,20
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,20,23,45,39,65,62,127
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,4,38,45,39,49,88
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,5,6,9,5,14,11,25
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,1,8,12,9,13,22
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,8,13,24,25,32,38,70
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,4,1,46,29,50,30,80
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,4,4,30,38,34,42,76
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,1,0,2,0,2
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,3,3,3,3,6
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,1,23,10,26,11,37
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,1,3,5,3,6,9
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,12,23,40,26,52,78
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,1,17,28,20,29,49
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,7,9,55,46,62,55,117
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,8,1,15,11,23,12,35
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,1,1,1,3,2,5
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,2,0,2,0,2
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,2,37,48,38,50,88
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,2,22,17,24,19,43
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,3,0,3,0,3
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,16,16,16,16,32
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,2,27,22,30,24,54
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,0,1,3,3,3,6
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,4,0,24,11,28,11,39
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,1,1,1,1,2,3
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,4,4,4,4,8
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,5,1,30,14,35,15,50
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,9,9,10,9,19
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,5,2,34,31,39,33,72
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,2,13,7,15,9,24
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,4,0,4,0,4
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,1,8,7,8,8,16
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,1,21,27,23,28,51
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,0,21,22,23,22,45
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,0,11,9,14,9,23
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,2,12,15,14,17,31
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,17,3,18,7,35,10,45
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,8,1,3,2,11,3,14
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,1,3,0,4,1,5
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,3,0,4,3,7,3,10
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,2,13,21,14,23,37
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,14,12,41,29,55,41,96
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,1,22,15,24,16,40
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,0,7,5,7,5,12
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,4,2,82,78,86,80,166
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,12,13,13,13,26
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,0,1,9,13,9,14,23
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,2,1,25,31,27,32,59
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,1,2,0,3,1,4
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-02-01,1,0,43,33,44,33,77
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,22,14,24,14,38
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,11,17,30,31,41,48,89
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,4,1,70,57,74,58,132
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,7,10,21,17,28,27,55
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,5,7,6,7,13
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,17,15,17,16,33
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,2,2,2,2,4
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,9,16,12,19,21,40
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,11,5,11,6,17
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,3,2,3,2,5
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,1,9,18,12,19,31
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,1,19,18,22,19,41
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,4,24,25,24,29,53
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,4,6,10,9,14,23
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,6,5,33,46,39,51,90
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,4,22,20,24,24,48
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,1,1,1,2
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,10,5,13,8,23,13,36
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,0,1,1,2,3
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,2,2,3,3,6
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,6,23,8,23,31
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,7,2,49,54,56,56,112
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,5,6,38,41,43,47,90
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,7,3,32,23,39,26,65
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,7,1,8,2,10
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,12,12,13,12,25
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,1,7,3,7,10
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,9,4,9,4,18,8,26
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,8,16,65,70,73,86,159
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,3,40,39,41,42,83
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,1,1,1,2
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,5,2,5,2,7
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,1,6,3,6,9
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,5,6,2,7,7,14
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,14,15,14,17,31
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,5,14,15,15,20,35
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,5,8,10,9,15,24
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,2,10,13,12,15,27
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,19,27,20,28,48
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,4,23,23,26,27,53
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,7,10,7,11,18
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,2,16,15,18,17,35
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,14,15,15,15,30
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,1,24,11,27,12,39
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,3,17,7,20,10,30
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,8,7,17,12,25,19,44
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,10,11,11,11,22
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,18,27,20,28,48
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,4,3,4,3,7
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,0,0,1,1,2
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,11,11,76,49,87,60,147
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,5,4,10,17,15,21,36
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,5,5,20,26,25,31,56
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,2,1,2,3
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,4,2,22,27,26,29,55
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,3,29,28,32,31,63
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,3,7,3,9,12
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,1,12,14,15,15,30
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,4,39,47,40,51,91
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,0,1,0,1
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,6,8,8,9,17
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,17,24,58,53,75,77,152
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,15,8,61,19,76,27,103
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,9,4,9,4,13
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,5,11,16,14,21,35
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,6,6,6,6,12
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,24,28,111,101,135,129,264
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,1,0,3,1,4
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,10,10,37,39,47,49,96
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,3,3,3,3,6
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,2,1,2,3
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,4,2,4,3,7
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,40,34,42,34,76
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,4,2,18,24,22,26,48
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,35,0,36,0,36
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,4,4,12,7,16,23
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,0,1,0,1
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,2,18,15,20,17,37
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,5,5,27,32,32,37,69
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,10,10,14,16,24,26,50
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,2,2,2,2,4
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,13,11,14,12,26
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,18,5,21,33,39,38,77
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,1,1,1,2
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,4,9,11,12,15,27
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,1,2,1,4,5
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,105,78,1238,1079,1343,1157,2500
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,9,8,10,8,18
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,9,8,9,9,18
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,11,6,11,6,17
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,3,1,5,2,7
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,8,7,8,7,15
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,17,23,19,24,43
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,1,4,1,4,5
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,2,5,2,7,9
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,0,3,0,5,5
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,3,2,3,2,5
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,4,8,6,9,15
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,3,6,3,6,9
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,7,4,9,4,13
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,5,9,14,10,19,29
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,5,24,22,25,27,52
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,8,14,8,14,22
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,1,0,1,1,2,3
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,5,5,6,5,11
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,20,29,20,29,49
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,15,9,15,9,24
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,2,1,2,3,5
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,4,2,11,10,15,12,27
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,7,5,7,5,12
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,9,6,10,6,16
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,15,9,17,10,27
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,28,28,28,29,57
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,8,6,51,29,59,35,94
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,5,3,28,21,33,24,57
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,12,13,13,13,26
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,1,5,3,7,4,11
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,1,0,3,2,4,2,6
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,3,1,35,36,38,37,75
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,27,16,96,109,123,125,248
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,21,17,21,19,40
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,2,1,3,3,5,8
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,5,6,5,6,11
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,1,3,4,3,5,8
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,34,26,112,100,146,126,272
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,3,6,10,6,13,19
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,1,4,3,4,7
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,5,3,30,27,35,30,65
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,3,3,3,3,6
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,2,0,8,8,10,8,18
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,0,0,1,0,1,1
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2015-03-01,0,2,13,10,13,12,25
