municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,2,2
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,7,7
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,4,4
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,12,12
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,9,9
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,12,12
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,29,29
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,49,49
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,2,2
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,25,25
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,36,36
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,2,2
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,6,6
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,18,18
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,144,144
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,11,11
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,72,72
VINTO,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,48,48
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,5,5
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,2,2
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,46,46
YACO,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,4,4
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,84,84
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,3,3
YANACACHI,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,1,1
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,77,77
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,7,7
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,14,14
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,6,6
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2012-02-01,10,10
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,50,50
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,10,10
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,14,14
ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,27,27
ARAMPAMPA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
ARANI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
ARBIETO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
ARQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,46,46
ATOCHA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
AUCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
AYATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,14,14
AYO AYO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,22,22
AZURDUY,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
BATALLAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
BAURES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
BELEN DE URMIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
BERMEJO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,47,47
BETANZOS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,25,25
BOLIVAR,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,15,15
BOYUIBE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
CABEZAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
CAIROMA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
"CAIZA ""D""",atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,26,26
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,19,19
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,35,35
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
CARIPUYO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
CATACORA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,19,19
CHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
CHARAGUA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,24,24
CHARAÑA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
CHAYANTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
CHIMORE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
CHIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
CHOQUE COTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
CHUMA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
CKOCHAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,24,24
CLIZA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
COBIJA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,38,38
COCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
COCHABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,636,636
COLCAPIRHUA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,51,51
"COLCHA ""K""",atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
COLLANA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
COLOMI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
COLPA BELGICA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
COLQUECHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,52,52
COLQUENCHA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
COLQUIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
COMANCHE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
COMARAPA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,24,24
COMBAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
COPACABANA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
CORIPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
CORO CORO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
COROICO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
CORQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
COTAGAITA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
COTOCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,50,50
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,25,25
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
CUEVO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
CULPINA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
CURVA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
DESAGUADERO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
EL ALTO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,552,552
EL CHORO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
EL PUENTE(STC),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
EL TORNO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,44,44
EL VILLAR,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
ESCOMA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
EUCALIPTUS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
GUANAY,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,24,24
GUAQUI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
GUTIERREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
HUACARETA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
HUACHACALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
HUANUNI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,32,32
HUARACAJE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
HUARINA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
HUAYLLAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
HUMANATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
ICHOCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
ICLA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
INCAHUASI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
INGAVI (HUMAITA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
INQUISIVI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
IXIAMAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
LA ASUNTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,41,41
LA GUARDIA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,41,41
LA PAZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1149,1149
LA RIVERA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
LAGUNILLAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
LAJA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,14,14
LAS CARRERAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
LICOMA PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
LLALLAGUA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,55,55
LLICA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
LURIBAY,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
MACHACAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
MACHARETI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
MAGDALENA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
MAIRANA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
MALLA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
MAPIRI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,28,28
MECAPACA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
MINEROS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
MIZQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,31,31
MOCOMOCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,23,23
MOJINETE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
MOJOCOYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,52,52
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,95,95
MORO MORO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,701,701
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,15,15
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,46,46
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
PAMPA GRANDE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
PAZÑA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
PELECHUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
POCOATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,34,34
POCONA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
POJO (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
POOPO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
PORCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,37,37
PORVENIR,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
POSTRER VALLE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,279,279
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
PUCARA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,29,29
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,20,20
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,14,14
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
PUERTO SILES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,45,45
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,33,33
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,20,20
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,46,46
QUIME,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
QUIRUSILLAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,2,2
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
REYES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,20,20
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,36,36
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,19,19
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,10,10
SABAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,136,136
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,10,10
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
SAN AGUSTIN,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,11,11
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,71,71
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,24,24
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,27,27
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,91,91
SAN JAVIER(STC),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,31,31
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,33,33
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,13,13
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,85,85
SAN LORENZO(PND),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,61,61
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,23,23
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
SAN PABLO DE LIPEZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,19,19
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,20,20
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
SAN RAMON BENI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,7,7
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,44,44
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1842,1842
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
SENA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,47,47
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,41,41
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,10,10
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,271,271
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,15,15
TAHUA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,30,30
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,33,33
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,10,10
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,123,123
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,16,16
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,23,23
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,29,29
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,18,18
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,107,107
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,29,29
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,1,1
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
TOLATA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,6,6
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,17,17
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,19,19
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,309,309
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,46,46
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,12,12
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,8,8
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,4,4
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,20,20
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,19,19
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,9,9
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,25,25
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,55,55
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,5,5
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,22,22
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2012-03-01,26,26
