,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,102,86,2,4,104,90,194
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,718,678,31,16,749,694,1443
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,15,15,0,0,15,15,30
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,182,174,5,3,187,177,364
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,763,707,29,29,792,736,1528
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,17,16,0,1,17,17,34
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,2,0,0,0,2,0,2
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,3,2,4,10,7,12,19
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2017-03-01,250,247,3,11,253,258,511
CHUMA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,58,48,2,0,60,48,108
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,63,78,0,0,63,78,141
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,134,106,2,2,136,108,244
CLIZA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,158,151,36,26,194,177,371
COBIJA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,896,743,84,83,980,826,1806
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,430,417,4,6,434,423,857
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,9824,9125,3585,3246,13409,12371,25780
COIPASA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,10,8,0,0,10,8,18
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,582,507,222,217,804,724,1528
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2017-03-01,186,181,18,24,204,205,409
COLLANA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,50,46,1,0,51,46,97
COLOMI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,240,233,15,3,255,236,491
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,156,200,63,80,219,280,499
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,359,329,5,2,364,331,695
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,101,86,20,12,121,98,219
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,207,194,17,12,224,206,430
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,18,10,0,0,18,10,28
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,258,247,46,27,304,274,578
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,19,8,1,1,20,9,29
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2017-03-01,249,269,73,52,322,321,643
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,65,52,15,13,80,65,145
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,277,220,38,16,315,236,551
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,63,59,3,7,66,66,132
COROICO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,195,163,29,29,224,192,416
CORQUE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,70,49,3,2,73,51,124
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,320,310,25,25,345,335,680
COTOCA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,1345,1336,60,69,1405,1405,2810
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,547,521,53,65,600,586,1186
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2017-03-01,26,22,3,1,29,23,52
CUEVO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,89,80,25,31,114,111,225
CULPINA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,227,205,1,2,228,207,435
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,57,48,1,1,58,49,107
CURVA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,31,22,2,1,33,23,56
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,47,24,2,0,49,24,73
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,9980,9162,3357,3072,13337,12234,25571
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,49,35,4,5,53,40,93
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2017-03-01,274,296,16,19,290,315,605
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,162,151,19,8,181,159,340
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,1426,1366,128,132,1554,1498,3052
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2017-03-01,57,45,2,0,59,45,104
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,343,349,3,1,346,350,696
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,742,709,90,70,832,779,1611
ESCARA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,1,3,1,0,2,3,5
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,53,46,1,1,54,47,101
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,2,1,0,0,2,1,3
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,70,47,1,7,71,54,125
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2017-03-01,34,39,0,0,34,39,73
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2017-03-01,52,50,3,4,55,54,109
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,342,382,84,81,426,463,889
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,156,162,1,1,157,163,320
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,419,371,64,57,483,428,911
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2017-03-01,136,93,5,2,141,95,236
GUANAY,consulta externa,ninos  de 1 a 4 anos,2017-03-01,305,294,74,62,379,356,735
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,37,20,2,2,39,22,61
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2017-03-01,877,766,31,31,908,797,1705
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,418,474,18,31,436,505,941
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,142,171,4,6,146,177,323
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,74,63,14,17,88,80,168
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,12,19,1,2,13,21,34
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,369,321,62,58,431,379,810
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,61,82,2,0,63,82,145
HUARINA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,27,23,37,27,64,50,114
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,14,18,12,15,26,33,59
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,49,37,7,3,56,40,96
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,19,10,5,17,24,27,51
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,35,39,0,0,35,39,74
ICLA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,200,217,3,4,203,221,424
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,202,210,0,0,202,210,412
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,60,36,0,0,60,36,96
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,109,95,6,8,115,103,218
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,261,266,29,30,290,296,586
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,211,225,5,2,216,227,443
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,113,109,54,45,167,154,321
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,690,694,61,56,751,750,1501
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,1968,1702,254,246,2222,1948,4170
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,10023,9276,2733,2484,12756,11760,24516
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,6,4,1,0,7,4,11
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,173,230,10,10,183,240,423
LAJA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,119,90,14,9,133,99,232
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,41,39,1,0,42,39,81
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,34,39,12,8,46,47,93
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,792,674,18,16,810,690,1500
LLICA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,46,39,1,0,47,39,86
LORETO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,37,54,3,3,40,57,97
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2017-03-01,79,93,16,12,95,105,200
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,73,54,5,2,78,56,134
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,190,189,7,14,197,203,400
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,253,195,17,6,270,201,471
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,173,188,13,11,186,199,385
MALLA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,18,16,0,0,18,16,34
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,153,167,12,7,165,174,339
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,102,109,8,8,110,117,227
MINEROS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,486,487,75,86,561,573,1134
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,456,404,924,30,1380,434,1814
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,69,66,2,5,71,71,142
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,15,15,1,2,16,17,33
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,70,63,22,30,92,93,185
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,486,349,43,41,529,390,919
MONTERO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,3099,2880,502,457,3601,3337,6938
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,30,39,3,2,33,41,74
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,137,110,5,2,142,112,254
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,91,74,6,3,97,77,174
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,4,3,0,0,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,74,53,5,3,79,56,135
OCURI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,176,170,2,0,178,170,348
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,290,263,12,19,302,282,584
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,149,123,6,2,155,125,280
ORURO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,4562,4421,728,713,5290,5134,10424
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,336,262,12,15,348,277,625
PADILLA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,203,217,7,10,210,227,437
PAILON,consulta externa,ninos  de 1 a 4 anos,2017-03-01,512,489,85,46,597,535,1132
PALCA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,181,138,4,4,185,142,327
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,680,572,77,98,757,670,1427
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,40,40,1,1,41,41,82
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,154,129,20,9,174,138,312
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,62,66,0,0,62,66,128
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,43,30,2,1,45,31,76
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,204,191,24,14,228,205,433
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,74,95,5,3,79,98,177
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,103,90,3,1,106,91,197
POCOATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,210,161,3,2,213,163,376
POCONA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,147,188,6,2,153,190,343
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,155,157,17,14,172,171,343
POOPO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,63,62,4,4,67,66,133
PORCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,134,124,2,3,136,127,263
POROMA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,302,287,1,1,303,288,591
PORONGO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,272,225,10,16,282,241,523
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,433,409,1,2,434,411,845
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2017-03-01,89,110,8,6,97,116,213
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,16,22,1,2,17,24,41
POTOSI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,3893,3561,315,275,4208,3836,8044
PRESTO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,130,139,0,0,130,139,269
PUCARA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,20,14,7,10,27,24,51
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,130,156,9,5,139,161,300
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,53,51,0,1,53,52,105
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,92,89,19,13,111,102,213
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,217,173,6,9,223,182,405
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,33,34,2,1,35,35,70
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,226,201,12,9,238,210,448
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,159,122,2,0,161,122,283
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,29,11,1,0,30,11,41
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,269,283,32,29,301,312,613
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2017-03-01,1186,1129,43,28,1229,1157,2386
PUNA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,146,151,1,3,147,154,301
PUNATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,521,401,121,55,642,456,1098
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,45,34,20,18,65,52,117
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,2154,2261,1183,1109,3337,3370,6707
QUIME,consulta externa,ninos  de 1 a 4 anos,2017-03-01,130,132,0,1,130,133,263
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,27,21,3,6,30,27,57
RAVELO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,193,154,2,0,195,154,349
REYES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,235,244,12,5,247,249,496
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,1397,1352,286,228,1683,1580,3263
ROBORE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,284,298,18,11,302,309,611
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,352,324,22,29,374,353,727
SABAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,47,42,4,4,51,46,97
SACABA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,2156,1978,410,428,2566,2406,4972
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,61,39,3,3,64,42,106
SACACA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,242,215,1,0,243,215,458
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,80,93,37,20,117,113,230
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,143,119,4,4,147,123,270
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,240,191,16,11,256,202,458
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2017-03-01,35,13,2,0,37,13,50
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,308,323,23,17,331,340,671
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,23,14,5,2,28,16,44
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,28,26,1,1,29,27,56
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,129,135,3,5,132,140,272
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,111,103,23,13,134,116,250
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,986,978,28,28,1014,1006,2020
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,225,223,11,5,236,228,464
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,370,461,20,24,390,485,875
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,521,497,72,19,593,516,1109
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,876,868,37,47,913,915,1828
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2017-03-01,74,142,7,5,81,147,228
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2017-03-01,131,95,2,1,133,96,229
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2017-03-01,129,81,0,0,129,81,210
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,352,361,57,12,409,373,782
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,314,274,56,54,370,328,698
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2017-03-01,924,949,222,157,1146,1106,2252
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2017-03-01,186,177,1,4,187,181,368
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,343,328,45,31,388,359,747
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,388,365,0,0,388,365,753
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,206,229,25,28,231,257,488
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,202,176,35,46,237,222,459
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,54,70,1,0,55,70,125
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,580,521,62,50,642,571,1213
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,302,241,5,1,307,242,549
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,64,49,3,0,67,49,116
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,16,19,0,0,16,19,35
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,23,23,26,23,49,46,95
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2017-03-01,59,43,0,0,59,43,102
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2017-03-01,132,108,27,28,159,136,295
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,84,89,2,4,86,93,179
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2017-03-01,217,144,15,12,232,156,388
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,221,206,78,73,299,279,578
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,18407,16903,4284,4524,22691,21427,44118
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,180,162,8,7,188,169,357
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,508,466,43,33,551,499,1050
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,35,14,6,9,41,23,64
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,92,117,3,4,95,121,216
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,25,32,2,1,27,33,60
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,24,23,0,1,24,24,48
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,105,91,8,10,113,101,214
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,80,51,1,0,81,51,132
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,91,83,1,1,92,84,176
SENA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,134,123,2,2,136,125,261
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,500,502,66,72,566,574,1140
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,175,179,25,20,200,199,399
SICAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,46,58,3,0,49,58,107
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,740,666,50,37,790,703,1493
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2017-03-01,156,179,2,3,158,182,340
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,114,107,5,0,119,107,226
SORATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,218,201,20,16,238,217,455
SUCRE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,4246,3793,723,742,4969,4535,9504
TACACHI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,19,6,2,4,21,10,31
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,154,104,5,2,159,106,265
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,72,89,2,0,74,89,163
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,78,80,2,2,80,82,162
TAHUA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,23,13,0,0,23,13,36
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,201,218,10,5,211,223,434
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,283,301,2,1,285,302,587
TARACO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,17,20,11,10,28,30,58
TARATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,91,56,60,49,151,105,256
TARIJA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,3158,2863,991,913,4149,3776,7925
TARVITA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,357,324,11,5,368,329,697
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,291,253,10,12,301,265,566
TIAWANACU,consulta externa,ninos  de 1 a 4 anos,2017-03-01,79,71,14,7,93,78,171
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,191,189,21,24,212,213,425
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,154,118,21,24,175,142,317
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,946,875,337,299,1283,1174,2457
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,188,152,10,12,198,164,362
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2017-03-01,9,13,0,0,9,13,22
TOCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,84,62,21,36,105,98,203
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,9,6,0,0,9,6,15
TOLATA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,104,89,45,26,149,115,264
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,40,39,1,1,41,40,81
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,166,155,1,5,167,160,327
TOMINA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,206,216,2,2,208,218,426
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,183,146,3,3,186,149,335
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,209,164,0,1,209,165,374
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2017-03-01,37,57,4,4,41,61,102
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2017-03-01,26,32,3,5,29,37,66
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2017-03-01,2243,1549,732,280,2975,1829,4804
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,751,701,56,40,807,741,1548
TURCO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,30,51,5,3,35,54,89
UMALA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,102,77,2,1,104,78,182
UNCIA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,346,301,5,12,351,313,664
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2017-03-01,250,241,13,19,263,260,523
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,88,87,4,1,92,88,180
UYUNI,consulta externa,ninos  de 1 a 4 anos,2017-03-01,289,320,9,5,298,325,623
VACAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,114,109,10,14,124,123,247
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2017-03-01,180,120,96,88,276,208,484
VIACHA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,789,691,220,253,1009,944,1953
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2017-03-01,66,65,6,7,72,72,144
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2017-03-01,205,196,3,2,208,198,406
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2017-03-01,765,740,28,26,793,766,1559
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2017-03-01,75,48,0,0,75,48,123
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2017-03-01,127,112,19,17,146,129,275
