municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,6,6
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,3,3
PUERTO CARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,3,3
SAN MATIAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,9,9
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,10,10
TACOBAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,2,2
TARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,2,2
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,4,4
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-09-01,1,1
"CAIZA ""D""",atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
CAQUIAVIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,15,15
COLOMI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,9,9
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,22,22
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
MIZQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,4,4
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,5,5
PUERTO RICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,3,3
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,8,8
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,6,6
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,4,4
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,2,2
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-10-01,1,1
ATOCHA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
BAURES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,5,5
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,22,22
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
HUARACAJE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,11,11
MONTEAGUDO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
POCOATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,5,5
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,4,4
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,16,16
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,6,6
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,2,2
VACAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,3,3
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
YAMPARAEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-11-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,2,2
ATOCHA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
CABEZAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,2,2
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,15,15
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,9,9
CUATRO CAÑADAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,14,14
GUANAY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,13,13
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,6,6
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,2,2
RAVELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,6,6
SAN ANDRES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,4,4
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,29,29
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,7,7
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,7,7
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,4,4
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,1,1
YOCALLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2005-12-01,3,3
