municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-06-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,27,27
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,14,14
COIPASA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,24,24
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,45,45
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,6,6
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,4,4
SAN CARLOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,30,30
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,49,49
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,16,16
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,5,5
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-07-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,15,15
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,10,10
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,64,64
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,17,17
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,57,57
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,9,9
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,8,8
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,5,5
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,48,48
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-08-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,4,4
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,5,5
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,16,16
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,5,5
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,48,48
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,2,2
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,12,12
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,6,6
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,77,77
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,13,13
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,10,10
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,10,10
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,44,44
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,8,8
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,9,9
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,15,15
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,5,5
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-09-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,10,10
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,4,4
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,50,50
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,14,14
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,5,5
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,7,7
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,12,12
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,171,171
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,3,3
TORO TORO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,8,8
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,6,6
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-10-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,10,10
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,19,19
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,78,78
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,8,8
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,7,7
PATACAMAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,5,5
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,136,136
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,3,3
TARACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
