,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,16,9,73,63,89,72,161
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,254,298,2276,2056,2530,2354,4884
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,3,4,10,5,13,18
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,18,40,33,49,51,100
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,14,60,38,66,52,118
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,9,104,94,106,103,209
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,0,7,11,8,11,19
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,21,41,257,230,278,271,549
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,11,10,151,138,162,148,310
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,4,22,7,26,11,37
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,4,67,104,71,108,179
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,279,235,999,845,1278,1080,2358
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,5,145,127,148,132,280
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,2,50,35,53,37,90
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,22,9,55,45,77,54,131
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,9,150,152,156,161,317
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,11,90,62,97,73,170
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,87,63,413,342,500,405,905
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,14,170,184,179,198,377
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,1,7,4,7,5,12
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,6,51,42,57,48,105
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,0,2,2,3,2,5
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,11,65,44,71,55,126
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,4,44,47,47,51,98
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,5,104,94,114,99,213
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,4,75,77,77,81,158
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,6,85,65,88,71,159
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,21,17,109,99,130,116,246
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,1,32,33,40,34,74
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,2,15,9,16,11,27
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,130,115,362,354,492,469,961
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,2,237,197,239,199,438
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,1,38,21,39,22,61
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,1,38,51,40,52,92
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,23,22,153,109,176,131,307
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,37,19,96,100,133,119,252
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,7,81,62,89,69,158
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,14,7,144,146,158,153,311
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,22,15,68,74,90,89,179
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,25,23,86,82,111,105,216
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,50,46,296,242,346,288,634
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,6,42,28,46,34,80
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,11,133,132,141,143,284
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,22,25,237,260,259,285,544
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,4,26,30,26,34,60
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,12,80,110,86,122,208
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,6,108,110,112,116,228
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,222,208,696,612,918,820,1738
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,12,67,60,74,72,146
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,32,35,278,232,310,267,577
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,30,22,302,206,332,228,560
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,3,85,85,88,88,176
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,3,14,10,17,13,30
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,90,87,202,193,292,280,572
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,11,57,71,66,82,148
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,95,59,406,432,501,491,992
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,6,56,53,65,59,124
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,4,65,45,67,49,116
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,64,57,260,276,324,333,657
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,4,69,61,74,65,139
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,4,61,47,66,51,117
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,3,43,41,47,44,91
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,5,43,51,47,56,103
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,9,5,48,61,57,66,123
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,37,58,220,228,257,286,543
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,11,10,107,41,118,51,169
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,37,40,150,169,187,209,396
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,4,43,18,46,22,68
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,2,4,21,29,23,33,56
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,7,7,59,59,66,66,132
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,10,9,65,77,75,86,161
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,1,15,18,18,19,37
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,4,0,26,29,30,29,59
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,11,9,74,63,85,72,157
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,14,18,156,135,170,153,323
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,4,9,42,33,46,42,88
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,19,17,98,77,117,94,211
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,15,11,95,111,110,122,232
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,22,12,163,165,185,177,362
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,38,34,77,87,115,121,236
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,14,12,54,46,68,58,126
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,1,3,32,41,33,44,77
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,10,11,81,65,91,76,167
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,4,3,67,50,71,53,124
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,22,12,233,185,255,197,452
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,12,11,105,98,117,109,226
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,15,14,89,83,104,97,201
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,2,31,30,34,32,66
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,1,13,11,13,12,25
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,0,12,16,12,16,28
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,2,1,14,14,16,15,31
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,69,77,129,116,198,193,391
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,22,25,266,280,288,305,593
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,2,6,72,70,74,76,150
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,1,1,9,19,10,20,30
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,2,6,29,26,31,32,63
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,17,12,105,109,122,121,243
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,16,20,105,81,121,101,222
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,4,5,79,70,83,75,158
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,8,2,79,71,87,73,160
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,4,8,78,52,82,60,142
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,1,39,28,42,29,71
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,9,10,84,85,93,95,188
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,6,8,105,104,111,112,223
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,0,22,18,25,18,43
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,50,45,163,160,213,205,418
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,7,9,200,210,207,219,426
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,5,4,43,59,48,63,111
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,15,7,179,132,194,139,333
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,16,18,334,279,350,297,647
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,0,1,0,1,0,1
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,10,3,131,116,141,119,260
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,3,67,82,70,85,155
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,2,25,18,25,20,45
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,0,11,4,11,4,15
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,0,8,3,8,3,11
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,33,25,236,205,269,230,499
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,3,3,61,54,64,57,121
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,5,15,146,112,151,127,278
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,1,0,13,14,14,14,28
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,11,17,130,116,141,133,274
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,72,76,159,172,231,248,479
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,2,1,16,24,18,25,43
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,0,8,6,8,6,14
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,9,5,70,65,79,70,149
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,14,7,64,83,78,90,168
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,12,1,45,46,57,47,104
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,15,13,126,139,141,152,293
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,9,5,157,113,166,118,284
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,75,50,281,244,356,294,650
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,37,36,164,131,201,167,368
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,494,461,2068,1867,2562,2328,4890
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,0,0,5,8,5,8,13
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,54,55,298,211,352,266,618
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,11,7,102,100,113,107,220
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,2,3,22,19,24,22,46
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,18,5,134,89,152,94,246
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,1,1,3,2,4,3,7
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,24,26,339,318,363,344,707
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,5,13,67,80,72,93,165
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,14,11,123,116,137,127,264
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,1,0,31,26,32,26,58
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,8,6,130,134,138,140,278
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,4,3,14,12,18,15,33
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,9,12,89,82,98,94,192
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,9,7,46,40,55,47,102
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,8,18,101,85,109,103,212
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,11,4,71,58,82,62,144
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,14,10,87,81,101,91,192
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,5,4,72,43,77,47,124
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-07-01,12,6,136,141,148,147,295
