,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,3,2,37,39,40,41,81
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,30,202,211,216,241,457
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,4,4,42,42,46,46,92
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,15,77,60,91,75,166
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,8,10,49,46,57,56,113
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,0,10,10,12,10,22
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,20,21,115,141,135,162,297
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,0,2,17,10,17,12,29
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,0,0,11,20,11,20,31
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,19,14,81,78,100,92,192
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,7,10,107,92,114,102,216
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,5,9,348,376,353,385,738
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,4,4,72,72,76,76,152
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,7,13,100,77,107,90,197
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,51,60,208,210,259,270,529
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,124,124,425,432,549,556,1105
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,10,14,20,17,30,31,61
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,31,19,53,49,84,68,152
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,0,1,22,33,22,34,56
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,42,39,54,46,96,85,181
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,8,10,62,59,70,69,139
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,79,82,239,244,318,326,644
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,7,45,42,47,49,96
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,12,12,139,141,151,153,304
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,59,72,661,698,720,770,1490
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,15,18,46,40,61,58,119
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,8,10,76,92,84,102,186
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,0,13,19,14,19,33
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,8,10,125,103,133,113,246
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,17,20,184,187,201,207,408
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,2,27,40,29,42,71
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,0,0,7,12,7,12,19
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,1,28,27,29,28,57
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,2,0,4,1,6,7
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,10,15,40,52,50,67,117
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,2,30,37,31,39,70
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,18,18,33,43,51,61,112
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,1,99,117,101,118,219
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,863,782,1998,1767,2861,2549,5410
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,0,0,69,70,69,70,139
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,11,18,54,55,65,73,138
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,3,2,6,8,9,10,19
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,2,81,64,87,66,153
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,4,6,6,12,10,22
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,0,25,28,26,28,54
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,11,73,83,79,94,173
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,3,2,24,38,27,40,67
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,7,9,72,57,79,66,145
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,4,28,24,29,28,57
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,39,28,235,229,274,257,531
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,9,108,156,114,165,279
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,8,21,11,23,19,42
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,57,73,175,174,232,247,479
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,8,6,93,114,101,120,221
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,13,13,108,137,121,150,271
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,18,15,95,87,113,102,215
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,333,381,2509,2510,2842,2891,5733
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,3,8,7,10,10,20
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,9,15,30,29,39,44,83
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,12,62,65,76,77,153
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,8,228,229,234,237,471
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,0,5,7,6,7,13
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,24,13,203,215,227,228,455
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,16,20,322,326,338,346,684
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,3,5,12,6,15,21
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,27,29,15,19,42,48,90
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,384,312,517,446,901,758,1659
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,12,12,235,252,247,264,511
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,11,15,101,61,112,76,188
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,13,19,42,48,55,67,122
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,12,97,93,111,105,216
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,22,17,74,69,96,86,182
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,164,172,449,400,613,572,1185
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,9,3,107,125,116,128,244
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,1,6,6,7,7,14
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,4,3,57,45,61,48,109
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,11,37,51,39,62,101
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,0,52,50,54,50,104
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,4,10,110,82,114,92,206
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,18,25,183,202,201,227,428
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,2,113,105,119,107,226
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,26,26,50,49,76,75,151
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,2,36,33,38,35,73
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,0,13,12,15,12,27
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,139,119,244,287,383,406,789
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,0,0,256,279,256,279,535
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,1,3,34,36,35,39,74
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,5,6,45,42,50,48,98
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,11,99,90,113,101,214
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,36,38,108,102,144,140,284
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,4,1,1,0,5,1,6
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,9,9,76,66,85,75,160
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,21,62,64,76,85,161
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,12,19,64,69,76,88,164
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,33,28,270,231,303,259,562
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,3,1,108,133,111,134,245
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,14,11,178,183,192,194,386
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,54,37,173,190,227,227,454
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,6,8,34,34,40,42,82
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,17,23,64,51,81,74,155
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,15,19,168,143,183,162,345
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,229,218,580,562,809,780,1589
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,11,9,146,145,157,154,311
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,19,10,206,199,225,209,434
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,56,29,107,100,163,129,292
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,3,1,74,92,77,93,170
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,2,4,16,21,18,25,43
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,79,82,253,220,332,302,634
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,10,8,72,49,82,57,139
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,96,83,339,312,435,395,830
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,9,6,140,152,149,158,307
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,4,5,37,47,41,52,93
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,52,47,219,215,271,262,533
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,3,1,60,49,63,50,113
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,10,7,124,116,134,123,257
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,13,8,112,94,125,102,227
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-03-01,5,5,161,149,166,154,320
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,2,28,25,30,27,57
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,55,47,218,166,273,213,486
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,8,58,47,67,55,122
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,49,32,62,57,111,89,200
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,16,16,10,7,26,23,49
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,8,10,54,48,62,58,120
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,9,78,78,81,87,168
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,6,59,70,68,76,144
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,5,53,53,60,58,118
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,1,41,39,43,40,83
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,35,49,42,61,77,138
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,29,21,167,136,196,157,353
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,23,14,24,15,39
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,11,88,68,100,79,179
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,14,10,117,112,131,122,253
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,25,21,154,137,179,158,337
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,3,39,39,41,42,83
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,0,64,64,66,64,130
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,8,32,28,35,36,71
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,4,78,46,80,50,130
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,7,33,25,39,32,71
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,26,22,268,225,294,247,541
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,22,21,190,182,212,203,415
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,6,70,76,76,82,158
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,3,20,18,20,21,41
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,27,37,28,38,66
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,3,7,8,8,11,19
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,4,6,12,13,16,29
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,35,52,43,37,78,89,167
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,13,13,190,152,203,165,368
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,11,182,149,191,160,351
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,1,17,10,17,11,28
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,8,0,21,29,29,29,58
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,13,14,60,59,73,73,146
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,23,19,79,86,102,105,207
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,6,90,92,96,98,194
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,6,38,38,42,44,86
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,3,86,49,90,52,142
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,0,31,24,32,24,56
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,14,9,70,77,84,86,170
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,6,113,130,120,136,256
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,4,47,36,49,40,89
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,24,33,91,104,115,137,252
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,17,15,128,102,145,117,262
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,1,47,38,52,39,91
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,26,34,139,107,165,141,306
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,25,32,315,169,340,201,541
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,3,1,3,1,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,9,98,100,99,109,208
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,3,71,72,71,75,146
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,1,32,31,34,32,66
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,12,8,12,8,20
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,3,11,6,12,9,21
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,18,14,157,142,175,156,331
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,0,42,30,44,30,74
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,39,35,184,189,223,224,447
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,20,29,21,30,51
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,6,45,36,49,42,91
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,63,64,205,211,268,275,543
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,5,19,21,19,26,45
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,16,26,17,27,44
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,37,27,49,41,86,68,154
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,3,77,71,79,74,153
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,0,16,15,21,15,36
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,4,38,35,47,39,86
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,8,10,103,94,111,104,215
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,4,30,17,32,21,53
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,30,37,150,153,180,190,370
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,457,429,1036,991,1493,1420,2913
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,4,5,4,5,9
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,62,73,208,183,270,256,526
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,3,69,57,72,60,132
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,2,15,27,16,29,45
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,17,11,131,105,148,116,264
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,3,1,2,2,5,7
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,3,102,89,111,92,203
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,1,35,59,35,60,95
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,18,19,158,147,176,166,342
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,13,12,13,12,25
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,1,60,51,62,52,114
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,28,41,28,41,69
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,19,20,20,20,39,40,79
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,15,48,41,54,56,110
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,17,15,115,104,132,119,251
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,6,57,77,61,83,144
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,11,12,106,114,117,126,243
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,3,60,36,61,39,100
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,11,20,175,158,186,178,364
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,41,34,134,105,175,139,314
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,21,28,100,86,121,114,235
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,2,5,2,5,7
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,2,58,50,60,52,112
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,22,27,186,198,208,225,433
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,3,55,41,64,44,108
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,0,22,19,24,19,43
