,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,0,100,96,101,96,197
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,106,77,452,380,558,457,1015
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,1,57,45,58,46,104
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,56,64,56,64,120
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,2,0,14,17,16,17,33
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,67,58,514,520,581,578,1159
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,2,17,9,21,11,32
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,21,16,164,165,185,181,366
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,2,37,40,38,42,80
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,9,1,82,66,91,67,158
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,1,18,24,19,25,44
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,1,14,17,14,18,32
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,6,1,89,76,95,77,172
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,2,14,9,18,11,29
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,2,1,2,1,3
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,6,4,47,70,53,74,127
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,7,7,68,45,75,52,127
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,4,303,329,308,333,641
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,8,10,58,56,66,66,132
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,9,83,80,93,89,182
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,85,78,218,213,303,291,594
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,50,59,408,387,458,446,904
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,16,9,0,2,16,11,27
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,24,9,42,58,66,67,133
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,3,2,23,33,26,35,61
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,51,44,25,19,76,63,139
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,24,26,50,40,74,66,140
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,101,151,122,108,223,259,482
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,7,5,34,43,41,48,89
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,7,93,97,97,104,201
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,223,230,443,446,666,676,1342
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,8,6,19,32,27,38,65
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,7,11,82,101,89,112,201
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,5,7,5,7,12
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,8,111,114,115,122,237
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,19,10,107,134,126,144,270
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,7,23,22,28,29,57
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,1,4,5,4,6,10
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,2,3,29,28,31,31,62
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,2,7,20,14,22,21,43
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,14,16,45,51,59,67,126
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,3,26,41,26,44,70
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,3,20,22,25,25,50
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,3,85,110,90,113,203
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,760,681,1308,1312,2068,1993,4061
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,92,69,92,69,161
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,18,22,58,62,76,84,160
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,2,7,6,7,8,15
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,7,1,67,92,74,93,167
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,3,2,41,17,44,19,63
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,3,16,23,17,26,43
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,3,53,47,58,50,108
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,3,3,29,20,32,23,55
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,7,8,36,36,43,44,87
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,2,11,9,12,11,23
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,26,38,191,189,217,227,444
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,9,9,118,136,127,145,272
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,5,24,17,29,22,51
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,65,38,119,121,184,159,343
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,2,5,93,113,95,118,213
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,8,11,64,81,72,92,164
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,21,18,58,73,79,91,170
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,575,566,1083,1060,1658,1626,3284
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,7,0,0,4,7,11
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,25,16,25,17,50,33,83
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,36,40,36,40,76
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,5,236,234,241,239,480
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,4,4,4,4,8
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,34,25,141,112,175,137,312
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,31,36,293,299,324,335,659
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,2,11,13,12,15,27
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,3,7,46,34,49,41,90
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,405,282,297,255,702,537,1239
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,16,14,231,225,247,239,486
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,2,0,88,77,90,77,167
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,15,13,42,35,57,48,105
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,8,5,56,63,64,68,132
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,17,7,88,75,105,82,187
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,82,94,237,236,319,330,649
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,3,9,79,79,82,88,170
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,2,11,7,11,9,20
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,9,40,29,50,38,88
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,1,0,1,0,1
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,11,34,29,38,40,78
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,0,31,28,32,28,60
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,4,45,54,55,58,113
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,175,205,0,0,175,205,380
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,6,8,73,110,79,118,197
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,18,16,27,24,45,40,85
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,6,5,30,24,36,29,65
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,0,15,20,16,20,36
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,200,215,236,299,436,514,950
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,0,236,210,237,210,447
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,26,15,26,15,41
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,6,49,40,54,46,100
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,16,8,72,68,88,76,164
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,27,13,100,106,127,119,246
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,4,7,4,7,11
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,5,51,47,55,52,107
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,17,34,45,44,62,106
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,9,51,58,61,67,128
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,34,31,191,171,225,202,427
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,1,91,100,95,101,196
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,15,7,128,113,143,120,263
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,25,20,96,94,121,114,235
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,3,48,39,48,42,90
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,35,22,32,14,67,36,103
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,154,141,0,0,154,141,295
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,352,250,454,425,806,675,1481
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,13,10,140,145,153,155,308
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,29,21,227,212,256,233,489
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,48,58,59,54,107,112,219
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,4,2,69,107,73,109,182
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,1,1,4,8,5,9,14
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,101,110,163,137,264,247,511
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,9,15,49,39,58,54,112
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,110,95,158,132,268,227,495
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,12,134,132,144,144,288
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,2,1,29,42,31,43,74
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,34,35,201,162,235,197,432
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,9,5,47,41,56,46,102
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,13,19,89,91,102,110,212
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,10,4,106,73,116,77,193
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,0,0,0,2,0,2,2
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-01-01,5,2,140,125,145,127,272
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,5,4,37,40,42,44,86
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,44,48,224,160,268,208,476
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,10,13,38,34,48,47,95
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,29,31,65,67,94,98,192
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,7,4,27,17,34,21,55
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,17,16,52,40,69,56,125
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,5,4,72,59,77,63,140
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,4,9,69,51,73,60,133
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,1,2,39,51,40,53,93
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,1,2,20,11,21,13,34
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,1,5,11,19,12,24,36
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,12,13,165,139,177,152,329
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,7,6,38,39,45,45,90
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,12,14,75,46,87,60,147
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,9,17,113,103,122,120,242
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,14,5,80,60,94,65,159
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,16,10,62,63,78,73,151
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,2,0,60,65,62,65,127
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,3,3,23,26,26,29,55
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,7,7,38,35,45,42,87
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,7,6,24,20,31,26,57
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-02-01,35,31,182,124,217,155,372
