,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,1,8
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,0,16
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,2,8
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,21,0,21
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,4,11
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,21,4,25
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,143,0,143
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,23,0,23
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,50,1,51
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,0,10
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1309,3,1312
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,1,4
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,0,16
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,2,9
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,60,0,60
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,35,2,37
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,25,1,26
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,1,14
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,0,1,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,11,0,11
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,1,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,0,19
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,1,11
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,4,14
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,2,9
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,98,0,98
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,8,11,19
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,15,0,15
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,4,9
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,64,0,64
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,2,9
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,2,4
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,0,1,1
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,5,12
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,7,20
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,3,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,11,1,12
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,43,1,44
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,83,0,83
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,980,0,980
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,1,8
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,15,2,17
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,79,5,84
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,0,5
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,2,8
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,1,11
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,2,14
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,17,0,17
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,15,0,15
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,1,13
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,18,0,18
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,24,10,34
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,3,16
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,1,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,3,7
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,53,1,54
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,189,0,189
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,1,4
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,9,14
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,2,5
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,7,17
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,1,8
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,539,3,542
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,2,21
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,23,0,23
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,4,10
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,21,1,22
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,33,0,33
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,1,5
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,48,1,49
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,1,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,0,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,28,5,33
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,0,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,11,0,11
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,23,1,24
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,11,30
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,43,0,43
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,362,0,362
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,13,19
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,1,4
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,27,0,27
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,2,15
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,1,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,0,6
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,3,6
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,58,0,58
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,2,12
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,26,0,26
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,54,0,54
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,24,4,28
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,20,0,20
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,98,9,107
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,8,8,16
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,29,4,33
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,232,41,273
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,15,0,15
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,33,0,33
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,229,0,229
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,3,19
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,18,0,18
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,1,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,0,14
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,2,5
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,3,5
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,2,5
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,0,14
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,95,0,95
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,18,0,18
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,29,0,29
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,28,0,28
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,55,8,63
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,0,19
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,33,0,33
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,8,0,8
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,98,3,101
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,5,9
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,24,1,25
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,59,21,80
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,1,14
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,0,5
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,18,1,19
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,20,7,27
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,1,2
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,2,16
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,0,16
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,48,0,48
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1701,0,1701
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,0,10
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,28,0,28
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,5,8
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,0,10
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,2,11
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,0,6
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,0,6
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,3,5
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,0,5
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,54,0,54
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,26,0,26
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,109,0,109
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,2,14
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,6,25
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,0,12
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,693,4,697
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,17,0,17
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,1,7
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,1,8
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,20,7,27
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,20,11,31
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,1,5
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,471,0,471
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,11,7,18
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,1,11
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,3,16
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,0,14
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,82,5,87
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,17,4,21
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,2,5
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,7,16
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,0,16
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,3,13
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,34,1,35
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,1,3
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,1,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,204,0,204
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,60,7,67
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,2,7
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,5,21
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,11,25
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,0,16
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,52,1,53
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,1,15
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,0,12
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,58,2,60
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,0,2,2
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,21,12,33
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,89,1,90
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,1,3
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,7,21
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,67,0,67
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,5,11
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,57,2,59
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,89,0,89
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,2,7
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,151,0,151
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,5,3,8
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,188,0,188
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,0,14
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,29,1,30
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,10,1,11
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,8,1,9
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,6,10
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,6,10
