municipality,group,variable,month,Nº de familias nuevas carpetizadas durante el periódo,TOTAL
CLIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,16,16
COCAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,154,154
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,37,37
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,28,28
COLQUIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,74,74
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,26,26
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,14,14
CORIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,11,11
COTOCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,6,6
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
CUEVO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
CURVA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
DESAGUADERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,838,838
EL CHORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,14,14
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,12,12
EL TORNO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,67,67
EL VILLAR,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,128,128
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,16,16
GUAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,12,12
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,31,31
HUANUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
HUARACAJE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
HUARINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,51,51
LA GUARDIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,6,6
LA PAZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,777,777
LAJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,11,11
LORETO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,11,11
MACHARETI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
MIZQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,19,19
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
MONTERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,93,93
OKINAWA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,9,9
OMEREQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,202,202
PADCAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
PAILON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,13,13
PALCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,25,25
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,21,21
PASORAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,8,8
POCOATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
POCONA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
POJO (CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
POOPO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
PORCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
PORTACHUELO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,36,36
PUCARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
PUERTO RICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,20,20
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,6,6
PUNATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,26,26
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,6,6
REYES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,36,36
RIBERALTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,33,33
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,68,68
SABAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,168,168
SACACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
SAIPINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,43,43
SAMAIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,14,14
SAN ANDRES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,52,52
SAN BORJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,102,102
SAN CARLOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,8,8
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,6,6
SAN JULIAN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,18,18
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,6,6
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,38,38
SAN LUCAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,9,9
SAN MATIAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,17,17
SAN PEDRO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,16,16
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,28,28
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,428,428
SANTA ROSA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
SHINAOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,58,58
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,27,27
SIPE SIPE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,17,17
SORACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
SORATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,33,33
TAPACARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,3,3
TARACO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,104,104
TARVITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,25,25
TIAHUANACU,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,42,42
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,12,12
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
TRINIDAD,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
TUPIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,12,12
UNCIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,18,18
URUBICHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
UYUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,25,25
VACAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,15,15
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,14,14
VIACHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,100,100
VILA VILA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
VILLA MONTES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,10,10
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,24,24
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,74,74
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,40,40
VILLAZON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,729,729
VINTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,104,104
WARNES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,62,62
YACUIBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,65,65
YANACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,4,4
YAPACANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,41,41
YOTALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-04-01,7,7
ACHACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,27,27
AIQUILE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,14,14
ALCALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,4,4
ALTO BENI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,15,15
ANZALDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,12,12
ARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,6,6
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,97,97
AYATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,28,28
BAURES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,66,66
BETANZOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
CALACOTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,6,6
CAMIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,23,23
CAPINOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,15,15
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,4,4
CARACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,13,13
CARANAVI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,128,128
CARAPARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,10,10
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,107,107
CHAYANTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,25,25
CHUMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
CLIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,7,7
COCAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,141,141
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,30,30
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,5,5
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
COLOMI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,6,6
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,21,21
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,20,20
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,23,23
CORIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,70,70
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,13,13
CORQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,18,18
COTOCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,8,8
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,7,7
CURVA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,7,7
DESAGUADERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,696,696
EL CHORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,44,44
EL TORNO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,76,76
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
HUARACAJE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,4,4
HUARINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,97,97
HUMANATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,3,3
INCAHUASI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,98,98
IXIAMAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,25,25
LA GUARDIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,66,66
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,4,4
LORETO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,12,12
MAGDALENA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2019-05-01,1,1
