municipality,group,variable,month,Niñas(os) menores de 6 meses con dosis completa de hierro,TOTAL
TIQUIPAYA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-08-01,3,3
TUPIZA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-08-01,11,11
VILLA MONTES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-08-01,3,3
WARNES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-08-01,9,9
ACHACACHI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
BAURES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,2,2
CABEZAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,3,3
CAMIRI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,3,3
COCHABAMBA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,9,9
CONCEPCION,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,35,35
EL ALTO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,18,18
EL TORNO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,4,4
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
GUTIERREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,2,2
HUARACAJE,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,3,3
IXIAMAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
LA GUARDIA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,65,65
LA PAZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,23,23
LAGUNILLAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,6,6
ORURO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
PAILON,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,9,9
POTOSI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,12,12
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,11,11
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,7,7
RIBERALTA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,8,8
SAN BORJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
SAN CARLOS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,1,1
SAN IGNACIO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,5,5
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,69,69
TARIJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,3,3
TUPIZA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,4,4
VIACHA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,5,5
VILLA MONTES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-09-01,4,4
ATOCHA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
CABEZAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,6,6
CAMIRI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,17,17
COCHABAMBA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,11,11
COMARAPA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
EL ALTO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,27,27
EL TORNO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
GUTIERREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
HUARACAJE,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,6,6
LA GUARDIA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,36,36
LA PAZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,14,14
LAGUNILLAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,2,2
LURIBAY,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,2,2
MAGDALENA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,18,18
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,8,8
REYES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
RIBERALTA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,6,6
SAN BORJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,3,3
SAN CARLOS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,2,2
SAN IGNACIO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,32,32
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,97,97
SORACACHI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,1,1
TARIJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,5,5
TUPIZA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,19,19
VILLA MONTES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,4,4
WARNES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-10-01,4,4
ACHACACHI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,14,14
ATOCHA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
BERMEJO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
CABEZAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,9,9
CHARAGUA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,2,2
COCHABAMBA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,8,8
COLCAPIRHUA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
CONCEPCION,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
DESAGUADERO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
EL ALTO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,46,46
EL TORNO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,10,10
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,3,3
GUTIERREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,2,2
HUARACAJE,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,2,2
IXIAMAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,2,2
LA PAZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,43,43
LAGUNILLAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
MAGDALENA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
ORURO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,6,6
PORONGO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,8,8
POTOSI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,15,15
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,6,6
RIBERALTA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,3,3
SAN BORJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,3,3
SAN IGNACIO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,34,34
SAN JULIAN,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,4,4
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,30,30
SUCRE,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,3,3
TARIJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
TUPIZA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,10,10
URUBICHA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,1,1
VILLA MONTES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,7,7
WARNES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,3,3
CABEZAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,6,6
CAMIRI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,8,8
CAPINOTA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
CHARAGUA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,8,8
COCHABAMBA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
"COLCHA ""K""",micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
COMARAPA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
EL ALTO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,32,32
EL TORNO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
GUTIERREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
IXIAMAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,3,3
LA PAZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,44,44
LAGUNILLAS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
MAGDALENA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
MONTERO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,21,21
PORONGO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
PORTACHUELO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,10,10
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,22,22
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,3,3
SAIPINA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
SAN BORJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
SAN CARLOS,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,10,10
SAN IGNACIO,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,7,7
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,89,89
TARIJA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,6,6
TUPIZA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
URUBICHA,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
VILLA MONTES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,7,7
VILLAZON,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,1,1
WARNES,micronutrientes,ninas(os) menores de 6 meses con dosis completa de hierro,2021-12-01,2,2
