municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,65,65
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,5,5
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,4,4
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,13,13
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,6,6
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,7,7
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-12-01,1,1
