municipality,group,variable,month,N° de beneficiarios(as) (niños/as) nuevos(as) del bono Juana Azurduy,TOTAL
POCONA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,6,6
POOPO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
PORCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,13,13
POROMA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,12,12
PORTACHUELO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,9,9
POTOSI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,29,29
PRESTO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,6,6
PUCARA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,6,6
PUCARANI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,24,24
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,4,4
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,16,16
PUERTO RICO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,14,14
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,53,53
PUNATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,55,55
QUIME,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,3,3
QUIRUSILLAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
REYES,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
RIBERALTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,102,102
ROBORE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,15,15
SABAYA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,3,3
SACABA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,76,76
SACACA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,8,8
SAIPINA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,7,7
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,9,9
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,14,14
SAN BORJA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,7,7
SAN CARLOS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,113,113
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,90,90
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,19,19
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,53,53
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,26,26
SAN LUCAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,36,36
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,11,11
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,55,55
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,3,3
SAN RAFAEL,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,12,12
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,448,448
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,13,13
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,4,4
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,73,73
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
SIPE SIPE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,28,28
SOPACHUY,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
SORACACHI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,3,3
SORATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,24,24
SUCRE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,209,209
TACOBAMBA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,9,9
TACOPAYA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,25,25
TARABUCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,33,33
TARATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,10,10
TARIJA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,69,69
TARVITA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,24,24
TEOPONTE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,6,6
TIAWANACU,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,28,28
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,15,15
TIPUANI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,26,26
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,20,20
TOCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
TOLATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,4,4
TOLEDO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,7,7
TOMAVE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,9,9
TOTORA(ORR),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,4,4
TRIGAL,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,21,21
TUPIZA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,7,7
TURCO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,21,21
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,10,10
VACAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,14,14
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,9,9
VIACHA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,43,43
VILLA MONTES,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,47,47
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,25,25
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,36,36
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,26,26
VILLAZON,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,58,58
VINTO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,131,131
WARNES,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,122,122
YACO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,8,8
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,9,9
YOCALLA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,6,6
YOTALA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,2,2
YUNCHARA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-02-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,56,56
AIQUILE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,4,4
ALALAY,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,11,11
ALCALA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
ALTO BENI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,10,10
ANCORAIMES,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,15,15
ANDAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,17,17
APOLO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,6,6
ARANI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,16,16
ARBIETO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,8,8
ARQUE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,27,27
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,10,10
AUCAPATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
AYATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,9,9
BATALLAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,8,8
BERMEJO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,46,46
BETANZOS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,29,29
BOLIVAR,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,12,12
CAIROMA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,5,5
CALACOTO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,16,16
CALAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,7,7
CAMARGO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,28,28
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,13,13
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,11,11
CARACOLLO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,22,22
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,15,15
CHAQUI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,17,17
CHARAGUA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,12,12
CHAYANTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
CHOQUE COTA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,6,6
CHUMA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,8,8
CKOCHAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,4,4
CLIZA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,34,34
COBIJA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,21,21
COCAPATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,179,179
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,85,85
COLOMI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,19,19
COLPA BELGICA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,14,14
COLQUENCHA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,8,8
COMARAPA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,12,12
COPACABANA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,133,133
CORIPATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,3,3
COROICO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,12,12
CORQUE,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,7,7
COTAGAITA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,7,7
COTOCA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,33,33
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,4,4
CURVA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,490,490
EL CHORO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,4,4
EL PUENTE(STC),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,30,30
EL TORNO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,102,102
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,25,25
ESMERALDA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,23,23
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,19,19
GUAQUI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,24,24
HUACARETA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,5,5
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,15,15
HUARINA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2010-03-01,1,1
