municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,5,5,0,5
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,33,33,38,71
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,83,83,66,149
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,76,76,51,127
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,4,4,9,13
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,115,115,89,204
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,14,14,7,21
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,59,59,43,102
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,339,339,353,692
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,73,73,78,151
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,29,29,23,52
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,50,50,70,120
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,21,21,20,41
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,20,20,22,42
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,85,85,104,189
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,17,17,10,27
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,22,22,36,58
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,2,2,3,5
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,3,3,8,11
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,24,24,20,44
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,115,115,115,230
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,23,23,14,37
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,20,20,26,46
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,13,13,14,27
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,358,358,281,639
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,315,315,287,602
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,38,38,35,73
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,95,95,97,192
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,150,150,162,312
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,19,19,19,38
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,152,152,124,276
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,33,33,45,78
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,87,87,115,202
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,64,64,83,147
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,9,9,1,10
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,113,113,125,238
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,2,2,2,4
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,33,33,29,62
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,154,154,139,293
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,251,251,288,539
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,14,14,8,22
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,122,122,136,258
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,2,2,6,8
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,108,108,97,205
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,29,29,35,64
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,223,223,221,444
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,7,7,12,19
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,305,305,301,606
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,39,39,24,63
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-01-01,32,32,41,73
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,132,132,150,282
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,403,403,406,809
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,30,30,28,58
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,67,67,62,129
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,16,16,6,22
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,95,95,84,179
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,147,147,140,287
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,16,16,16,32
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,38,38,34,72
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,11,11,17,28
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,53,53,56,109
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,53,53,63,116
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,19,19,13,32
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,30,30,42,72
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,50,50,64,114
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,427,427,421,848
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,102,102,82,184
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,44,44,29,73
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,40,40,52,92
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,17,17,10,27
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,105,105,108,213
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,131,131,105,236
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,43,43,55,98
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,21,21,27,48
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,4,4,6,10
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,11,11,9,20
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,28,28,34,62
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,39,39,50,89
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,198,198,231,429
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,31,31,43,74
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,19,19,13,32
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,29,29,26,55
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,178,178,174,352
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,112,112,99,211
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,119,119,159,278
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,78,78,64,142
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,72,72,65,137
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,13,13,22,35
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,184,184,247,431
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,94,94,115,209
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,14,14,15,29
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,200,200,171,371
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,60,60,59,119
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,47,47,40,87
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,48,48,61,109
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,237,237,259,496
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,4,4,0,4
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,77,77,64,141
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,115,115,108,223
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,9,9,10,19
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,2,2,0,2
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,5,5,5,10
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,132,132,112,244
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,33,33,36,69
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,267,267,168,435
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,6,6,6,12
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,155,155,179,334
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,45,45,43,88
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,14,14,3,17
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,2,2,0,2
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,61,61,74,135
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,27,27,34,61
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,23,23,20,43
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,143,143,143,286
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,651,651,549,1200
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,56,56,30,86
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,36,36,52,88
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,2,2,1,3
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,40,40,31,71
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,7,7,12,19
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,186,186,146,332
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,18,18,21,39
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,37,37,21,58
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,3,3,5,8
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,106,106,121,227
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,17,17,9,26
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,45,45,38,83
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,47,47,49,96
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,9,9,10,19
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,64,64,59,123
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,47,47,46,93
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,37,37,49,86
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,120,120,120,240
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,95,95,77,172
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,46,46,30,76
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,24,24,30,54
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,154,154,211,365
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,17,17,19,36
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,5,5,4,9
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,10,10,7,17
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,1259,1259,1261,2520
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,3,3,4,7
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,50,50,63,113
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,82,82,76,158
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,116,116,123,239
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,145,145,105,250
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,96,96,101,197
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,120,120,82,202
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,40,40,22,62
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,3,3,2,5
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,46,46,55,101
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,127,127,143,270
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,16,16,12,28
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,240,240,191,431
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,50,50,48,98
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,83,83,78,161
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,25,25,16,41
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,174,174,177,351
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,311,311,326,637
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,109,109,103,212
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,19,19,33,52
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,91,91,97,188
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,20,20,27,47
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,1,1,4,5
