municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-02-01,105,105,107,212
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,138,138,141,279
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,282,282,263,545
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,17,17,17,34
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,29,29,56,85
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,40,40,38,78
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,97,97,93,190
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,102,102,109,211
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,26,26,26,52
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,17,17,15,32
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,12,12,13,25
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,36,36,39,75
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,108,108,113,221
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,52,52,50,102
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,31,31,45,76
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,66,66,62,128
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,142,142,130,272
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,47,47,47,94
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,80,80,64,144
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,19,19,18,37
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,162,162,185,347
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,334,334,309,643
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,55,55,48,103
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,29,29,35,64
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,11,11,10,21
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,18,18,17,35
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,28,28,29,57
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,82,82,78,160
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,338,338,391,729
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,76,76,126,202
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,42,42,35,77
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,72,72,72,144
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,163,163,155,318
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,95,95,96,191
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,161,161,187,348
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,134,134,112,246
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,57,57,57,114
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,39,39,45,84
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,164,164,190,354
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,159,159,167,326
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,32,32,31,63
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,247,247,220,467
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,92,92,76,168
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,110,110,110,220
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,102,102,108,210
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,327,327,363,690
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,0,0,1,1
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,84,84,66,150
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,222,222,198,420
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,5,5,7,12
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,1,1,1,2
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,20,20,26,46
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,141,141,119,260
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,95,95,111,206
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,272,272,278,550
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,16,16,22,38
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,120,120,138,258
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,45,45,57,102
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,9,9,6,15
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,9,9,12,21
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,75,75,52,127
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,74,74,87,161
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,18,18,17,35
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,201,201,214,415
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,1059,1059,1086,2145
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,5,5,8,13
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,75,75,46,121
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,101,101,124,225
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,4,4,3,7
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,35,35,34,69
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,7,7,9,16
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,214,214,204,418
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,16,16,23,39
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,45,45,44,89
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,42,42,43,85
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,131,131,151,282
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,8,8,12,20
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,50,50,38,88
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,32,32,28,60
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,23,23,15,38
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,85,85,84,169
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,70,70,69,139
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,55,55,49,104
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,295,295,304,599
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,152,152,141,293
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,53,53,55,108
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,10,10,4,14
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,53,53,43,96
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,233,233,258,491
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,12,12,9,21
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,22,22,27,49
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,20,20,10,30
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,1924,1924,1714,3638
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,100,100,93,193
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,176,176,144,320
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,148,148,107,255
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,164,164,205,369
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,110,110,95,205
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,1,1,3,4
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,24,24,20,44
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,12,12,19,31
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,27,27,38,65
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,153,153,167,320
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,70,70,42,112
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,314,314,259,573
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,124,124,107,231
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,70,70,68,138
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,14,14,16,30
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,263,263,261,524
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,302,302,345,647
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,167,167,158,325
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,36,36,38,74
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,3,3,1,4
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,103,103,94,197
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,31,31,18,49
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,15,15,13,28
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,14,14,17,31
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,275,275,245,520
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,225,225,239,464
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,87,87,92,179
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,140,140,144,284
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,71,71,69,140
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,39,39,43,82
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,57,57,59,116
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,150,150,159,309
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,2006,2006,1993,3999
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,0,0,2,2
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,180,180,164,344
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,49,49,54,103
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,46,46,48,94
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,34,34,34,68
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,387,387,377,764
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,24,24,30,54
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,11,11,21,32
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,135,135,174,309
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,12,12,15,27
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,169,169,198,367
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,81,81,57,138
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,36,36,44,80
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,30,30,22,52
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,54,54,57,111
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,38,38,47,85
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,139,139,144,283
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,80,80,70,150
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,197,197,187,384
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,13,13,14,27
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,151,151,138,289
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,215,215,219,434
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,622,622,642,1264
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,47,47,30,77
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,56,56,55,111
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,40,40,12,52
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,19,19,13,32
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,16,16,20,36
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,159,159,201,360
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,56,56,54,110
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,52,52,42,94
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,744,744,786,1530
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,186,186,212,398
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,323,323,306,629
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,112,112,114,226
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,21,21,25,46
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,339,339,305,644
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,18,18,16,34
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,59,59,55,114
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,13,13,12,25
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,34,34,41,75
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,72,72,131,203
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,21,21,27,48
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,66,66,46,112
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,310,310,278,588
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,52,52,54,106
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,126,126,136,262
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,26,26,9,35
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,44,44,39,83
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,147,147,136,283
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,28,28,29,57
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,131,131,108,239
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,32,32,31,63
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,3,3,15,18
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,570,570,540,1110
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,161,161,181,342
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,58,58,72,130
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,162,162,136,298
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,139,139,150,289
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,38,38,42,80
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,30,30,18,48
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,52,52,59,111
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,80,80,91,171
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,2,2,3,5
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,91,91,79,170
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,147,147,162,309
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,285,285,278,563
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,55,55,40,95
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,31,31,31,62
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,61,61,53,114
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,74,74,54,128
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,8,8,9,17
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,353,353,370,723
REYES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,164,164,162,326
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,540,540,494,1034
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,76,76,95,171
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,76,76,72,148
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,26,26,30,56
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,142,142,157,299
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,29,29,26,55
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,528,528,489,1017
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,55,55,38,93
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,85,85,60,145
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,80,80,78,158
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,24,24,26,50
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,80,80,93,173
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,31,31,35,66
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,6,6,8,14
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,159,159,178,337
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,54,54,35,89
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,185,185,173,358
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,54,54,73,127
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,107,107,117,224
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,179,179,140,319
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,580,580,529,1109
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,49,49,46,95
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,93,93,86,179
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,38,38,41,79
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,16,16,23,39
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,106,106,116,222
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,142,142,139,281
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,26,26,28,54
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,202,202,199,401
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,477,477,506,983
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,198,198,167,365
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,160,160,155,315
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,35,35,31,66
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,155,155,122,277
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,400,400,362,762
