municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,52,52,47,99
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,7,7,3,10
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,55,55,37,92
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,25,25,12,37
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,73,73,74,147
SENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,21,21,38,59
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,140,140,142,282
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,23,23,20,43
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,237,237,178,415
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,104,104,107,211
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,80,80,85,165
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,133,133,174,307
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,1135,1135,1084,2219
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,1,1,2,3
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,59,59,46,105
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,130,130,112,242
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,190,190,148,338
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,12,12,16,28
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,270,270,261,531
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,400,400,373,773
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,51,51,40,91
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,73,73,94,167
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,795,795,707,1502
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,21,21,18,39
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,72,72,86,158
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,57,57,78,135
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,166,166,140,306
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,26,26,22,48
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,133,133,100,233
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,148,148,155,303
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,11,11,9,20
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,26,26,19,45
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,7,7,17,24
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,95,95,85,180
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,90,90,79,169
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,178,178,177,355
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,159,159,148,307
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,96,96,95,191
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,38,38,52,90
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,26,26,19,45
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,352,352,341,693
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,396,396,379,775
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,11,11,17,28
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,38,38,30,68
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,67,67,74,141
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,155,155,136,291
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,106,106,107,213
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,251,251,205,456
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,77,77,66,143
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,120,120,117,237
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,182,182,169,351
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,28,28,31,59
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,147,147,149,296
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,10,10,7,17
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,46,46,46,92
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,234,234,195,429
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,385,385,316,701
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,121,121,137,258
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,372,372,350,722
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,75,75,45,120
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,119,119,115,234
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,13,13,11,24
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,239,239,202,441
YACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,31,31,34,65
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,209,209,201,410
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,196,196,193,389
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,17,17,18,35
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,486,486,441,927
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,31,31,34,65
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,127,127,133,260
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,86,86,89,175
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-04-01,133,133,100,233
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,73,73,96,169
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,326,326,301,627
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,52,52,57,109
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,87,87,74,161
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,30,30,22,52
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,48,48,45,93
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,120,120,118,238
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,13,13,7,20
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,26,26,19,45
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,11,11,12,23
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,75,75,82,157
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,87,87,75,162
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,58,58,62,120
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,24,24,22,46
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,76,76,79,155
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,147,147,107,254
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,72,72,50,122
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,80,80,54,134
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,26,26,28,54
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,243,243,180,423
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,295,295,267,562
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,85,85,67,152
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,46,46,54,100
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,3,3,5,8
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,15,15,15,30
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,26,26,32,58
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,68,68,70,138
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,300,300,302,602
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,76,76,86,162
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,12,12,11,23
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,34,34,28,62
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,102,102,93,195
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,76,76,77,153
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,143,143,161,304
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,84,84,75,159
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,90,90,74,164
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,11,11,16,27
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,204,204,205,409
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,220,220,226,446
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,43,43,25,68
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,381,381,297,678
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,75,75,81,156
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,96,96,88,184
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,63,63,51,114
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,514,514,472,986
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,1,1,1,2
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,98,98,96,194
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,123,123,133,256
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,18,18,12,30
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,20,20,12,32
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,2,2,4,6
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,215,215,204,419
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,56,56,68,124
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,214,214,204,418
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,22,22,18,40
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,128,128,113,241
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,78,78,59,137
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,7,7,13,20
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,5,5,8,13
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,47,47,62,109
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,63,63,67,130
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,67,67,48,115
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,267,267,258,525
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,1374,1374,1351,2725
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,6,6,7,13
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,80,80,80,160
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,116,116,130,246
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,6,6,11,17
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,168,168,136,304
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,50,50,33,83
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,248,248,200,448
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,56,56,55,111
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,128,128,115,243
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,41,41,26,67
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,143,143,141,284
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,12,12,10,22
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,59,59,79,138
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-05-01,65,65,56,121
