municipality,group,variable,month,Egresos,TOTAL
TURCO,internaciones,egresos,2007-02-01,3,3
UMALA,internaciones,egresos,2007-02-01,1,1
UNCIA,internaciones,egresos,2007-02-01,128,128
URIONDO (A. CONCEPCION),internaciones,egresos,2007-02-01,10,10
URUBICHA,internaciones,egresos,2007-02-01,20,20
UYUNI,internaciones,egresos,2007-02-01,101,101
VACAS,internaciones,egresos,2007-02-01,23,23
VALLEGRANDE,internaciones,egresos,2007-02-01,105,105
VIACHA,internaciones,egresos,2007-02-01,84,84
VILLA MONTES,internaciones,egresos,2007-02-01,253,253
VILLA RIVERO,internaciones,egresos,2007-02-01,11,11
VILLA TUNARI,internaciones,egresos,2007-02-01,277,277
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2007-02-01,13,13
VILLAZON,internaciones,egresos,2007-02-01,250,250
VINTO,internaciones,egresos,2007-02-01,80,80
VITICHI,internaciones,egresos,2007-02-01,10,10
WARNES,internaciones,egresos,2007-02-01,76,76
YACUIBA,internaciones,egresos,2007-02-01,560,560
YAMPARAEZ,internaciones,egresos,2007-02-01,10,10
YANACACHI,internaciones,egresos,2007-02-01,1,1
YAPACANI,internaciones,egresos,2007-02-01,770,770
YOTALA,internaciones,egresos,2007-02-01,22,22
ZUDAÑEZ,internaciones,egresos,2007-02-01,22,22
ACACIO,internaciones,egresos,2007-03-01,10,10
ACHACACHI,internaciones,egresos,2007-03-01,72,72
ACHOCALLA,internaciones,egresos,2007-03-01,10,10
AIQUILE,internaciones,egresos,2007-03-01,107,107
ALCALA,internaciones,egresos,2007-03-01,7,7
ANCORAIMES,internaciones,egresos,2007-03-01,5,5
ANZALDO,internaciones,egresos,2007-03-01,5,5
APOLO,internaciones,egresos,2007-03-01,31,31
ARAMPAMPA,internaciones,egresos,2007-03-01,4,4
ARANI,internaciones,egresos,2007-03-01,3,3
ARQUE,internaciones,egresos,2007-03-01,7,7
ASCENCION DE GUARAYOS,internaciones,egresos,2007-03-01,184,184
ATOCHA,internaciones,egresos,2007-03-01,153,153
AUCAPATA,internaciones,egresos,2007-03-01,1,1
AYATA,internaciones,egresos,2007-03-01,3,3
AYO AYO,internaciones,egresos,2007-03-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2007-03-01,63,63
AZURDUY,internaciones,egresos,2007-03-01,18,18
BATALLAS,internaciones,egresos,2007-03-01,4,4
BAURES,internaciones,egresos,2007-03-01,9,9
BERMEJO,internaciones,egresos,2007-03-01,163,163
BETANZOS,internaciones,egresos,2007-03-01,39,39
BOLIVAR,internaciones,egresos,2007-03-01,3,3
BOYUIBE,internaciones,egresos,2007-03-01,36,36
BUENA VISTA,internaciones,egresos,2007-03-01,50,50
CABEZAS,internaciones,egresos,2007-03-01,43,43
CAIROMA,internaciones,egresos,2007-03-01,7,7
"CAIZA ""D""",internaciones,egresos,2007-03-01,4,4
CAJUATA,internaciones,egresos,2007-03-01,3,3
CALAMARCA,internaciones,egresos,2007-03-01,5,5
CAMARGO,internaciones,egresos,2007-03-01,109,109
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2007-03-01,9,9
CAMIRI,internaciones,egresos,2007-03-01,565,565
CAPINOTA,internaciones,egresos,2007-03-01,53,53
CAQUIAVIRI,internaciones,egresos,2007-03-01,2,2
CARACOLLO,internaciones,egresos,2007-03-01,39,39
CARANAVI,internaciones,egresos,2007-03-01,190,190
CHALLAPATA,internaciones,egresos,2007-03-01,70,70
CHAQUI,internaciones,egresos,2007-03-01,4,4
CHARAGUA,internaciones,egresos,2007-03-01,135,135
CHIMORE,internaciones,egresos,2007-03-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2007-03-01,90,90
CHUMA,internaciones,egresos,2007-03-01,10,10
CLIZA,internaciones,egresos,2007-03-01,38,38
COBIJA,internaciones,egresos,2007-03-01,371,371
COCHABAMBA,internaciones,egresos,2007-03-01,6617,6617
COLCAPIRHUA,internaciones,egresos,2007-03-01,183,183
"COLCHA ""K""",internaciones,egresos,2007-03-01,1,1
COLLANA,internaciones,egresos,2007-03-01,2,2
COLOMI,internaciones,egresos,2007-03-01,33,33
COLPA BELGICA,internaciones,egresos,2007-03-01,16,16
COLQUENCHA,internaciones,egresos,2007-03-01,1,1
COLQUIRI,internaciones,egresos,2007-03-01,17,17
COMARAPA,internaciones,egresos,2007-03-01,99,99
CONCEPCION,internaciones,egresos,2007-03-01,83,83
COPACABANA,internaciones,egresos,2007-03-01,30,30
CORIPATA,internaciones,egresos,2007-03-01,25,25
CORO CORO,internaciones,egresos,2007-03-01,1,1
COROICO,internaciones,egresos,2007-03-01,113,113
COTAGAITA,internaciones,egresos,2007-03-01,41,41
COTOCA,internaciones,egresos,2007-03-01,146,146
CUATRO CAÑADAS,internaciones,egresos,2007-03-01,68,68
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2007-03-01,2,2
CUEVO,internaciones,egresos,2007-03-01,5,5
CULPINA,internaciones,egresos,2007-03-01,37,37
CURAHUARA DE CARANGAS,internaciones,egresos,2007-03-01,10,10
DESAGUADERO,internaciones,egresos,2007-03-01,2,2
EL ALTO,internaciones,egresos,2007-03-01,2791,2791
EL PUENTE(STC),internaciones,egresos,2007-03-01,15,15
EL TORNO,internaciones,egresos,2007-03-01,147,147
EL VILLAR,internaciones,egresos,2007-03-01,7,7
ENTRE RIOS,internaciones,egresos,2007-03-01,33,33
ENTRE RIOS,internaciones,egresos,2007-03-01,27,27
EUCALIPTUS,internaciones,egresos,2007-03-01,7,7
EXALTACION,internaciones,egresos,2007-03-01,2,2
FERNANDEZ ALONSO,internaciones,egresos,2007-03-01,79,79
GENERAL SAAVEDRA,internaciones,egresos,2007-03-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2007-03-01,1,1
GUANAY,internaciones,egresos,2007-03-01,34,34
GUAQUI,internaciones,egresos,2007-03-01,3,3
GUAYARAMERIN,internaciones,egresos,2007-03-01,562,562
GUTIERREZ,internaciones,egresos,2007-03-01,37,37
HUACARETA,internaciones,egresos,2007-03-01,23,23
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2007-03-01,5,5
HUACHACALLA,internaciones,egresos,2007-03-01,7,7
HUANUNI,internaciones,egresos,2007-03-01,70,70
HUARACAJE,internaciones,egresos,2007-03-01,18,18
HUAYLLAMARCA,internaciones,egresos,2007-03-01,1,1
ICLA,internaciones,egresos,2007-03-01,3,3
INCAHUASI,internaciones,egresos,2007-03-01,18,18
INQUISIVI,internaciones,egresos,2007-03-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,egresos,2007-03-01,29,29
IXIAMAS,internaciones,egresos,2007-03-01,17,17
JESUS DE MACHACA,internaciones,egresos,2007-03-01,15,15
LA ASUNTA,internaciones,egresos,2007-03-01,53,53
LA GUARDIA,internaciones,egresos,2007-03-01,191,191
LA PAZ,internaciones,egresos,2007-03-01,7095,7095
LAGUNILLAS,internaciones,egresos,2007-03-01,9,9
LAJA,internaciones,egresos,2007-03-01,5,5
LAS CARRERAS,internaciones,egresos,2007-03-01,4,4
LLALLAGUA,internaciones,egresos,2007-03-01,239,239
LLICA,internaciones,egresos,2007-03-01,4,4
LURIBAY,internaciones,egresos,2007-03-01,10,10
MACHACAMARCA,internaciones,egresos,2007-03-01,3,3
MACHARETI,internaciones,egresos,2007-03-01,8,8
MAGDALENA,internaciones,egresos,2007-03-01,64,64
MAIRANA,internaciones,egresos,2007-03-01,66,66
MAPIRI,internaciones,egresos,2007-03-01,24,24
MECAPACA,internaciones,egresos,2007-03-01,2,2
MINEROS,internaciones,egresos,2007-03-01,15,15
MIZQUE,internaciones,egresos,2007-03-01,46,46
MOCOMOCO,internaciones,egresos,2007-03-01,2,2
MOJOCOYA,internaciones,egresos,2007-03-01,9,9
MONTEAGUDO,internaciones,egresos,2007-03-01,152,152
MONTERO,internaciones,egresos,2007-03-01,771,771
MORO MORO,internaciones,egresos,2007-03-01,4,4
MOROCHATA,internaciones,egresos,2007-03-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2007-03-01,3,3
OCURI,internaciones,egresos,2007-03-01,12,12
OKINAWA,internaciones,egresos,2007-03-01,27,27
OMEREQUE,internaciones,egresos,2007-03-01,5,5
ORURO,internaciones,egresos,2007-03-01,2124,2124
PADILLA,internaciones,egresos,2007-03-01,96,96
PAILON,internaciones,egresos,2007-03-01,66,66
PALCA,internaciones,egresos,2007-03-01,5,5
PALOS BLANCOS,internaciones,egresos,2007-03-01,91,91
PAMPA GRANDE,internaciones,egresos,2007-03-01,21,21
PAPEL PAMPA,internaciones,egresos,2007-03-01,1,1
PASORAPA,internaciones,egresos,2007-03-01,2,2
PATACAMAYA,internaciones,egresos,2007-03-01,24,24
PELECHUCO,internaciones,egresos,2007-03-01,1,1
POCOATA,internaciones,egresos,2007-03-01,5,5
POCONA,internaciones,egresos,2007-03-01,12,12
POJO (CBBA),internaciones,egresos,2007-03-01,3,3
POOPO,internaciones,egresos,2007-03-01,6,6
PORCO,internaciones,egresos,2007-03-01,4,4
POROMA,internaciones,egresos,2007-03-01,9,9
PORONGO,internaciones,egresos,2007-03-01,17,17
PORTACHUELO,internaciones,egresos,2007-03-01,221,221
PORVENIR,internaciones,egresos,2007-03-01,6,6
POTOSI,internaciones,egresos,2007-03-01,832,832
PRESTO,internaciones,egresos,2007-03-01,10,10
PUCARANI,internaciones,egresos,2007-03-01,5,5
PUERTO ACOSTA,internaciones,egresos,2007-03-01,78,78
PUERTO CARABUCO,internaciones,egresos,2007-03-01,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2007-03-01,4,4
PUERTO QUIJARRO,internaciones,egresos,2007-03-01,83,83
PUERTO RICO,internaciones,egresos,2007-03-01,33,33
PUERTO SUAREZ,internaciones,egresos,2007-03-01,120,120
PUERTO VILLARROEL,internaciones,egresos,2007-03-01,229,229
PUNA,internaciones,egresos,2007-03-01,21,21
PUNATA,internaciones,egresos,2007-03-01,240,240
QUILLACOLLO,internaciones,egresos,2007-03-01,262,262
QUIME,internaciones,egresos,2007-03-01,6,6
QUIRUSILLAS,internaciones,egresos,2007-03-01,1,1
RAVELO,internaciones,egresos,2007-03-01,4,4
REYES,internaciones,egresos,2007-03-01,54,54
RIBERALTA,internaciones,egresos,2007-03-01,813,813
ROBORE,internaciones,egresos,2007-03-01,113,113
RURRENABAQUE,internaciones,egresos,2007-03-01,117,117
SACABA,internaciones,egresos,2007-03-01,468,468
SACACA,internaciones,egresos,2007-03-01,31,31
SAIPINA,internaciones,egresos,2007-03-01,36,36
SALINAS DE GARCI MENDOZA,internaciones,egresos,2007-03-01,1,1
SAMAIPATA,internaciones,egresos,2007-03-01,41,41
SAN ANDRES,internaciones,egresos,2007-03-01,6,6
SAN ANTONIO DE LOMERIO,internaciones,egresos,2007-03-01,13,13
SAN BENITO,internaciones,egresos,2007-03-01,10,10
SAN BORJA,internaciones,egresos,2007-03-01,157,157
SAN BUENA VENTURA,internaciones,egresos,2007-03-01,51,51
SAN CARLOS,internaciones,egresos,2007-03-01,193,193
SAN IGNACIO,internaciones,egresos,2007-03-01,61,61
SAN IGNACIO DE VELASCO,internaciones,egresos,2007-03-01,405,405
SAN JAVIER(STC),internaciones,egresos,2007-03-01,59,59
SAN JOAQUIN,internaciones,egresos,2007-03-01,82,82
SAN JOSE DE CHIQUITOS,internaciones,egresos,2007-03-01,108,108
SAN JUAN DE YAPACANI,internaciones,egresos,2007-03-01,114,114
SAN JULIAN,internaciones,egresos,2007-03-01,132,132
SAN LORENZO(TJA),internaciones,egresos,2007-03-01,9,9
SAN LUCAS,internaciones,egresos,2007-03-01,48,48
SAN MATIAS,internaciones,egresos,2007-03-01,76,76
SAN MIGUEL DE VELASCO,internaciones,egresos,2007-03-01,57,57
SAN PEDRO,internaciones,egresos,2007-03-01,62,62
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2007-03-01,9,9
SAN PEDRO DE CURAHUARA,internaciones,egresos,2007-03-01,1,1
SAN PEDRO DE TIQUINA,internaciones,egresos,2007-03-01,2,2
SAN RAFAEL,internaciones,egresos,2007-03-01,55,55
SAN RAMON,internaciones,egresos,2007-03-01,37,37
SAN RAMON,internaciones,egresos,2007-03-01,56,56
SANTA ANA,internaciones,egresos,2007-03-01,142,142
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2007-03-01,8373,8373
SANTA ROSA,internaciones,egresos,2007-03-01,48,48
SANTA ROSA DEL SARA,internaciones,egresos,2007-03-01,57,57
SANTIAGO DE HUARI,internaciones,egresos,2007-03-01,6,6
SANTIAGO DE MACHACA,internaciones,egresos,2007-03-01,1,1
SANTIVAÑES,internaciones,egresos,2007-03-01,7,7
SAPAHAQUI,internaciones,egresos,2007-03-01,3,3
SENA,internaciones,egresos,2007-03-01,19,19
SICA SICA (VILLA AROMA),internaciones,egresos,2007-03-01,9,9
SIPE SIPE,internaciones,egresos,2007-03-01,62,62
SOPACHUY,internaciones,egresos,2007-03-01,47,47
SORACACHI,internaciones,egresos,2007-03-01,3,3
SORATA,internaciones,egresos,2007-03-01,23,23
SUCRE,internaciones,egresos,2007-03-01,2902,2902
TACACOMA,internaciones,egresos,2007-03-01,7,7
TACOBAMBA,internaciones,egresos,2007-03-01,1,1
TACOPAYA,internaciones,egresos,2007-03-01,2,2
TAPACARI,internaciones,egresos,2007-03-01,21,21
TARABUCO,internaciones,egresos,2007-03-01,58,58
TARATA,internaciones,egresos,2007-03-01,13,13
TARIJA,internaciones,egresos,2007-03-01,1706,1706
TARVITA,internaciones,egresos,2007-03-01,35,35
TEOPONTE,internaciones,egresos,2007-03-01,11,11
TIAWANACU,internaciones,egresos,2007-03-01,4,4
TIPUANI,internaciones,egresos,2007-03-01,39,39
TIQUIPAYA,internaciones,egresos,2007-03-01,87,87
TIRAQUE (CBBA),internaciones,egresos,2007-03-01,182,182
TOCO,internaciones,egresos,2007-03-01,3,3
TOLATA,internaciones,egresos,2007-03-01,1,1
TOLEDO,internaciones,egresos,2007-03-01,11,11
TOMAVE,internaciones,egresos,2007-03-01,9,9
TOMINA,internaciones,egresos,2007-03-01,18,18
TOTORA(CBBA),internaciones,egresos,2007-03-01,26,26
TOTORA(ORR),internaciones,egresos,2007-03-01,1,1
TRIGAL,internaciones,egresos,2007-03-01,2,2
TRINIDAD,internaciones,egresos,2007-03-01,696,696
TUPIZA,internaciones,egresos,2007-03-01,280,280
TURCO,internaciones,egresos,2007-03-01,2,2
UNCIA,internaciones,egresos,2007-03-01,191,191
URIONDO (A. CONCEPCION),internaciones,egresos,2007-03-01,11,11
URUBICHA,internaciones,egresos,2007-03-01,14,14
UYUNI,internaciones,egresos,2007-03-01,139,139
VACAS,internaciones,egresos,2007-03-01,18,18
VALLEGRANDE,internaciones,egresos,2007-03-01,156,156
VIACHA,internaciones,egresos,2007-03-01,87,87
VILA VILA,internaciones,egresos,2007-03-01,2,2
VILLA MONTES,internaciones,egresos,2007-03-01,293,293
VILLA RIVERO,internaciones,egresos,2007-03-01,12,12
VILLA SERRANO,internaciones,egresos,2007-03-01,20,20
VILLA TUNARI,internaciones,egresos,2007-03-01,331,331
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2007-03-01,11,11
VILLAZON,internaciones,egresos,2007-03-01,253,253
VINTO,internaciones,egresos,2007-03-01,65,65
VITICHI,internaciones,egresos,2007-03-01,8,8
WARNES,internaciones,egresos,2007-03-01,141,141
YACUIBA,internaciones,egresos,2007-03-01,725,725
YAMPARAEZ,internaciones,egresos,2007-03-01,19,19
YANACACHI,internaciones,egresos,2007-03-01,3,3
YAPACANI,internaciones,egresos,2007-03-01,392,392
YOCALLA,internaciones,egresos,2007-03-01,1,1
YOTALA,internaciones,egresos,2007-03-01,28,28
ZUDAÑEZ,internaciones,egresos,2007-03-01,26,26
ACACIO,internaciones,egresos,2007-04-01,10,10
ACHACACHI,internaciones,egresos,2007-04-01,70,70
ACHOCALLA,internaciones,egresos,2007-04-01,8,8
AIQUILE,internaciones,egresos,2007-04-01,149,149
ALCALA,internaciones,egresos,2007-04-01,6,6
ANCORAIMES,internaciones,egresos,2007-04-01,4,4
ANDAMARCA,internaciones,egresos,2007-04-01,1,1
ANTEQUERA,internaciones,egresos,2007-04-01,1,1
ANZALDO,internaciones,egresos,2007-04-01,4,4
APOLO,internaciones,egresos,2007-04-01,18,18
ARAMPAMPA,internaciones,egresos,2007-04-01,4,4
ARANI,internaciones,egresos,2007-04-01,8,8
ARBIETO,internaciones,egresos,2007-04-01,12,12
ARQUE,internaciones,egresos,2007-04-01,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2007-04-01,189,189
ATOCHA,internaciones,egresos,2007-04-01,97,97
AYATA,internaciones,egresos,2007-04-01,1,1
AYO AYO,internaciones,egresos,2007-04-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2007-04-01,65,65
AZURDUY,internaciones,egresos,2007-04-01,20,20
BATALLAS,internaciones,egresos,2007-04-01,8,8
BAURES,internaciones,egresos,2007-04-01,13,13
BERMEJO,internaciones,egresos,2007-04-01,179,179
BETANZOS,internaciones,egresos,2007-04-01,29,29
BOLIVAR,internaciones,egresos,2007-04-01,3,3
BOYUIBE,internaciones,egresos,2007-04-01,28,28
BUENA VISTA,internaciones,egresos,2007-04-01,3,3
CABEZAS,internaciones,egresos,2007-04-01,77,77
CAIROMA,internaciones,egresos,2007-04-01,18,18
"CAIZA ""D""",internaciones,egresos,2007-04-01,2,2
CAJUATA,internaciones,egresos,2007-04-01,3,3
CALAMARCA,internaciones,egresos,2007-04-01,5,5
CAMARGO,internaciones,egresos,2007-04-01,89,89
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2007-04-01,4,4
CAMIRI,internaciones,egresos,2007-04-01,551,551
CAPINOTA,internaciones,egresos,2007-04-01,62,62
CAQUIAVIRI,internaciones,egresos,2007-04-01,1,1
CARACOLLO,internaciones,egresos,2007-04-01,35,35
CARANAVI,internaciones,egresos,2007-04-01,164,164
CARAPARI,internaciones,egresos,2007-04-01,1,1
CHALLAPATA,internaciones,egresos,2007-04-01,58,58
CHAQUI,internaciones,egresos,2007-04-01,2,2
CHARAGUA,internaciones,egresos,2007-04-01,112,112
CHAYANTA,internaciones,egresos,2007-04-01,6,6
CHIMORE,internaciones,egresos,2007-04-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2007-04-01,96,96
CHUMA,internaciones,egresos,2007-04-01,1,1
CLIZA,internaciones,egresos,2007-04-01,27,27
COBIJA,internaciones,egresos,2007-04-01,296,296
COCHABAMBA,internaciones,egresos,2007-04-01,6379,6379
COLCAPIRHUA,internaciones,egresos,2007-04-01,139,139
COLOMI,internaciones,egresos,2007-04-01,39,39
COLPA BELGICA,internaciones,egresos,2007-04-01,17,17
COLQUIRI,internaciones,egresos,2007-04-01,17,17
COMARAPA,internaciones,egresos,2007-04-01,88,88
CONCEPCION,internaciones,egresos,2007-04-01,97,97
COPACABANA,internaciones,egresos,2007-04-01,58,58
CORIPATA,internaciones,egresos,2007-04-01,23,23
CORO CORO,internaciones,egresos,2007-04-01,4,4
COROICO,internaciones,egresos,2007-04-01,114,114
COTAGAITA,internaciones,egresos,2007-04-01,33,33
COTOCA,internaciones,egresos,2007-04-01,125,125
CUATRO CAÑADAS,internaciones,egresos,2007-04-01,40,40
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2007-04-01,1,1
CUEVO,internaciones,egresos,2007-04-01,5,5
CULPINA,internaciones,egresos,2007-04-01,39,39
CURAHUARA DE CARANGAS,internaciones,egresos,2007-04-01,6,6
CURVA,internaciones,egresos,2007-04-01,1,1
DESAGUADERO,internaciones,egresos,2007-04-01,4,4
EL ALTO,internaciones,egresos,2007-04-01,2977,2977
EL PUENTE(STC),internaciones,egresos,2007-04-01,13,13
EL PUENTE(TJA),internaciones,egresos,2007-04-01,1,1
EL TORNO,internaciones,egresos,2007-04-01,118,118
EL VILLAR,internaciones,egresos,2007-04-01,9,9
ENTRE RIOS,internaciones,egresos,2007-04-01,26,26
ENTRE RIOS,internaciones,egresos,2007-04-01,33,33
EUCALIPTUS,internaciones,egresos,2007-04-01,11,11
EXALTACION,internaciones,egresos,2007-04-01,3,3
FERNANDEZ ALONSO,internaciones,egresos,2007-04-01,51,51
FILADELFIA,internaciones,egresos,2007-04-01,3,3
GENERAL SAAVEDRA,internaciones,egresos,2007-04-01,6,6
GUANAY,internaciones,egresos,2007-04-01,21,21
GUAQUI,internaciones,egresos,2007-04-01,3,3
GUAYARAMERIN,internaciones,egresos,2007-04-01,585,585
GUTIERREZ,internaciones,egresos,2007-04-01,25,25
HUACARETA,internaciones,egresos,2007-04-01,15,15
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2007-04-01,3,3
HUANUNI,internaciones,egresos,2007-04-01,81,81
HUARACAJE,internaciones,egresos,2007-04-01,10,10
ICLA,internaciones,egresos,2007-04-01,2,2
INCAHUASI,internaciones,egresos,2007-04-01,27,27
INQUISIVI,internaciones,egresos,2007-04-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,egresos,2007-04-01,27,27
IXIAMAS,internaciones,egresos,2007-04-01,22,22
JESUS DE MACHACA,internaciones,egresos,2007-04-01,11,11
LA ASUNTA,internaciones,egresos,2007-04-01,49,49
LA GUARDIA,internaciones,egresos,2007-04-01,221,221
LA PAZ,internaciones,egresos,2007-04-01,6721,6721
LAGUNILLAS,internaciones,egresos,2007-04-01,4,4
LAJA,internaciones,egresos,2007-04-01,4,4
LAS CARRERAS,internaciones,egresos,2007-04-01,3,3
LICOMA PAMPA,internaciones,egresos,2007-04-01,1,1
LLALLAGUA,internaciones,egresos,2007-04-01,204,204
LLICA,internaciones,egresos,2007-04-01,4,4
LURIBAY,internaciones,egresos,2007-04-01,12,12
MACHACAMARCA,internaciones,egresos,2007-04-01,4,4
MACHARETI,internaciones,egresos,2007-04-01,19,19
MAGDALENA,internaciones,egresos,2007-04-01,57,57
MAIRANA,internaciones,egresos,2007-04-01,59,59
MAPIRI,internaciones,egresos,2007-04-01,19,19
MECAPACA,internaciones,egresos,2007-04-01,6,6
MINEROS,internaciones,egresos,2007-04-01,10,10
MIZQUE,internaciones,egresos,2007-04-01,56,56
MOCOMOCO,internaciones,egresos,2007-04-01,3,3
MOJOCOYA,internaciones,egresos,2007-04-01,9,9
MONTEAGUDO,internaciones,egresos,2007-04-01,144,144
MONTERO,internaciones,egresos,2007-04-01,852,852
MORO MORO,internaciones,egresos,2007-04-01,5,5
MOROCHATA,internaciones,egresos,2007-04-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2007-04-01,1,1
OCURI,internaciones,egresos,2007-04-01,11,11
OKINAWA,internaciones,egresos,2007-04-01,9,9
OMEREQUE,internaciones,egresos,2007-04-01,9,9
ORURO,internaciones,egresos,2007-04-01,2133,2133
PADILLA,internaciones,egresos,2007-04-01,86,86
PAILON,internaciones,egresos,2007-04-01,50,50
PALCA,internaciones,egresos,2007-04-01,6,6
PALOS BLANCOS,internaciones,egresos,2007-04-01,34,34
PAMPA GRANDE,internaciones,egresos,2007-04-01,9,9
PAPEL PAMPA,internaciones,egresos,2007-04-01,3,3
PATACAMAYA,internaciones,egresos,2007-04-01,50,50
POCOATA,internaciones,egresos,2007-04-01,8,8
POCONA,internaciones,egresos,2007-04-01,19,19
POJO (CBBA),internaciones,egresos,2007-04-01,6,6
PORCO,internaciones,egresos,2007-04-01,5,5
POROMA,internaciones,egresos,2007-04-01,9,9
PORONGO,internaciones,egresos,2007-04-01,19,19
PORTACHUELO,internaciones,egresos,2007-04-01,141,141
PORVENIR,internaciones,egresos,2007-04-01,7,7
POSTRER VALLE,internaciones,egresos,2007-04-01,1,1
POTOSI,internaciones,egresos,2007-04-01,1399,1399
PRESTO,internaciones,egresos,2007-04-01,4,4
PUCARA,internaciones,egresos,2007-04-01,2,2
PUCARANI,internaciones,egresos,2007-04-01,6,6
PUERTO ACOSTA,internaciones,egresos,2007-04-01,66,66
PUERTO CARABUCO,internaciones,egresos,2007-04-01,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2007-04-01,3,3
PUERTO QUIJARRO,internaciones,egresos,2007-04-01,68,68
PUERTO RICO,internaciones,egresos,2007-04-01,21,21
PUERTO SUAREZ,internaciones,egresos,2007-04-01,119,119
PUERTO VILLARROEL,internaciones,egresos,2007-04-01,231,231
PUNA,internaciones,egresos,2007-04-01,19,19
PUNATA,internaciones,egresos,2007-04-01,196,196
QUILLACOLLO,internaciones,egresos,2007-04-01,333,333
QUIME,internaciones,egresos,2007-04-01,14,14
QUIRUSILLAS,internaciones,egresos,2007-04-01,1,1
RAVELO,internaciones,egresos,2007-04-01,2,2
REYES,internaciones,egresos,2007-04-01,34,34
RIBERALTA,internaciones,egresos,2007-04-01,743,743
ROBORE,internaciones,egresos,2007-04-01,113,113
RURRENABAQUE,internaciones,egresos,2007-04-01,120,120
SACABA,internaciones,egresos,2007-04-01,426,426
SACACA,internaciones,egresos,2007-04-01,14,14
SAIPINA,internaciones,egresos,2007-04-01,5,5
SAMAIPATA,internaciones,egresos,2007-04-01,40,40
SAN AGUSTIN,internaciones,egresos,2007-04-01,1,1
SAN ANDRES DE MACHACA,internaciones,egresos,2007-04-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,egresos,2007-04-01,19,19
SAN BENITO,internaciones,egresos,2007-04-01,6,6
SAN BORJA,internaciones,egresos,2007-04-01,134,134
SAN BUENA VENTURA,internaciones,egresos,2007-04-01,43,43
SAN CARLOS,internaciones,egresos,2007-04-01,214,214
SAN IGNACIO,internaciones,egresos,2007-04-01,89,89
SAN IGNACIO DE VELASCO,internaciones,egresos,2007-04-01,397,397
SAN JAVIER(STC),internaciones,egresos,2007-04-01,61,61
SAN JOAQUIN,internaciones,egresos,2007-04-01,56,56
SAN JOSE DE CHIQUITOS,internaciones,egresos,2007-04-01,92,92
SAN JUAN DE YAPACANI,internaciones,egresos,2007-04-01,98,98
SAN JULIAN,internaciones,egresos,2007-04-01,125,125
SAN LORENZO(PND),internaciones,egresos,2007-04-01,5,5
SAN LORENZO(TJA),internaciones,egresos,2007-04-01,16,16
SAN LUCAS,internaciones,egresos,2007-04-01,84,84
SAN MATIAS,internaciones,egresos,2007-04-01,68,68
SAN MIGUEL DE VELASCO,internaciones,egresos,2007-04-01,76,76
SAN PEDRO,internaciones,egresos,2007-04-01,36,36
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2007-04-01,8,8
SAN PEDRO DE TIQUINA,internaciones,egresos,2007-04-01,1,1
SAN RAFAEL,internaciones,egresos,2007-04-01,44,44
SAN RAMON,internaciones,egresos,2007-04-01,35,35
SAN RAMON,internaciones,egresos,2007-04-01,56,56
SANTA ANA,internaciones,egresos,2007-04-01,126,126
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2007-04-01,7265,7265
SANTA ROSA,internaciones,egresos,2007-04-01,50,50
SANTA ROSA DEL SARA,internaciones,egresos,2007-04-01,64,64
SANTIAGO DE CALLAPA,internaciones,egresos,2007-04-01,1,1
SANTIAGO DE HUARI,internaciones,egresos,2007-04-01,3,3
SANTIAGO DE MACHACA,internaciones,egresos,2007-04-01,1,1
SANTIVAÑES,internaciones,egresos,2007-04-01,2,2
SAPAHAQUI,internaciones,egresos,2007-04-01,1,1
SICA SICA (VILLA AROMA),internaciones,egresos,2007-04-01,12,12
SIPE SIPE,internaciones,egresos,2007-04-01,60,60
SOPACHUY,internaciones,egresos,2007-04-01,38,38
SORACACHI,internaciones,egresos,2007-04-01,2,2
SORATA,internaciones,egresos,2007-04-01,16,16
SUCRE,internaciones,egresos,2007-04-01,2899,2899
