municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2007-09-01,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2007-09-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2007-09-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2007-09-01,2,2
CABEZAS,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2007-10-01,9,9
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,99,99
COROICO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,17,17
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2007-10-01,6,6
HUACARETA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2007-10-01,140,140
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,3,3
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,26,26
POTOSI,internaciones,fallecidos a partir de las 48 horas,2007-10-01,19,19
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,4,4
ROBORE,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
SACABA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2007-10-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,118,118
SUCRE,internaciones,fallecidos a partir de las 48 horas,2007-10-01,31,31
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,35,35
TIRAQUE (CBBA),internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2007-10-01,2,2
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,5,5
UYUNI,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2007-10-01,3,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2007-10-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2007-10-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2007-10-01,4,4
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2007-11-01,4,4
CHALLAPATA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,61,61
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,22,22
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2007-11-01,4,4
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2007-11-01,142,142
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,33,33
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2007-11-01,17,17
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,6,6
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
SACABA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2007-11-01,4,4
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,84,84
SUCRE,internaciones,fallecidos a partir de las 48 horas,2007-11-01,34,34
TARIJA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,25,25
TOMINA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2007-11-01,7,7
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,6,6
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2007-11-01,2,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2007-11-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2007-11-01,3,3
ACHACACHI,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
ACHOCALLA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,4,4
AIQUILE,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2007-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,72,72
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2007-12-01,9,9
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2007-12-01,3,3
HUANUNI,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2007-12-01,147,147
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2007-12-01,40,40
POTOSI,internaciones,fallecidos a partir de las 48 horas,2007-12-01,24,24
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,5,5
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2007-12-01,2,2
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2007-12-01,4,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,133,133
SUCRE,internaciones,fallecidos a partir de las 48 horas,2007-12-01,27,27
TARIJA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,30,30
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2007-12-01,7,7
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,4,4
UYUNI,internaciones,fallecidos a partir de las 48 horas,2007-12-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2007-12-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2007-12-01,9,9
