municipality,group,variable,month,Ingresos espontáneos,TOTAL
VILLA MONTES,internaciones,ingresos espontaneos,2007-03-01,315,315
VILLA RIVERO,internaciones,ingresos espontaneos,2007-03-01,12,12
VILLA SERRANO,internaciones,ingresos espontaneos,2007-03-01,21,21
VILLA TUNARI,internaciones,ingresos espontaneos,2007-03-01,294,294
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2007-03-01,14,14
VILLAZON,internaciones,ingresos espontaneos,2007-03-01,243,243
VINTO,internaciones,ingresos espontaneos,2007-03-01,66,66
VITICHI,internaciones,ingresos espontaneos,2007-03-01,8,8
WARNES,internaciones,ingresos espontaneos,2007-03-01,130,130
YACUIBA,internaciones,ingresos espontaneos,2007-03-01,711,711
YAMPARAEZ,internaciones,ingresos espontaneos,2007-03-01,18,18
YANACACHI,internaciones,ingresos espontaneos,2007-03-01,3,3
YAPACANI,internaciones,ingresos espontaneos,2007-03-01,392,392
YOCALLA,internaciones,ingresos espontaneos,2007-03-01,1,1
YOTALA,internaciones,ingresos espontaneos,2007-03-01,26,26
ZUDAÑEZ,internaciones,ingresos espontaneos,2007-03-01,24,24
ACACIO,internaciones,ingresos espontaneos,2007-04-01,10,10
ACHACACHI,internaciones,ingresos espontaneos,2007-04-01,68,68
ACHOCALLA,internaciones,ingresos espontaneos,2007-04-01,8,8
AIQUILE,internaciones,ingresos espontaneos,2007-04-01,137,137
ALCALA,internaciones,ingresos espontaneos,2007-04-01,6,6
ANCORAIMES,internaciones,ingresos espontaneos,2007-04-01,4,4
ANDAMARCA,internaciones,ingresos espontaneos,2007-04-01,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2007-04-01,1,1
ANZALDO,internaciones,ingresos espontaneos,2007-04-01,4,4
APOLO,internaciones,ingresos espontaneos,2007-04-01,17,17
ARAMPAMPA,internaciones,ingresos espontaneos,2007-04-01,4,4
ARANI,internaciones,ingresos espontaneos,2007-04-01,8,8
ARBIETO,internaciones,ingresos espontaneos,2007-04-01,12,12
ARQUE,internaciones,ingresos espontaneos,2007-04-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2007-04-01,203,203
ATOCHA,internaciones,ingresos espontaneos,2007-04-01,60,60
AYATA,internaciones,ingresos espontaneos,2007-04-01,1,1
AYO AYO,internaciones,ingresos espontaneos,2007-04-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2007-04-01,52,52
AZURDUY,internaciones,ingresos espontaneos,2007-04-01,19,19
BATALLAS,internaciones,ingresos espontaneos,2007-04-01,8,8
BAURES,internaciones,ingresos espontaneos,2007-04-01,11,11
BERMEJO,internaciones,ingresos espontaneos,2007-04-01,176,176
BETANZOS,internaciones,ingresos espontaneos,2007-04-01,23,23
BOLIVAR,internaciones,ingresos espontaneos,2007-04-01,3,3
BOYUIBE,internaciones,ingresos espontaneos,2007-04-01,32,32
BUENA VISTA,internaciones,ingresos espontaneos,2007-04-01,31,31
CABEZAS,internaciones,ingresos espontaneos,2007-04-01,72,72
CAIROMA,internaciones,ingresos espontaneos,2007-04-01,18,18
"CAIZA ""D""",internaciones,ingresos espontaneos,2007-04-01,2,2
CAJUATA,internaciones,ingresos espontaneos,2007-04-01,3,3
CALAMARCA,internaciones,ingresos espontaneos,2007-04-01,5,5
CAMARGO,internaciones,ingresos espontaneos,2007-04-01,97,97
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2007-04-01,4,4
CAMIRI,internaciones,ingresos espontaneos,2007-04-01,1041,1041
CAPINOTA,internaciones,ingresos espontaneos,2007-04-01,61,61
CAQUIAVIRI,internaciones,ingresos espontaneos,2007-04-01,1,1
CARACOLLO,internaciones,ingresos espontaneos,2007-04-01,35,35
CARANAVI,internaciones,ingresos espontaneos,2007-04-01,156,156
CARAPARI,internaciones,ingresos espontaneos,2007-04-01,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2007-04-01,54,54
CHAQUI,internaciones,ingresos espontaneos,2007-04-01,2,2
CHARAGUA,internaciones,ingresos espontaneos,2007-04-01,102,102
CHAYANTA,internaciones,ingresos espontaneos,2007-04-01,6,6
CHIMORE,internaciones,ingresos espontaneos,2007-04-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2007-04-01,96,96
CHUMA,internaciones,ingresos espontaneos,2007-04-01,1,1
CLIZA,internaciones,ingresos espontaneos,2007-04-01,28,28
COBIJA,internaciones,ingresos espontaneos,2007-04-01,251,251
COCHABAMBA,internaciones,ingresos espontaneos,2007-04-01,6399,6399
COLCAPIRHUA,internaciones,ingresos espontaneos,2007-04-01,139,139
COLOMI,internaciones,ingresos espontaneos,2007-04-01,40,40
COLPA BELGICA,internaciones,ingresos espontaneos,2007-04-01,17,17
COLQUIRI,internaciones,ingresos espontaneos,2007-04-01,17,17
COMARAPA,internaciones,ingresos espontaneos,2007-04-01,89,89
CONCEPCION,internaciones,ingresos espontaneos,2007-04-01,97,97
COPACABANA,internaciones,ingresos espontaneos,2007-04-01,57,57
CORIPATA,internaciones,ingresos espontaneos,2007-04-01,23,23
CORO CORO,internaciones,ingresos espontaneos,2007-04-01,4,4
COROICO,internaciones,ingresos espontaneos,2007-04-01,94,94
COTAGAITA,internaciones,ingresos espontaneos,2007-04-01,27,27
COTOCA,internaciones,ingresos espontaneos,2007-04-01,125,125
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2007-04-01,41,41
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2007-04-01,1,1
CUEVO,internaciones,ingresos espontaneos,2007-04-01,6,6
CULPINA,internaciones,ingresos espontaneos,2007-04-01,39,39
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2007-04-01,6,6
CURVA,internaciones,ingresos espontaneos,2007-04-01,1,1
DESAGUADERO,internaciones,ingresos espontaneos,2007-04-01,4,4
EL ALTO,internaciones,ingresos espontaneos,2007-04-01,2692,2692
EL PUENTE(STC),internaciones,ingresos espontaneos,2007-04-01,15,15
EL PUENTE(TJA),internaciones,ingresos espontaneos,2007-04-01,1,1
EL TORNO,internaciones,ingresos espontaneos,2007-04-01,122,122
EL VILLAR,internaciones,ingresos espontaneos,2007-04-01,9,9
ENTRE RIOS,internaciones,ingresos espontaneos,2007-04-01,28,28
ENTRE RIOS,internaciones,ingresos espontaneos,2007-04-01,33,33
EUCALIPTUS,internaciones,ingresos espontaneos,2007-04-01,11,11
EXALTACION,internaciones,ingresos espontaneos,2007-04-01,3,3
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2007-04-01,51,51
FILADELFIA,internaciones,ingresos espontaneos,2007-04-01,3,3
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2007-04-01,7,7
GUANAY,internaciones,ingresos espontaneos,2007-04-01,18,18
GUAQUI,internaciones,ingresos espontaneos,2007-04-01,3,3
GUAYARAMERIN,internaciones,ingresos espontaneos,2007-04-01,580,580
GUTIERREZ,internaciones,ingresos espontaneos,2007-04-01,25,25
HUACARETA,internaciones,ingresos espontaneos,2007-04-01,15,15
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2007-04-01,3,3
HUANUNI,internaciones,ingresos espontaneos,2007-04-01,81,81
HUARACAJE,internaciones,ingresos espontaneos,2007-04-01,11,11
ICLA,internaciones,ingresos espontaneos,2007-04-01,2,2
INCAHUASI,internaciones,ingresos espontaneos,2007-04-01,27,27
INQUISIVI,internaciones,ingresos espontaneos,2007-04-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2007-04-01,25,25
IXIAMAS,internaciones,ingresos espontaneos,2007-04-01,22,22
JESUS DE MACHACA,internaciones,ingresos espontaneos,2007-04-01,11,11
LA ASUNTA,internaciones,ingresos espontaneos,2007-04-01,51,51
LA GUARDIA,internaciones,ingresos espontaneos,2007-04-01,223,223
LA PAZ,internaciones,ingresos espontaneos,2007-04-01,5857,5857
LAGUNILLAS,internaciones,ingresos espontaneos,2007-04-01,4,4
LAJA,internaciones,ingresos espontaneos,2007-04-01,4,4
LAS CARRERAS,internaciones,ingresos espontaneos,2007-04-01,3,3
LICOMA PAMPA,internaciones,ingresos espontaneos,2007-04-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2007-04-01,200,200
LLICA,internaciones,ingresos espontaneos,2007-04-01,4,4
LURIBAY,internaciones,ingresos espontaneos,2007-04-01,12,12
MACHACAMARCA,internaciones,ingresos espontaneos,2007-04-01,4,4
MACHARETI,internaciones,ingresos espontaneos,2007-04-01,12,12
MAGDALENA,internaciones,ingresos espontaneos,2007-04-01,47,47
MAIRANA,internaciones,ingresos espontaneos,2007-04-01,53,53
MAPIRI,internaciones,ingresos espontaneos,2007-04-01,18,18
MECAPACA,internaciones,ingresos espontaneos,2007-04-01,6,6
MINEROS,internaciones,ingresos espontaneos,2007-04-01,10,10
MIZQUE,internaciones,ingresos espontaneos,2007-04-01,57,57
MOCOMOCO,internaciones,ingresos espontaneos,2007-04-01,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2007-04-01,9,9
MONTEAGUDO,internaciones,ingresos espontaneos,2007-04-01,132,132
MONTERO,internaciones,ingresos espontaneos,2007-04-01,1209,1209
MORO MORO,internaciones,ingresos espontaneos,2007-04-01,5,5
MOROCHATA,internaciones,ingresos espontaneos,2007-04-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2007-04-01,1,1
OCURI,internaciones,ingresos espontaneos,2007-04-01,11,11
OKINAWA,internaciones,ingresos espontaneos,2007-04-01,9,9
OMEREQUE,internaciones,ingresos espontaneos,2007-04-01,9,9
ORURO,internaciones,ingresos espontaneos,2007-04-01,2012,2012
PADCAYA,internaciones,ingresos espontaneos,2007-04-01,1,1
PADILLA,internaciones,ingresos espontaneos,2007-04-01,57,57
PAILON,internaciones,ingresos espontaneos,2007-04-01,48,48
PALCA,internaciones,ingresos espontaneos,2007-04-01,6,6
PALOS BLANCOS,internaciones,ingresos espontaneos,2007-04-01,10,10
PAMPA GRANDE,internaciones,ingresos espontaneos,2007-04-01,9,9
PAPEL PAMPA,internaciones,ingresos espontaneos,2007-04-01,3,3
PATACAMAYA,internaciones,ingresos espontaneos,2007-04-01,45,45
POCOATA,internaciones,ingresos espontaneos,2007-04-01,8,8
POCONA,internaciones,ingresos espontaneos,2007-04-01,19,19
POJO (CBBA),internaciones,ingresos espontaneos,2007-04-01,6,6
PORCO,internaciones,ingresos espontaneos,2007-04-01,5,5
POROMA,internaciones,ingresos espontaneos,2007-04-01,9,9
PORONGO,internaciones,ingresos espontaneos,2007-04-01,19,19
PORTACHUELO,internaciones,ingresos espontaneos,2007-04-01,142,142
PORVENIR,internaciones,ingresos espontaneos,2007-04-01,7,7
POSTRER VALLE,internaciones,ingresos espontaneos,2007-04-01,2,2
POTOSI,internaciones,ingresos espontaneos,2007-04-01,1409,1409
PRESTO,internaciones,ingresos espontaneos,2007-04-01,4,4
PUCARA,internaciones,ingresos espontaneos,2007-04-01,2,2
PUCARANI,internaciones,ingresos espontaneos,2007-04-01,6,6
PUERTO ACOSTA,internaciones,ingresos espontaneos,2007-04-01,58,58
PUERTO CARABUCO,internaciones,ingresos espontaneos,2007-04-01,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2007-04-01,3,3
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2007-04-01,68,68
PUERTO RICO,internaciones,ingresos espontaneos,2007-04-01,12,12
PUERTO SUAREZ,internaciones,ingresos espontaneos,2007-04-01,124,124
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2007-04-01,223,223
PUNA,internaciones,ingresos espontaneos,2007-04-01,19,19
PUNATA,internaciones,ingresos espontaneos,2007-04-01,176,176
QUILLACOLLO,internaciones,ingresos espontaneos,2007-04-01,285,285
QUIME,internaciones,ingresos espontaneos,2007-04-01,13,13
QUIRUSILLAS,internaciones,ingresos espontaneos,2007-04-01,1,1
RAVELO,internaciones,ingresos espontaneos,2007-04-01,2,2
REYES,internaciones,ingresos espontaneos,2007-04-01,33,33
RIBERALTA,internaciones,ingresos espontaneos,2007-04-01,544,544
ROBORE,internaciones,ingresos espontaneos,2007-04-01,112,112
RURRENABAQUE,internaciones,ingresos espontaneos,2007-04-01,112,112
SACABA,internaciones,ingresos espontaneos,2007-04-01,415,415
SACABAMBA,internaciones,ingresos espontaneos,2007-04-01,9,9
SACACA,internaciones,ingresos espontaneos,2007-04-01,16,16
SAIPINA,internaciones,ingresos espontaneos,2007-04-01,5,5
SAMAIPATA,internaciones,ingresos espontaneos,2007-04-01,40,40
SAN AGUSTIN,internaciones,ingresos espontaneos,2007-04-01,1,1
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2007-04-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2007-04-01,24,24
SAN BENITO,internaciones,ingresos espontaneos,2007-04-01,6,6
SAN BORJA,internaciones,ingresos espontaneos,2007-04-01,145,145
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2007-04-01,44,44
SAN CARLOS,internaciones,ingresos espontaneos,2007-04-01,167,167
SAN IGNACIO,internaciones,ingresos espontaneos,2007-04-01,89,89
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2007-04-01,380,380
SAN JAVIER(STC),internaciones,ingresos espontaneos,2007-04-01,62,62
SAN JOAQUIN,internaciones,ingresos espontaneos,2007-04-01,56,56
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2007-04-01,92,92
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2007-04-01,96,96
SAN JULIAN,internaciones,ingresos espontaneos,2007-04-01,131,131
SAN LORENZO(PND),internaciones,ingresos espontaneos,2007-04-01,5,5
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2007-04-01,16,16
SAN LUCAS,internaciones,ingresos espontaneos,2007-04-01,70,70
SAN MATIAS,internaciones,ingresos espontaneos,2007-04-01,69,69
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2007-04-01,78,78
SAN PEDRO,internaciones,ingresos espontaneos,2007-04-01,36,36
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2007-04-01,9,9
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2007-04-01,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2007-04-01,47,47
SAN RAMON,internaciones,ingresos espontaneos,2007-04-01,35,35
SAN RAMON,internaciones,ingresos espontaneos,2007-04-01,64,64
SANTA ANA,internaciones,ingresos espontaneos,2007-04-01,124,124
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2007-04-01,6202,6202
SANTA ROSA,internaciones,ingresos espontaneos,2007-04-01,43,43
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2007-04-01,65,65
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2007-04-01,1,1
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2007-04-01,3,3
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2007-04-01,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2007-04-01,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2007-04-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2007-04-01,12,12
SIPE SIPE,internaciones,ingresos espontaneos,2007-04-01,60,60
SOPACHUY,internaciones,ingresos espontaneos,2007-04-01,35,35
SORACACHI,internaciones,ingresos espontaneos,2007-04-01,2,2
SORATA,internaciones,ingresos espontaneos,2007-04-01,16,16
SUCRE,internaciones,ingresos espontaneos,2007-04-01,2792,2792
TACACHI,internaciones,ingresos espontaneos,2007-04-01,1,1
TACACOMA,internaciones,ingresos espontaneos,2007-04-01,12,12
TACOPAYA,internaciones,ingresos espontaneos,2007-04-01,3,3
TAPACARI,internaciones,ingresos espontaneos,2007-04-01,24,24
TARABUCO,internaciones,ingresos espontaneos,2007-04-01,52,52
TARACO,internaciones,ingresos espontaneos,2007-04-01,6,6
TARATA,internaciones,ingresos espontaneos,2007-04-01,11,11
TARIJA,internaciones,ingresos espontaneos,2007-04-01,1618,1618
TARVITA,internaciones,ingresos espontaneos,2007-04-01,22,22
TEOPONTE,internaciones,ingresos espontaneos,2007-04-01,9,9
TIAWANACU,internaciones,ingresos espontaneos,2007-04-01,11,11
TIPUANI,internaciones,ingresos espontaneos,2007-04-01,23,23
TIQUIPAYA,internaciones,ingresos espontaneos,2007-04-01,125,125
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2007-04-01,167,167
TOCO,internaciones,ingresos espontaneos,2007-04-01,3,3
TOLATA,internaciones,ingresos espontaneos,2007-04-01,2,2
TOLEDO,internaciones,ingresos espontaneos,2007-04-01,5,5
TOMINA,internaciones,ingresos espontaneos,2007-04-01,12,12
TORO TORO,internaciones,ingresos espontaneos,2007-04-01,5,5
TOTORA(CBBA),internaciones,ingresos espontaneos,2007-04-01,34,34
TOTORA(ORR),internaciones,ingresos espontaneos,2007-04-01,1,1
TRIGAL,internaciones,ingresos espontaneos,2007-04-01,4,4
TRINIDAD,internaciones,ingresos espontaneos,2007-04-01,1394,1394
TUPIZA,internaciones,ingresos espontaneos,2007-04-01,319,319
TURCO,internaciones,ingresos espontaneos,2007-04-01,1,1
UNCIA,internaciones,ingresos espontaneos,2007-04-01,219,219
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2007-04-01,5,5
URUBICHA,internaciones,ingresos espontaneos,2007-04-01,22,22
UYUNI,internaciones,ingresos espontaneos,2007-04-01,110,110
VACAS,internaciones,ingresos espontaneos,2007-04-01,9,9
VALLEGRANDE,internaciones,ingresos espontaneos,2007-04-01,101,101
VIACHA,internaciones,ingresos espontaneos,2007-04-01,77,77
VILA VILA,internaciones,ingresos espontaneos,2007-04-01,2,2
VILLA MONTES,internaciones,ingresos espontaneos,2007-04-01,283,283
VILLA RIVERO,internaciones,ingresos espontaneos,2007-04-01,2,2
VILLA SERRANO,internaciones,ingresos espontaneos,2007-04-01,14,14
VILLA TUNARI,internaciones,ingresos espontaneos,2007-04-01,293,293
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2007-04-01,18,18
VILLAZON,internaciones,ingresos espontaneos,2007-04-01,195,195
VINTO,internaciones,ingresos espontaneos,2007-04-01,70,70
VITICHI,internaciones,ingresos espontaneos,2007-04-01,11,11
WARNES,internaciones,ingresos espontaneos,2007-04-01,109,109
YACUIBA,internaciones,ingresos espontaneos,2007-04-01,554,554
YAMPARAEZ,internaciones,ingresos espontaneos,2007-04-01,9,9
YANACACHI,internaciones,ingresos espontaneos,2007-04-01,4,4
YAPACANI,internaciones,ingresos espontaneos,2007-04-01,266,266
YOCALLA,internaciones,ingresos espontaneos,2007-04-01,1,1
YOTALA,internaciones,ingresos espontaneos,2007-04-01,10,10
ZUDAÑEZ,internaciones,ingresos espontaneos,2007-04-01,38,38
ACACIO,internaciones,ingresos espontaneos,2007-05-01,4,4
ACHACACHI,internaciones,ingresos espontaneos,2007-05-01,62,62
ACHOCALLA,internaciones,ingresos espontaneos,2007-05-01,5,5
AIQUILE,internaciones,ingresos espontaneos,2007-05-01,114,114
ALCALA,internaciones,ingresos espontaneos,2007-05-01,9,9
ANCORAIMES,internaciones,ingresos espontaneos,2007-05-01,2,2
ANDAMARCA,internaciones,ingresos espontaneos,2007-05-01,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2007-05-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2007-05-01,6,6
APOLO,internaciones,ingresos espontaneos,2007-05-01,30,30
ARAMPAMPA,internaciones,ingresos espontaneos,2007-05-01,7,7
ARANI,internaciones,ingresos espontaneos,2007-05-01,10,10
ARBIETO,internaciones,ingresos espontaneos,2007-05-01,4,4
ARQUE,internaciones,ingresos espontaneos,2007-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2007-05-01,153,153
ATOCHA,internaciones,ingresos espontaneos,2007-05-01,108,108
AYO AYO,internaciones,ingresos espontaneos,2007-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2007-05-01,58,58
AZURDUY,internaciones,ingresos espontaneos,2007-05-01,16,16
BATALLAS,internaciones,ingresos espontaneos,2007-05-01,17,17
BAURES,internaciones,ingresos espontaneos,2007-05-01,15,15
BELLA FLOR,internaciones,ingresos espontaneos,2007-05-01,4,4
BERMEJO,internaciones,ingresos espontaneos,2007-05-01,199,199
BETANZOS,internaciones,ingresos espontaneos,2007-05-01,31,31
BOLIVAR,internaciones,ingresos espontaneos,2007-05-01,6,6
BOYUIBE,internaciones,ingresos espontaneos,2007-05-01,26,26
BUENA VISTA,internaciones,ingresos espontaneos,2007-05-01,22,22
CABEZAS,internaciones,ingresos espontaneos,2007-05-01,38,38
CAIROMA,internaciones,ingresos espontaneos,2007-05-01,10,10
"CAIZA ""D""",internaciones,ingresos espontaneos,2007-05-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2007-05-01,10,10
CALACOTO,internaciones,ingresos espontaneos,2007-05-01,2,2
CALAMARCA,internaciones,ingresos espontaneos,2007-05-01,5,5
CAMARGO,internaciones,ingresos espontaneos,2007-05-01,219,219
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2007-05-01,9,9
CAMIRI,internaciones,ingresos espontaneos,2007-05-01,356,356
CAPINOTA,internaciones,ingresos espontaneos,2007-05-01,34,34
CARACOLLO,internaciones,ingresos espontaneos,2007-05-01,36,36
CARANAVI,internaciones,ingresos espontaneos,2007-05-01,165,165
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2007-05-01,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2007-05-01,78,78
CHAQUI,internaciones,ingresos espontaneos,2007-05-01,1,1
CHARAGUA,internaciones,ingresos espontaneos,2007-05-01,111,111
CHAYANTA,internaciones,ingresos espontaneos,2007-05-01,10,10
CHIMORE,internaciones,ingresos espontaneos,2007-05-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2007-05-01,96,96
CHUMA,internaciones,ingresos espontaneos,2007-05-01,2,2
CLIZA,internaciones,ingresos espontaneos,2007-05-01,20,20
COBIJA,internaciones,ingresos espontaneos,2007-05-01,337,337
COCHABAMBA,internaciones,ingresos espontaneos,2007-05-01,6576,6576
COLCAPIRHUA,internaciones,ingresos espontaneos,2007-05-01,137,137
"COLCHA ""K""",internaciones,ingresos espontaneos,2007-05-01,2,2
COLLANA,internaciones,ingresos espontaneos,2007-05-01,1,1
COLOMI,internaciones,ingresos espontaneos,2007-05-01,50,50
COLPA BELGICA,internaciones,ingresos espontaneos,2007-05-01,9,9
COLQUIRI,internaciones,ingresos espontaneos,2007-05-01,24,24
COMARAPA,internaciones,ingresos espontaneos,2007-05-01,92,92
CONCEPCION,internaciones,ingresos espontaneos,2007-05-01,79,79
COPACABANA,internaciones,ingresos espontaneos,2007-05-01,19,19
CORIPATA,internaciones,ingresos espontaneos,2007-05-01,13,13
COROICO,internaciones,ingresos espontaneos,2007-05-01,75,75
COTAGAITA,internaciones,ingresos espontaneos,2007-05-01,27,27
COTOCA,internaciones,ingresos espontaneos,2007-05-01,121,121
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2007-05-01,82,82
CUEVO,internaciones,ingresos espontaneos,2007-05-01,4,4
CULPINA,internaciones,ingresos espontaneos,2007-05-01,36,36
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2007-05-01,7,7
DESAGUADERO,internaciones,ingresos espontaneos,2007-05-01,5,5
EL ALTO,internaciones,ingresos espontaneos,2007-05-01,2665,2665
EL PUENTE(STC),internaciones,ingresos espontaneos,2007-05-01,20,20
EL TORNO,internaciones,ingresos espontaneos,2007-05-01,154,154
EL VILLAR,internaciones,ingresos espontaneos,2007-05-01,7,7
ENTRE RIOS,internaciones,ingresos espontaneos,2007-05-01,26,26
ENTRE RIOS,internaciones,ingresos espontaneos,2007-05-01,20,20
EUCALIPTUS,internaciones,ingresos espontaneos,2007-05-01,7,7
EXALTACION,internaciones,ingresos espontaneos,2007-05-01,2,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2007-05-01,34,34
FILADELFIA,internaciones,ingresos espontaneos,2007-05-01,4,4
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2007-05-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2007-05-01,6,6
GUANAY,internaciones,ingresos espontaneos,2007-05-01,42,42
GUAQUI,internaciones,ingresos espontaneos,2007-05-01,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2007-05-01,495,495
GUTIERREZ,internaciones,ingresos espontaneos,2007-05-01,27,27
HUACARETA,internaciones,ingresos espontaneos,2007-05-01,12,12
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2007-05-01,7,7
HUACHACALLA,internaciones,ingresos espontaneos,2007-05-01,6,6
HUANUNI,internaciones,ingresos espontaneos,2007-05-01,68,68
HUARACAJE,internaciones,ingresos espontaneos,2007-05-01,14,14
HUAYLLAMARCA,internaciones,ingresos espontaneos,2007-05-01,1,1
ICHOCA,internaciones,ingresos espontaneos,2007-05-01,2,2
ICLA,internaciones,ingresos espontaneos,2007-05-01,11,11
INCAHUASI,internaciones,ingresos espontaneos,2007-05-01,29,29
INQUISIVI,internaciones,ingresos espontaneos,2007-05-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2007-05-01,23,23
IXIAMAS,internaciones,ingresos espontaneos,2007-05-01,13,13
JESUS DE MACHACA,internaciones,ingresos espontaneos,2007-05-01,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2007-05-01,58,58
LA GUARDIA,internaciones,ingresos espontaneos,2007-05-01,139,139
LA PAZ,internaciones,ingresos espontaneos,2007-05-01,5968,5968
LAGUNILLAS,internaciones,ingresos espontaneos,2007-05-01,4,4
LAJA,internaciones,ingresos espontaneos,2007-05-01,3,3
LAS CARRERAS,internaciones,ingresos espontaneos,2007-05-01,2,2
LICOMA PAMPA,internaciones,ingresos espontaneos,2007-05-01,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2007-05-01,230,230
LLICA,internaciones,ingresos espontaneos,2007-05-01,4,4
LURIBAY,internaciones,ingresos espontaneos,2007-05-01,10,10
MACHACAMARCA,internaciones,ingresos espontaneos,2007-05-01,7,7
MACHARETI,internaciones,ingresos espontaneos,2007-05-01,9,9
MAGDALENA,internaciones,ingresos espontaneos,2007-05-01,52,52
MAIRANA,internaciones,ingresos espontaneos,2007-05-01,39,39
MAPIRI,internaciones,ingresos espontaneos,2007-05-01,37,37
MECAPACA,internaciones,ingresos espontaneos,2007-05-01,5,5
MINEROS,internaciones,ingresos espontaneos,2007-05-01,9,9
MIZQUE,internaciones,ingresos espontaneos,2007-05-01,38,38
MOJOCOYA,internaciones,ingresos espontaneos,2007-05-01,8,8
MONTEAGUDO,internaciones,ingresos espontaneos,2007-05-01,124,124
MONTERO,internaciones,ingresos espontaneos,2007-05-01,580,580
MORO MORO,internaciones,ingresos espontaneos,2007-05-01,5,5
MOROCHATA,internaciones,ingresos espontaneos,2007-05-01,6,6
OCURI,internaciones,ingresos espontaneos,2007-05-01,15,15
OKINAWA,internaciones,ingresos espontaneos,2007-05-01,11,11
OMEREQUE,internaciones,ingresos espontaneos,2007-05-01,9,9
ORURO,internaciones,ingresos espontaneos,2007-05-01,2132,2132
PADILLA,internaciones,ingresos espontaneos,2007-05-01,70,70
PAILON,internaciones,ingresos espontaneos,2007-05-01,56,56
PALCA,internaciones,ingresos espontaneos,2007-05-01,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2007-05-01,50,50
