municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,14,14
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,4,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,7,7
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,7,7
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,20,20
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,101,101
OCURI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,4,4
OMEREQUE,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,142,142
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,30,30
PAILON,internaciones,ingresos referidos de otros establecimientos,2007-04-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-04-01,18,18
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,5,5
POCOATA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,13,13
PRESTO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,9,9
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,9,9
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-04-01,9,9
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-04-01,6,6
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,13,13
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,47,47
REYES,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,197,197
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-04-01,7,7
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
SACACA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,2,2
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-04-01,93,93
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,14,14
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-04-01,2,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-04-01,13,13
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,243,243
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,7,7
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-04-01,3,3
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-04-01,77,77
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,15,15
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,172,172
TARVITA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,3,3
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,49,49
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,5,5
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
UYUNI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-04-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-04-01,14,14
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2007-04-01,3,3
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-04-01,14,14
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-04-01,3,3
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2007-04-01,6,6
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-04-01,15,15
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2007-04-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2007-05-01,10,10
APOLO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,47,47
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2007-05-01,6,6
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,7,7
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,6,6
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,56,56
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,15,15
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,50,50
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,26,26
COLOMI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,7,7
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
COTOCA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,8,8
CUEVO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,114,114
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2007-05-01,23,23
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
ICLA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,22,22
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,8,8
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1695,1695
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,18,18
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,7,7
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,19,19
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,99,99
OCURI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,193,193
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,15,15
PAILON,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,14,14
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,11,11
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-05-01,6,6
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
PUNA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,56,56
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,29,29
REYES,internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,100,100
ROBORE,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-05-01,6,6
SACABA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,6,6
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
SAN AGUSTIN,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,22,22
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,18,18
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-05-01,9,9
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,12,12
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos,2007-05-01,9,9
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,197,197
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,5,5
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-05-01,67,67
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-05-01,14,14
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,156,156
TINGUIPAYA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2007-05-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,51,51
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
URUBICHA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
VACAS,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-05-01,15,15
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,18,18
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-05-01,15,15
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2007-05-01,3,3
YANACACHI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,1,1
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-05-01,7,7
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2007-05-01,4,4
ACACIO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,8,8
APOLO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,58,58
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2007-06-01,6,6
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
BOYUIBE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,10,10
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,12,12
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,29,29
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,6,6
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,26,26
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
COBIJA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,64,64
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,18,18
COLOMI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
COPACABANA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,6,6
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,14,14
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,138,138
EL PUENTE(TJA),internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,7,7
GUANAY,internaciones,ingresos referidos de otros establecimientos,2007-06-01,6,6
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2007-06-01,27,27
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2007-06-01,5,5
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
ICHOCA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
ICLA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1604,1604
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,31,31
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,9,9
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
MINEROS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,19,19
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,108,108
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,128,128
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,17,17
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
POCOATA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
POROMA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,5,5
PRESTO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,9,9
PUERTO CARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-06-01,13,13
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-06-01,10,10
PUNA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,59,59
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,24,24
REYES,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,152,152
ROBORE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,11,11
SACABA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,7,7
SACACA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
SAN AGUSTIN,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,17,17
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,19,19
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,5,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,22,22
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2007-06-01,5,5
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2007-06-01,6,6
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,214,214
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-06-01,6,6
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,79,79
TACACOMA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-06-01,13,13
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,123,123
TARVITA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,4,4
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,38,38
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,8,8
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-06-01,13,13
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,31,31
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-06-01,15,15
VITICHI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,2,2
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-06-01,8,8
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,18,18
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-06-01,8,8
YOTALA,internaciones,ingresos referidos de otros establecimientos,2007-06-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2007-06-01,3,3
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2007-07-01,6,6
APOLO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,18,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,46,46
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2007-07-01,8,8
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,7,7
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,4,4
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,6,6
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,4,4
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,10,10
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,31,31
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
COBIJA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,105,105
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,18,18
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
COLOMI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,4,4
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,12,12
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,4,4
COTOCA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,11,11
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,171,171
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,7,7
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2007-07-01,19,19
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
ICHOCA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,5,5
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2049,2049
LAJA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,7,7
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,28,28
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,14,14
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,7,7
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,17,17
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,106,106
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,136,136
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,25,25
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,6,6
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,10,10
POTOSI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,44,44
PRESTO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,10,10
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-07-01,21,21
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-07-01,8,8
PUNA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,47,47
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,32,32
REYES,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,172,172
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-07-01,19,19
SACABA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
SACACA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,16,16
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,5,5
