municipality,group,variable,month,Restauraciones,TOTAL
MOROCHATA,atenciones odontologicas,restauraciones,2009-08-01,96,96
OCURI,atenciones odontologicas,restauraciones,2009-08-01,14,14
OKINAWA,atenciones odontologicas,restauraciones,2009-08-01,31,31
OMEREQUE,atenciones odontologicas,restauraciones,2009-08-01,14,14
ORURO,atenciones odontologicas,restauraciones,2009-08-01,1537,1537
PADCAYA,atenciones odontologicas,restauraciones,2009-08-01,185,185
PADILLA,atenciones odontologicas,restauraciones,2009-08-01,82,82
PAILON,atenciones odontologicas,restauraciones,2009-08-01,143,143
PALCA,atenciones odontologicas,restauraciones,2009-08-01,15,15
PALOS BLANCOS,atenciones odontologicas,restauraciones,2009-08-01,103,103
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2009-08-01,25,25
PAMPA GRANDE,atenciones odontologicas,restauraciones,2009-08-01,34,34
PAPEL PAMPA,atenciones odontologicas,restauraciones,2009-08-01,49,49
PASORAPA,atenciones odontologicas,restauraciones,2009-08-01,38,38
PATACAMAYA,atenciones odontologicas,restauraciones,2009-08-01,112,112
PAZÑA,atenciones odontologicas,restauraciones,2009-08-01,68,68
PELECHUCO,atenciones odontologicas,restauraciones,2009-08-01,18,18
POCOATA,atenciones odontologicas,restauraciones,2009-08-01,29,29
POCONA,atenciones odontologicas,restauraciones,2009-08-01,36,36
POJO (CBBA),atenciones odontologicas,restauraciones,2009-08-01,157,157
POOPO,atenciones odontologicas,restauraciones,2009-08-01,73,73
PORCO,atenciones odontologicas,restauraciones,2009-08-01,25,25
POROMA,atenciones odontologicas,restauraciones,2009-08-01,20,20
PORTACHUELO,atenciones odontologicas,restauraciones,2009-08-01,207,207
PORVENIR,atenciones odontologicas,restauraciones,2009-08-01,115,115
POSTRER VALLE,atenciones odontologicas,restauraciones,2009-08-01,30,30
POTOSI,atenciones odontologicas,restauraciones,2009-08-01,1620,1620
PRESTO,atenciones odontologicas,restauraciones,2009-08-01,12,12
PUCARA,atenciones odontologicas,restauraciones,2009-08-01,23,23
PUCARANI,atenciones odontologicas,restauraciones,2009-08-01,87,87
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2009-08-01,60,60
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2009-08-01,50,50
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2009-08-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2009-08-01,155,155
PUERTO RICO,atenciones odontologicas,restauraciones,2009-08-01,52,52
PUERTO SILES,atenciones odontologicas,restauraciones,2009-08-01,23,23
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2009-08-01,110,110
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2009-08-01,341,341
PUNA,atenciones odontologicas,restauraciones,2009-08-01,130,130
PUNATA,atenciones odontologicas,restauraciones,2009-08-01,164,164
QUIABAYA,atenciones odontologicas,restauraciones,2009-08-01,13,13
QUILLACOLLO,atenciones odontologicas,restauraciones,2009-08-01,387,387
QUIME,atenciones odontologicas,restauraciones,2009-08-01,116,116
QUIRUSILLAS,atenciones odontologicas,restauraciones,2009-08-01,28,28
REYES,atenciones odontologicas,restauraciones,2009-08-01,9,9
RIBERALTA,atenciones odontologicas,restauraciones,2009-08-01,184,184
ROBORE,atenciones odontologicas,restauraciones,2009-08-01,74,74
RURRENABAQUE,atenciones odontologicas,restauraciones,2009-08-01,50,50
SABAYA,atenciones odontologicas,restauraciones,2009-08-01,61,61
SACABA,atenciones odontologicas,restauraciones,2009-08-01,1156,1156
SACABAMBA,atenciones odontologicas,restauraciones,2009-08-01,37,37
SACACA,atenciones odontologicas,restauraciones,2009-08-01,81,81
SAIPINA,atenciones odontologicas,restauraciones,2009-08-01,45,45
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2009-08-01,64,64
SAMAIPATA,atenciones odontologicas,restauraciones,2009-08-01,65,65
SAN AGUSTIN,atenciones odontologicas,restauraciones,2009-08-01,3,3
SAN ANDRES,atenciones odontologicas,restauraciones,2009-08-01,19,19
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2009-08-01,129,129
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2009-08-01,13,13
SAN BENITO,atenciones odontologicas,restauraciones,2009-08-01,132,132
SAN BORJA,atenciones odontologicas,restauraciones,2009-08-01,185,185
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2009-08-01,42,42
SAN CARLOS,atenciones odontologicas,restauraciones,2009-08-01,86,86
SAN IGNACIO,atenciones odontologicas,restauraciones,2009-08-01,264,264
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2009-08-01,647,647
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2009-08-01,10,10
SAN JOSE DE CHIQUITOS,atenciones odontologicas,restauraciones,2009-08-01,29,29
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2009-08-01,40,40
SAN JULIAN,atenciones odontologicas,restauraciones,2009-08-01,81,81
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2009-08-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2009-08-01,313,313
SAN LUCAS,atenciones odontologicas,restauraciones,2009-08-01,53,53
SAN MATIAS,atenciones odontologicas,restauraciones,2009-08-01,19,19
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2009-08-01,125,125
SAN PEDRO,atenciones odontologicas,restauraciones,2009-08-01,86,86
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2009-08-01,53,53
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2009-08-01,85,85
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2009-08-01,6,6
SAN RAFAEL,atenciones odontologicas,restauraciones,2009-08-01,73,73
SAN RAMON,atenciones odontologicas,restauraciones,2009-08-01,50,50
SAN RAMON,atenciones odontologicas,restauraciones,2009-08-01,48,48
SANTA ANA,atenciones odontologicas,restauraciones,2009-08-01,229,229
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2009-08-01,8287,8287
SANTA ROSA,atenciones odontologicas,restauraciones,2009-08-01,37,37
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2009-08-01,153,153
SANTIAGO DE CALLAPA,atenciones odontologicas,restauraciones,2009-08-01,3,3
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2009-08-01,63,63
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2009-08-01,24,24
SANTIVAÑES,atenciones odontologicas,restauraciones,2009-08-01,49,49
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2009-08-01,12,12
SAPAHAQUI,atenciones odontologicas,restauraciones,2009-08-01,95,95
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2009-08-01,147,147
SICAYA,atenciones odontologicas,restauraciones,2009-08-01,11,11
SIPE SIPE,atenciones odontologicas,restauraciones,2009-08-01,296,296
SOPACHUY,atenciones odontologicas,restauraciones,2009-08-01,57,57
SORACACHI,atenciones odontologicas,restauraciones,2009-08-01,30,30
SORATA,atenciones odontologicas,restauraciones,2009-08-01,19,19
SUCRE,atenciones odontologicas,restauraciones,2009-08-01,3891,3891
TACACOMA,atenciones odontologicas,restauraciones,2009-08-01,47,47
TACOPAYA,atenciones odontologicas,restauraciones,2009-08-01,2,2
TAHUA,atenciones odontologicas,restauraciones,2009-08-01,3,3
TAPACARI,atenciones odontologicas,restauraciones,2009-08-01,42,42
TARABUCO,atenciones odontologicas,restauraciones,2009-08-01,24,24
TARATA,atenciones odontologicas,restauraciones,2009-08-01,31,31
TARIJA,atenciones odontologicas,restauraciones,2009-08-01,3229,3229
TARVITA,atenciones odontologicas,restauraciones,2009-08-01,57,57
TEOPONTE,atenciones odontologicas,restauraciones,2009-08-01,33,33
TIAWANACU,atenciones odontologicas,restauraciones,2009-08-01,29,29
TINGUIPAYA,atenciones odontologicas,restauraciones,2009-08-01,20,20
TIPUANI,atenciones odontologicas,restauraciones,2009-08-01,22,22
TIQUIPAYA,atenciones odontologicas,restauraciones,2009-08-01,732,732
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2009-08-01,548,548
TOCO,atenciones odontologicas,restauraciones,2009-08-01,170,170
TOLATA,atenciones odontologicas,restauraciones,2009-08-01,99,99
TOLEDO,atenciones odontologicas,restauraciones,2009-08-01,74,74
TOMAVE,atenciones odontologicas,restauraciones,2009-08-01,87,87
TOMINA,atenciones odontologicas,restauraciones,2009-08-01,95,95
TORO TORO,atenciones odontologicas,restauraciones,2009-08-01,31,31
TOTORA(CBBA),atenciones odontologicas,restauraciones,2009-08-01,107,107
TOTORA(ORR),atenciones odontologicas,restauraciones,2009-08-01,8,8
TRIGAL,atenciones odontologicas,restauraciones,2009-08-01,15,15
TRINIDAD,atenciones odontologicas,restauraciones,2009-08-01,811,811
TUPIZA,atenciones odontologicas,restauraciones,2009-08-01,115,115
TURCO,atenciones odontologicas,restauraciones,2009-08-01,48,48
UMALA,atenciones odontologicas,restauraciones,2009-08-01,1,1
UNCIA,atenciones odontologicas,restauraciones,2009-08-01,92,92
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2009-08-01,1085,1085
URUBICHA,atenciones odontologicas,restauraciones,2009-08-01,19,19
UYUNI,atenciones odontologicas,restauraciones,2009-08-01,19,19
VACAS,atenciones odontologicas,restauraciones,2009-08-01,25,25
VALLEGRANDE,atenciones odontologicas,restauraciones,2009-08-01,268,268
VIACHA,atenciones odontologicas,restauraciones,2009-08-01,147,147
VILA VILA,atenciones odontologicas,restauraciones,2009-08-01,18,18
VILLA MONTES,atenciones odontologicas,restauraciones,2009-08-01,348,348
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2009-08-01,58,58
VILLA RIVERO,atenciones odontologicas,restauraciones,2009-08-01,12,12
VILLA SERRANO,atenciones odontologicas,restauraciones,2009-08-01,71,71
VILLA TUNARI,atenciones odontologicas,restauraciones,2009-08-01,559,559
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2009-08-01,164,164
VILLAZON,atenciones odontologicas,restauraciones,2009-08-01,128,128
VINTO,atenciones odontologicas,restauraciones,2009-08-01,124,124
VITICHI,atenciones odontologicas,restauraciones,2009-08-01,1,1
WARNES,atenciones odontologicas,restauraciones,2009-08-01,521,521
YACO,atenciones odontologicas,restauraciones,2009-08-01,37,37
YACUIBA,atenciones odontologicas,restauraciones,2009-08-01,1239,1239
YAMPARAEZ,atenciones odontologicas,restauraciones,2009-08-01,10,10
YANACACHI,atenciones odontologicas,restauraciones,2009-08-01,35,35
YAPACANI,atenciones odontologicas,restauraciones,2009-08-01,160,160
YOCALLA,atenciones odontologicas,restauraciones,2009-08-01,22,22
YOTALA,atenciones odontologicas,restauraciones,2009-08-01,98,98
YUNCHARA,atenciones odontologicas,restauraciones,2009-08-01,136,136
ZUDAÑEZ,atenciones odontologicas,restauraciones,2009-08-01,36,36
ACACIO,atenciones odontologicas,restauraciones,2009-09-01,25,25
ACHACACHI,atenciones odontologicas,restauraciones,2009-09-01,124,124
ACHOCALLA,atenciones odontologicas,restauraciones,2009-09-01,18,18
AIQUILE,atenciones odontologicas,restauraciones,2009-09-01,120,120
ALALAY,atenciones odontologicas,restauraciones,2009-09-01,28,28
ALCALA,atenciones odontologicas,restauraciones,2009-09-01,38,38
ANCORAIMES,atenciones odontologicas,restauraciones,2009-09-01,37,37
ANDAMARCA,atenciones odontologicas,restauraciones,2009-09-01,39,39
ANTEQUERA,atenciones odontologicas,restauraciones,2009-09-01,108,108
ANZALDO,atenciones odontologicas,restauraciones,2009-09-01,35,35
APOLO,atenciones odontologicas,restauraciones,2009-09-01,69,69
ARAMPAMPA,atenciones odontologicas,restauraciones,2009-09-01,15,15
ARANI,atenciones odontologicas,restauraciones,2009-09-01,113,113
ARBIETO,atenciones odontologicas,restauraciones,2009-09-01,81,81
ARQUE,atenciones odontologicas,restauraciones,2009-09-01,43,43
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-09-01,44,44
AUCAPATA,atenciones odontologicas,restauraciones,2009-09-01,20,20
AYATA,atenciones odontologicas,restauraciones,2009-09-01,28,28
AYO AYO,atenciones odontologicas,restauraciones,2009-09-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-09-01,136,136
AZURDUY,atenciones odontologicas,restauraciones,2009-09-01,40,40
BATALLAS,atenciones odontologicas,restauraciones,2009-09-01,46,46
BAURES,atenciones odontologicas,restauraciones,2009-09-01,70,70
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2009-09-01,6,6
BELLA FLOR,atenciones odontologicas,restauraciones,2009-09-01,12,12
BERMEJO,atenciones odontologicas,restauraciones,2009-09-01,571,571
BETANZOS,atenciones odontologicas,restauraciones,2009-09-01,86,86
BOLIVAR,atenciones odontologicas,restauraciones,2009-09-01,35,35
BOYUIBE,atenciones odontologicas,restauraciones,2009-09-01,34,34
BUENA VISTA,atenciones odontologicas,restauraciones,2009-09-01,31,31
CABEZAS,atenciones odontologicas,restauraciones,2009-09-01,68,68
CAIROMA,atenciones odontologicas,restauraciones,2009-09-01,27,27
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-09-01,26,26
CAJUATA,atenciones odontologicas,restauraciones,2009-09-01,16,16
CALACOTO,atenciones odontologicas,restauraciones,2009-09-01,94,94
CALAMARCA,atenciones odontologicas,restauraciones,2009-09-01,71,71
CAMARGO,atenciones odontologicas,restauraciones,2009-09-01,160,160
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-09-01,35,35
CAMIRI,atenciones odontologicas,restauraciones,2009-09-01,581,581
CAPINOTA,atenciones odontologicas,restauraciones,2009-09-01,101,101
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-09-01,18,18
CARACOLLO,atenciones odontologicas,restauraciones,2009-09-01,101,101
CARANAVI,atenciones odontologicas,restauraciones,2009-09-01,128,128
CARAPARI,atenciones odontologicas,restauraciones,2009-09-01,194,194
CARIPUYO,atenciones odontologicas,restauraciones,2009-09-01,139,139
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-09-01,53,53
CATACORA,atenciones odontologicas,restauraciones,2009-09-01,37,37
CHALLAPATA,atenciones odontologicas,restauraciones,2009-09-01,148,148
CHAQUI,atenciones odontologicas,restauraciones,2009-09-01,20,20
CHARAGUA,atenciones odontologicas,restauraciones,2009-09-01,83,83
CHARAÑA,atenciones odontologicas,restauraciones,2009-09-01,30,30
CHAYANTA,atenciones odontologicas,restauraciones,2009-09-01,50,50
CHIMORE,atenciones odontologicas,restauraciones,2009-09-01,41,41
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-09-01,126,126
CHUMA,atenciones odontologicas,restauraciones,2009-09-01,32,32
CLIZA,atenciones odontologicas,restauraciones,2009-09-01,146,146
COBIJA,atenciones odontologicas,restauraciones,2009-09-01,268,268
COCHABAMBA,atenciones odontologicas,restauraciones,2009-09-01,11161,11161
COIPASA,atenciones odontologicas,restauraciones,2009-09-01,14,14
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-09-01,493,493
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-09-01,47,47
COLLANA,atenciones odontologicas,restauraciones,2009-09-01,28,28
COLOMI,atenciones odontologicas,restauraciones,2009-09-01,81,81
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-09-01,56,56
COLQUECHACA,atenciones odontologicas,restauraciones,2009-09-01,34,34
COLQUIRI,atenciones odontologicas,restauraciones,2009-09-01,46,46
COMANCHE,atenciones odontologicas,restauraciones,2009-09-01,22,22
COMARAPA,atenciones odontologicas,restauraciones,2009-09-01,342,342
COMBAYA,atenciones odontologicas,restauraciones,2009-09-01,8,8
CONCEPCION,atenciones odontologicas,restauraciones,2009-09-01,20,20
COPACABANA,atenciones odontologicas,restauraciones,2009-09-01,52,52
CORIPATA,atenciones odontologicas,restauraciones,2009-09-01,53,53
CORO CORO,atenciones odontologicas,restauraciones,2009-09-01,1,1
COROICO,atenciones odontologicas,restauraciones,2009-09-01,166,166
CORQUE,atenciones odontologicas,restauraciones,2009-09-01,41,41
COTAGAITA,atenciones odontologicas,restauraciones,2009-09-01,44,44
COTOCA,atenciones odontologicas,restauraciones,2009-09-01,87,87
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-09-01,112,112
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-09-01,9,9
CUEVO,atenciones odontologicas,restauraciones,2009-09-01,8,8
CULPINA,atenciones odontologicas,restauraciones,2009-09-01,29,29
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-09-01,26,26
CURVA,atenciones odontologicas,restauraciones,2009-09-01,15,15
DESAGUADERO,atenciones odontologicas,restauraciones,2009-09-01,26,26
EL ALTO,atenciones odontologicas,restauraciones,2009-09-01,5040,5040
EL CHORO,atenciones odontologicas,restauraciones,2009-09-01,175,175
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-09-01,17,17
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-09-01,197,197
EL TORNO,atenciones odontologicas,restauraciones,2009-09-01,92,92
EL VILLAR,atenciones odontologicas,restauraciones,2009-09-01,12,12
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-09-01,40,40
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-09-01,225,225
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-09-01,94,94
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-09-01,77,77
FILADELFIA,atenciones odontologicas,restauraciones,2009-09-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-09-01,69,69
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-09-01,24,24
GUANAY,atenciones odontologicas,restauraciones,2009-09-01,133,133
GUAQUI,atenciones odontologicas,restauraciones,2009-09-01,36,36
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-09-01,224,224
GUTIERREZ,atenciones odontologicas,restauraciones,2009-09-01,69,69
HUACARETA,atenciones odontologicas,restauraciones,2009-09-01,21,21
HUACHACALLA,atenciones odontologicas,restauraciones,2009-09-01,13,13
HUANUNI,atenciones odontologicas,restauraciones,2009-09-01,94,94
HUARACAJE,atenciones odontologicas,restauraciones,2009-09-01,58,58
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2009-09-01,32,32
ICLA,atenciones odontologicas,restauraciones,2009-09-01,26,26
INCAHUASI,atenciones odontologicas,restauraciones,2009-09-01,58,58
INQUISIVI,atenciones odontologicas,restauraciones,2009-09-01,17,17
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2009-09-01,81,81
IXIAMAS,atenciones odontologicas,restauraciones,2009-09-01,48,48
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2009-09-01,52,52
LA ASUNTA,atenciones odontologicas,restauraciones,2009-09-01,104,104
LA GUARDIA,atenciones odontologicas,restauraciones,2009-09-01,350,350
LA PAZ,atenciones odontologicas,restauraciones,2009-09-01,10352,10352
LAGUNILLAS,atenciones odontologicas,restauraciones,2009-09-01,25,25
LAJA,atenciones odontologicas,restauraciones,2009-09-01,33,33
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-09-01,17,17
