municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,2,2
TIQUIPAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
VILA VILA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,2,2
VILLA SERRANO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
YAMPARAEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-09-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,12,12
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,7,7
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,16,16
MIZQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
MOCOMOCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,6,6
PATACAMAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,8,8
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,5,5
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,5,5
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,2,2
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,5,5
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,6,6
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,8,8
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-10-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,2,2
ATOCHA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
AYO AYO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
AZURDUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,2,2
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,13,13
COLOMI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,12,12
GUANAY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,11,11
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,4,4
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
PALCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,8,8
PUNA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,2,2
SIPE SIPE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SOPACHUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,5,5
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,6,6
TARVITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-11-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,3,3
CHAQUI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
CHAYANTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,12,12
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,18,18
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,13,13
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
ICLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,8,8
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,8,8
PALCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,8,8
SAN PEDRO(PND),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,2,2
SORATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,3,3
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,8,8
TACOBAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,5,5
TOCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,10,10
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2007-12-01,1,1
