municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
SAN BENITO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,7,7
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,8,8
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,7,7
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,9,9
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,6,6
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,56,56
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
CHARAÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,16,16
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,6,6
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,6,6
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,11,11
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,7,7
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,8,8
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,8,8
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,9,9
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
SORACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,4,4
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,4,4
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,9,9
TOCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,5,5
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-05-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,5,5
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,20,20
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,20,20
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,5,5
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,6,6
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,11,11
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,7,7
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,3,3
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,9,9
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,4,4
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-06-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,5,5
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,5,5
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,25,25
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,4,4
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,6,6
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,29,29
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,7,7
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,5,5
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,6,6
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,5,5
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
PORONGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,6,6
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,9,9
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,7,7
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,10,10
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,0,0
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,7,7
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,4,4
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,9,9
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,4,4
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-07-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
ANZALDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
