municipality,group,variable,month,N° de TBP BAAR (+) nuevos,TOTAL
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,4,4
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
SAN RAFAEL,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SAN RAMON,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,106,106
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SAPAHAQUI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
SICA SICA (VILLA AROMA),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,9,9
TACOBAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
TARATA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,9,9
TARVITA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,4,4
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
TIAWANACU,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,3,3
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,2,2
TOMINA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,9,9
URIONDO (A. CONCEPCION),tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,5,5
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,9,9
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,14,14
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,7,7
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
YANACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,1,1
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-07-01,5,5
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ANCORAIMES,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ARAMPAMPA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
BATALLAS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
"CAIZA ""D""",tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
CALACOTO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
CAMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
CARACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,13,13
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,25,25
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
COLOMI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
CONCEPCION,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,5,5
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,25,25
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,5,5
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,7,7
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,6,6
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,40,40
LAGUNILLAS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
MAIRANA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,10,10
OMEREQUE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
PAILON,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
PALCA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
POCONA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
POROMA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,15,15
PRESTO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
PUCARANI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
PUERTO CARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
PUERTO QUIJARRO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,5,5
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,7,7
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,5,5
REYES,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
RURRENABAQUE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
SACACA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SAN ANDRES,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,9,9
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SAN RAFAEL,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SAN RAMON,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,88,88
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
SOPACHUY,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,17,17
TACOPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
TARATA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,9,9
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,4,4
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
TOMAVE,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
TOMINA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
URIONDO (A. CONCEPCION),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
URUBICHA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
UYUNI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,6,6
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,8,8
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,7,7
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,3,3
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
YANACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,2,2
YOTALA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
YUNCHARA,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ZUDAÑEZ,tuberculosis,n de tbp baar (+) nuevos,2008-08-01,1,1
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
APOLO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
ARAMPAMPA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
ARBIETO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
AZURDUY,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,8,8
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
BOYUIBE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
"CAIZA ""D""",tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
CAJUATA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
CAMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,10,10
CARMEN RIVERO TORREZ,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
CHALLAPATA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
CHUMA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,13,13
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
COLOMI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,7,7
CORO CORO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,35,35
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,5,5
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,7,7
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
HUANUNI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
INQUISIVI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,5,5
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,28,28
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,12,12
MOROCHATA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
PAILON,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
PUERTO QUIJARRO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,11,11
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,5,5
RAVELO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,7,7
SACABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
SACACA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
SAN ANDRES,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,10,10
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,5,5
SAN JOAQUIN,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,5,5
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,78,78
SANTA ROSA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
SICA SICA (VILLA AROMA),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,16,16
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,5,5
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
TIAWANACU,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
TOMAVE,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
TOMINA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,8,8
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,3,3
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,4,4
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,10,10
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,2,2
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,7,7
YOTALA,tuberculosis,n de tbp baar (+) nuevos,2008-09-01,1,1
ACACIO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,5,5
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
ATOCHA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
AYO AYO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
BATALLAS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
CAMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,13,13
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
CHAYANTA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,5,5
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,14,14
COLQUECHACA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
COLQUENCHA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
COMBAYA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,5,5
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,44,44
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,9,9
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
HUACARETA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,5,5
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,50,50
LICOMA PAMPA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
MACHACAMARCA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
MACHARETI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,10,10
MOROCHATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
OMEREQUE,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
PAMPA GRANDE,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
POCONA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
POROMA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
PORTACHUELO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,11,11
PUERTO PEREZ,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
PUERTO QUIJARRO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
PUERTO RICO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,6,6
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
RURRENABAQUE,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,6,6
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
