municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,6,9
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,42,42,38,80
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2043,2043,2071,4114
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,13,13,11,24
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,30,30,19,49
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,3,7
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,4,7
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,3,5
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,4,10
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,16,16,7,23
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,3,9
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,13,13,10,23
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,3,3
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,181,181,171,352
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,11,21
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,11,23
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,19,19,23,42
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,372,372,376,748
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,6,13
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,9,18
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,3,6
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,79,79,93,172
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,33,33,19,52
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,7,14
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,3,12
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,745,745,672,1417
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,16,16,19,35
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,4,13
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,19,19,15,34
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,51,51,51,102
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,8,17
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,70,70,72,142
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,181,181,135,316
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,2,4
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,2,5
TODOS SANTOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,0,2
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,50,50,42,92
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,6,10
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,9,18
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,5,17
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,5,15
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,21,21,28,49
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,15,27
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,0,4
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,468,468,467,935
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,33,33,28,61
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,4,10
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,18,18,12,30
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,49,49,47,96
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,5,16
URUBICHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,23,23,22,45
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,29,29,21,50
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,11,22
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,11,22
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,56,56,78,134
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,16,31
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,16,16,17,33
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,10,14
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,9,17
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,15,22
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,342,342,350,692
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,9,16
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,39,39,24,63
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,33,33,31,64
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,9,16
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,1,1
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,134,134,121,255
YACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,12,24
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,539,539,62,601
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,5,13
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,3,7
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,40,40,34,74
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,4,16
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,5,13
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,13,13,9,22
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,12,22
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,14,26
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,52,52,40,92
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,5,5,5,10
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,54,54,65,119
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,5,5,2,7
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,13,13,14,27
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,2,3
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,2,3
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,39,39,31,70
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,22,22,25,47
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,7,7,3,10
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,31,31,24,55
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,17,17,13,30
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,10,22
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,5,5,3,8
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,4,4,8,12
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,11,11,4,15
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,7,7,13,20
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,3,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,68,68,65,133
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,10,22
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,26,26,31,57
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,9,21
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,4,5
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,4,4,1,5
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,0,1
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,37,37,38,75
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,29,29,37,66
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,20,20,14,34
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,0,0,1,1
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,6,6,6,12
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,14,14,12,26
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,39,51
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,19,19,9,28
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,9,9,15,24
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,17,17,8,25
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,5,5,7,12
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,11,11,15,26
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,21,21,20,41
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,2,2,1,3
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,72,72,91,163
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,13,13,26,39
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,8,8,3,11
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,18,18,22,40
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,77,77,70,147
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,4,4,4,8
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,7,7,8,15
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,26,26,22,48
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,16,16,13,29
CATACORA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,1,2
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,3,3,1,4
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,33,33,27,60
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,3,15
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,29,29,26,55
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,4,4,2,6
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,17,17,17,34
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,21,21,25,46
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,2,2,0,2
CHOQUE COTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,2,2,1,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,23,23,14,37
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,7,19
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,45,45,40,85
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,81,81,70,151
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1467,1467,1302,2769
COIPASA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,0,0,3,3
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,203,203,253,456
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,9,9,11,20
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,2,2,1,3
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,95,95,111,206
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,16,16,14,30
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,30,30,41,71
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,9,9,6,15
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,25,25,25,50
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,5,5,2,7
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,18,18,18,36
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,2,2,4,6
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,19,19,10,29
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,9,9,8,17
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,21,21,21,42
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,8,8,8,16
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,31,31,39,70
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,8,8,10,18
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,38,38,27,65
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,67,67,69,136
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,55,55,43,98
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,0,0,1,1
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,9,10
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,26,26,31,57
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,3,3,4,7
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,6,7
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,3,3,3,6
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1981,1981,1993,3974
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,1,1,4,5
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-07-01,12,12,11,23
