municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,35,35,42,77
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,202,202,204,406
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,40,40,35,75
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,62,62,56,118
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,168,168,171,339
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,17,17,9,26
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,17,17,18,35
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,17,17,9,26
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,20,20,16,36
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,75,75,63,138
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,221,221,249,470
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,126,126,147,273
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,58,58,66,124
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,33,33,48,81
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,25,25,23,48
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,230,230,238,468
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,446,446,446,892
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,38,38,27,65
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,28,28,45,73
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,131,131,126,257
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,186,186,171,357
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,196,196,202,398
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,147,147,154,301
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,36,36,35,71
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,79,79,82,161
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,91,91,118,209
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,41,41,41,82
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,115,115,106,221
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2,2,2,4
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,61,61,52,113
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,287,287,276,563
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,253,253,214,467
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,141,141,193,334
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,226,226,283,509
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,39,39,27,66
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,178,178,165,343
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,8,8,9,17
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,258,258,248,506
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,75,75,70,145
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,262,262,252,514
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,273,273,267,540
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,25,25,23,48
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,258,258,232,490
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,37,37,35,72
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,178,178,193,371
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,119,119,93,212
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,147,147,172,319
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,71,71,67,138
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,310,310,319,629
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,16,16,15,31
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,96,96,102,198
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,75,75,64,139
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,88,88,110,198
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,52,52,49,101
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,16,16,14,30
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,10,10,10,20
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,146,146,152,298
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,97,97,103,200
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,8,8,13,21
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,16,16,21,37
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,71,71,105,176
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,109,109,113,222
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,29,29,41,70
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,62,62,66,128
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,30,30,18,48
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,130,130,134,264
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,336,336,267,603
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,71,71,81,152
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,44,44,55,99
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,0,0,7,7
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,16,16,11,27
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,38,38,28,66
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,71,71,119,190
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,351,351,354,705
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,159,159,179,338
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,11,11,22,33
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,37,37,28,65
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,126,126,131,257
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,121,121,116,237
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,101,101,143,244
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,98,98,94,192
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,33,33,52,85
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,33,33,33,66
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,121,121,122,243
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,216,216,217,433
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,67,67,48,115
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,303,303,279,582
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,137,137,162,299
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,23,23,34,57
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,82,82,49,131
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,370,370,323,693
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,99,99,79,178
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,100,100,122,222
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,17,17,15,32
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,11,11,6,17
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,12,12,11,23
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,135,135,157,292
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,59,59,86,145
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,238,238,210,448
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,5,5,7,12
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,122,122,124,246
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,40,40,36,76
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,26,26,15,41
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,12,12,20,32
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,22,22,30,52
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,98,98,107,205
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,36,36,44,80
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,134,134,125,259
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,1118,1118,985,2103
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,3,3,4,7
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,50,50,49,99
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,48,48,52,100
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,8,8,7,15
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,66,66,70,136
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,27,27,35,62
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,222,222,251,473
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,52,52,42,94
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,126,126,132,258
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,7,7,11,18
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,75,75,125,200
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,17,17,12,29
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,39,39,36,75
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,73,73,67,140
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,42,42,42,84
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,45,45,56,101
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,93,93,87,180
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,45,45,47,92
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,151,151,135,286
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,93,93,81,174
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,77,77,56,133
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,6,6,2,8
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,60,60,76,136
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,331,331,355,686
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,30,30,19,49
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,30,30,23,53
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,25,25,16,41
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,2133,2133,2076,4209
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,13,13,13,26
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,100,100,103,203
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,144,144,124,268
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,130,130,141,271
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,118,118,99,217
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,217,217,209,426
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,76,76,71,147
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,1,1,3,4
ESMERALDA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,5,5,1,6
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,62,62,39,101
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,13,13,20,33
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,46,46,45,91
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,116,116,135,251
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,21,21,27,48
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,123,123,117,240
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,136,136,126,262
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,70,70,80,150
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,23,23,28,51
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,211,211,233,444
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,209,209,198,407
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,142,142,130,272
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,42,42,35,77
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,4,4,8,12
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,92,92,76,168
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-09-01,50,50,36,86
