,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica en perros y gatos,2013-03-01,8,32,8,32,40
HUACHACALLA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,1,9,1,9,10
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,20,0,20,20
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,20,0,20,20
ICLA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,20,608,20,608,628
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,99,0,99,99
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,51,496,51,496,547
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,20,0,20,20
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,39,0,39,0,39
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,9,110,9,110,119
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,22,0,22,22
MONTEAGUDO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,10,29,10,29,39
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,36,332,36,332,368
MORO MORO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,25,471,25,471,496
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,7,649,7,649,656
OCURI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,26,0,26,26
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,134,0,134,134
ORURO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,3,0,3,0,3
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,25,0,25,25
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,20,170,20,170,190
PAILON,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,565,0,565,565
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,160,0,160,160
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,30,229,30,229,259
PELECHUCO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,15,0,15,15
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-03-01,40,0,40,0,40
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,7,0,7,0,7
PUCARA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,399,0,399,399
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,50,0,50,50
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,53,0,53,53
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,155,0,155,155
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,200,87,200,87,287
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,108,2946,108,2946,3054
QUIRUSILLAS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,116,0,116,116
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,30,0,30,30
RIBERALTA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,310,0,310,310
SACABA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,256,301,256,301,557
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,6,0,6,6
SACACA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,22,0,22,22
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,9,28,9,28,37
SAN BUENA VENTURA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,140,0,140,140
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,1,166,1,166,167
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,193,237,193,237,430
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,620,0,620,620
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,31,238,31,238,269
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,722,5673,722,5673,6395
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,4,0,4,0,4
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,1,239,1,239,240
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,13,0,13,13
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,8,0,8,8
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,30,70,30,70,100
SORATA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,124,0,124,124
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,22,0,22,0,22
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,30,0,30,30
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,4,189,4,189,193
TARATA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,24,0,24,0,24
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,50,0,50,50
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,55,519,55,519,574
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-03-01,6,20,6,20,26
TOCO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,2,0,2,2
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,6,23,6,23,29
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,29,0,29,0,29
TRIGAL,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,149,0,149,149
VACAS,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,20,0,20,20
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,3586,0,3586,3586
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,5,0,5,0,5
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,67,147,67,147,214
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,2,30,2,30,32
VINTO,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,80,115,80,115,195
WARNES,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,19,54,19,54,73
YACUIBA,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,22,0,22,22
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-03-01,0,244,0,244,244
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,10,25,10,25,35
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,76,0,76,76
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,250,87,250,87,337
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,35,105,35,105,140
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,7,65,7,65,72
AYATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,5,213,5,213,218
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,78,0,78,78
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,30,0,30,30
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,30,0,30,0,30
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,1,361,1,361,362
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,40,0,40,40
CAMIRI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,332,0,332,332
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,25,0,25,0,25
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,180,0,180,180
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,105,0,105,105
CHACARILLA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,3,0,3,3
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,20,0,20,20
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,9,0,9,9
CHUMA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,67,0,67,67
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,157,0,157,157
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,736,526,736,526,1262
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2013-04-01,7,3,7,3,10
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,46,0,46,46
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,70,0,70,70
COROICO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,2,212,2,212,214
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,10,0,10,10
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,5,0,5,0,5
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,169,2608,169,2608,2777
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,10,0,10,10
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,50,0,50,50
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,47,0,47,47
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,7,0,7,7
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,17,0,17,17
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,25,0,25,25
GUAYARAMERIN,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,40,0,40,0,40
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,20,0,20,20
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,20,0,20,20
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,30,0,30,30
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,13,1043,13,1043,1056
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,180,20,180,20,200
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,99,3467,99,3467,3566
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,93,80,93,80,173
MORO MORO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,479,0,479,479
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,24,0,24,24
OCURI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,140,0,140,140
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,15,0,15,15
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,10,0,10,10
POSTRER VALLE,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,78,399,78,399,477
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,3,0,3,0,3
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,105,0,105,105
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,113,0,113,113
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,10,0,10,10
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,6,235,6,235,241
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,110,57,110,57,167
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,126,1186,126,1186,1312
SACABA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,73,854,73,854,927
SAN BORJA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,347,527,347,527,874
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,170,0,170,170
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,236,20,236,20,256
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,825,0,825,825
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,341,0,341,341
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,250,0,250,250
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,148,0,148,148
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,3,0,3,0,3
SANTA ANA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,3500,0,3500,3500
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,1282,3635,1282,3635,4917
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,61,0,61,61
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,8,237,8,237,245
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,87,0,87,87
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,38,0,38,38
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,6,0,6,6
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,47,603,47,603,650
SORATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,33,0,33,33
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,35,0,35,35
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,10,0,10,10
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,90,0,90,90
TARATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,21,0,21,0,21
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,357,0,357,357
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,21,133,21,133,154
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,1,28,1,28,29
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,30,0,30,0,30
TRIGAL,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,209,0,209,209
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,17,0,17,17
VACAS,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,29,0,29,29
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,15,415,15,415,430
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,115,212,115,212,327
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,231,0,231,231
VINTO,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,30,0,30,0,30
WARNES,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,45,1,45,1,46
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,28,39,28,39,67
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,3549,0,3549,3549
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2013-04-01,0,61,0,61,61
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,15,484,15,484,499
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,380,0,380,380
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,1,9,1,9,10
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,164,0,164,164
ARANI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,14,0,14,0,14
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,12,0,12,0,12
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,137,0,137,137
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,27,0,27,27
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,130,0,130,130
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,9,27,9,27,36
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,15,25,15,25,40
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,133,0,133,133
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,2972,0,2972,2972
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,15,0,15,15
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,21,0,21,0,21
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,50,0,50,50
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,88,0,88,88
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,220,0,220,220
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,60,0,60,60
CHACARILLA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,3,0,3,3
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,25,0,25,25
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,20,0,20,20
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,10,0,10,10
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,20,0,20,20
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,230,0,230,0,230
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,82,0,82,82
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,21,9,21,9,30
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,706,517,706,517,1223
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2013-05-01,20,30,20,30,50
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,17,0,17,17
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,4361,0,4361,4361
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,142,0,142,142
COROICO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,32,0,32,32
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,151,0,151,151
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,8,0,8,0,8
CURVA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,9,0,9,9
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,133,718,133,718,851
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,196,0,196,196
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,13,0,13,0,13
EUCALIPTUS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,30,0,30,30
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,8,15,8,15,23
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,119,0,119,119
GUAYARAMERIN,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,4727,0,4727,4727
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,242,0,242,242
HUMANATA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,109,0,109,109
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,274,241,274,241,515
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,14,0,14,14
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,34,399,34,399,433
OCURI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,10,0,10,10
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,1245,0,1245,1245
ORURO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,84,3226,84,3226,3310
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,68,0,68,68
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,28,262,28,262,290
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,58,0,58,58
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,155,0,155,155
POCONA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,273,1707,273,1707,1980
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-05-01,102,555,102,555,657
POSTRER VALLE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,3,0,3,3
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,39,0,39,39
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,5,0,5,5
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,49,106,49,106,155
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,715,10,715,10,725
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,11,0,11,11
SACABA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,148,38,148,38,186
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,70,0,70,70
SAIPINA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,1618,0,1618,1618
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,3,0,3,3
SAN BORJA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,13,1132,13,1132,1145
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,14,6,14,6,20
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,727,0,727,727
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,91,35,91,35,126
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,4186,0,4186,4186
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,282,0,282,282
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,1462,0,1462,1462
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,11,0,11,0,11
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,28,0,28,28
SAN RAMON BENI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,50,0,50,50
SAN RAMON SCZ,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,1422,0,1422,1422
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,893,4042,893,4042,4935
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,5,84,5,84,89
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,629,0,629,629
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,12,829,12,829,841
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,34,669,34,669,703
SORATA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,217,0,217,217
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,58,130,58,130,188
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,9,90,9,90,99
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,7,496,7,496,503
TARATA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,28,0,28,0,28
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,30,0,30,30
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,8,254,8,254,262
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,2,12,2,12,14
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,40,0,40,40
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-05-01,30,1001,30,1001,1031
TRIGAL,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,217,0,217,217
UMALA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,20,0,20,20
VACAS,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,76,0,76,76
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,10,0,10,10
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,492,2179,492,2179,2671
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,6,0,6,6
WALDO BALLIVIAN,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,20,0,20,20
WARNES,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,829,0,829,0,829
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,26,156,26,156,182
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,1259,0,1259,1259
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2013-05-01,0,191,0,191,191
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,245,1145,245,1145,1390
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,11,8754,11,8754,8765
ACHOCALLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3151,0,3151,3151
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,13,4764,13,4764,4777
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,732,0,732,732
ALCALA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,35,1647,35,1647,1682
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,60,1747,60,1747,1807
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2573,0,2573,2573
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,12,389,12,389,401
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,939,0,939,939
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1621,0,1621,1621
APOLO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2590,0,2590,2590
ARAMPAMPA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1111,0,1111,1111
ARANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,10,3356,10,3356,3366
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,649,4960,649,4960,5609
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1,881,1,881,882
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,192,329,192,329,521
ATOCHA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,17,1732,17,1732,1749
AUCAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,653,0,653,653
AYATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1234,0,1234,1234
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,140,1502,140,1502,1642
