,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,4,48,50,48,54,102
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,1,20,26,20,27,47
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,11,19,30,26,41,67
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1087,1017,5973,5467,7060,6484,13544
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,3,63,49,66,52,118
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,16,10,79,77,95,87,182
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,14,7,96,86,110,93,203
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,66,56,298,291,364,347,711
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,3,31,25,34,28,62
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,19,23,180,192,199,215,414
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,58,65,311,280,369,345,714
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,2,1,2,1,3
ESCOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,3,24,32,30,35,65
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,1,5,1,5,6
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,3,85,56,87,59,146
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,2,17,20,20,22,42
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,5,15,8,18,13,31
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,23,25,101,80,124,105,229
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,5,3,57,60,62,63,125
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,22,23,98,92,120,115,235
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,16,87,73,95,89,184
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,12,149,132,156,144,300
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,2,40,56,42,58,100
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,94,76,484,418,578,494,1072
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,10,150,149,162,159,321
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,8,62,81,68,89,157
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,2,30,38,32,40,72
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,1,3,8,6,9,15
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,24,33,214,189,238,222,460
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,5,27,42,31,47,78
HUARINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,6,34,58,35,64,99
HUATAJATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,11,22,14,30,25,55
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,2,31,29,32,31,63
HUMANATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,2,35,33,39,35,74
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,4,24,19,27,23,50
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,8,61,59,71,67,138
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,19,9,109,84,128,93,221
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,1,15,18,16,19,35
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,20,81,61,88,81,169
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,7,86,75,93,82,175
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,10,85,60,91,70,161
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,9,66,93,77,102,179
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,79,84,420,335,499,419,918
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,76,72,596,548,672,620,1292
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1831,1576,4214,3904,6045,5480,11525
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,2,0,0,1,2,3
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,5,48,63,56,68,124
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,14,11,103,97,117,108,225
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,2,27,20,29,22,51
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,1,30,33,31,34,65
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,51,43,310,267,361,310,671
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,5,4,29,29,34,33,67
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,5,10,15,14,20,34
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,7,51,46,61,53,114
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,3,58,46,64,49,113
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,8,61,59,68,67,135
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,16,16,96,89,112,105,217
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,21,5,76,70,97,75,172
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,2,15,9,16,11,27
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,18,18,95,142,113,160,273
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,28,17,67,77,95,94,189
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,32,36,53,175,85,211,296
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,67,62,294,261,361,323,684
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,17,6,97,104,114,110,224
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,6,5,6,5,11
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,3,53,45,60,48,108
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,30,28,199,192,229,220,449
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,254,210,909,926,1163,1136,2299
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,1,24,18,25,19,44
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,24,113,97,125,121,246
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,2,19,15,19,17,36
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,0,3,2,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,0,20,20,21,20,41
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,20,25,139,121,159,146,305
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,13,11,129,110,142,121,263
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,7,77,51,85,58,143
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,689,649,2071,1937,2760,2586,5346
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,15,10,144,125,159,135,294
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,14,63,88,69,102,171
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,84,70,169,138,253,208,461
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,44,37,90,72,134,109,243
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,54,44,230,223,284,267,551
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,4,27,16,28,20,48
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,4,63,69,71,73,144
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,4,40,44,47,48,95
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,6,30,18,30,24,54
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,28,14,173,151,201,165,366
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,3,59,64,66,67,133
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,7,55,48,65,55,120
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,19,13,172,168,191,181,372
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,7,132,103,140,110,250
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,18,16,119,108,137,124,261
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,4,71,55,79,59,138
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,13,8,143,126,156,134,290
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,13,17,123,136,136,153,289
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,9,10,61,55,70,65,135
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,12,43,39,51,51,102
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,4,34,44,40,48,88
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,0,13,10,15,10,25
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,405,339,1247,1126,1652,1465,3117
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,14,73,69,81,83,164
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,15,2,15,2,17
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,17,22,229,227,246,249,495
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,6,65,67,75,73,148
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,17,86,87,94,104,198
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,15,10,70,94,85,104,189
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,4,38,42,40,46,86
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,17,23,136,120,153,143,296
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,13,3,53,48,66,51,117
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,10,6,10,6,16
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,27,32,91,106,118,138,256
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,191,180,540,477,731,657,1388
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,29,30,176,148,205,178,383
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,173,137,213,159,386,296,682
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,9,3,12,20,21,23,44
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,347,387,894,805,1241,1192,2433
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,15,9,95,85,110,94,204
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,1,7,10,9,11,20
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,13,18,134,115,147,133,280
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,16,101,111,112,127,239
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,203,168,999,967,1202,1135,2337
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,15,87,91,98,106,204
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,9,13,97,103,106,116,222
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,1,29,28,29,29,58
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,209,181,1166,1127,1375,1308,2683
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,5,38,19,49,24,73
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,33,23,212,182,245,205,450
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,8,52,35,56,43,99
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,11,118,80,126,91,217
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,8,63,64,73,72,145
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,1,8,8,12,9,21
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,15,13,67,89,82,102,184
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,2,19,15,25,17,42
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,1,13,12,13,13,26
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,9,8,58,57,67,65,132
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,9,84,131,92,140,232
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,73,80,362,341,435,421,856
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,14,10,81,85,95,95,190
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,22,19,148,179,170,198,368
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,83,198,198,171,281,369,650
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,64,64,592,567,656,631,1287
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,4,13,8,17,12,29
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,11,94,119,105,130,235
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,24,19,33,37,57,56,113
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,44,42,85,102,129,144,273
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,13,8,76,49,89,57,146
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,55,49,364,291,419,340,759
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,9,13,34,50,43,63,106
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,16,17,242,208,258,225,483
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,48,35,282,295,330,330,660
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,44,29,60,47,104,76,180
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,11,137,145,148,156,304
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,6,19,22,22,28,50
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,16,24,113,113,129,137,266
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,36,38,197,206,233,244,477
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,5,35,18,41,23,64
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,2,3,3,7,5,12
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,2,25,17,31,19,50
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,12,15,12,15,27
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,6,73,46,80,52,132
SAN RAMON BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,14,6,27,21,41,27,68
SAN RAMON SCZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,4,54,43,64,47,111
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,53,50,156,139,209,189,398
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2741,2593,5004,5397,7745,7990,15735
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,13,90,90,98,103,201
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,24,14,116,119,140,133,273
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,5,3,24,15,29,18,47
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,3,85,103,88,106,194
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,5,5,47,48,52,53,105
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,4,28,40,30,44,74
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,5,6,60,56,65,62,127
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,5,21,25,23,30,53
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,1,61,62,64,63,127
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,9,37,35,49,44,93
SHINAOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,77,70,378,311,455,381,836
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,18,16,176,163,194,179,373
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,3,29,28,29,31,60
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,81,68,510,464,591,532,1123
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,5,4,51,52,56,56,112
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,9,107,95,119,104,223
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,22,29,103,86,125,115,240
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,392,413,2570,2487,2962,2900,5862
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,2,2,10,9,12,21
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,27,16,30,43,57,59,116
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,8,59,70,67,78,145
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,17,14,75,61,92,75,167
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,0,7,4,7,4,11
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,29,20,224,192,253,212,465
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,12,123,111,135,123,258
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,1,32,20,35,21,56
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,20,24,86,62,106,86,192
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,635,615,1370,1460,2005,2075,4080
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,11,115,88,123,99,222
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,6,7,108,122,114,129,243
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,10,93,105,101,115,216
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,35,31,158,138,193,169,362
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,19,17,130,86,149,103,252
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,136,108,612,612,748,720,1468
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,26,27,142,123,168,150,318
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,0,5,6,6,6,12
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,4,50,31,58,35,93
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,1,1,0,2,1,3
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,15,12,48,43,63,55,118
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,4,2,40,42,44,44,88
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,21,20,86,91,107,111,218
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,12,56,66,67,78,145
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,15,13,95,67,110,80,190
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,74,64,121,110,195,174,369
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,5,38,33,48,38,86
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,2,3,7,4,9,13
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,296,217,722,633,1018,850,1868
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,44,57,371,342,415,399,814
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,0,1,21,52,21,53,74
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,13,48,36,55,49,104
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,29,18,133,133,162,151,313
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,26,36,137,129,163,165,328
URUBICHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,9,65,55,76,64,140
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,38,43,188,154,226,197,423
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,14,16,80,60,94,76,170
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,10,14,95,110,105,124,229
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,116,158,405,361,521,519,1040
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,10,38,39,49,49,98
VILLA CHARCAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,11,24,151,129,162,153,315
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,48,52,318,302,366,354,720
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,1,61,35,63,36,99
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,20,27,86,81,106,108,214
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,10,86,80,98,90,188
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,334,235,845,820,1179,1055,2234
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,8,10,79,66,87,76,163
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,42,40,267,253,309,293,602
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,82,97,342,274,424,371,795
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,6,60,59,63,65,128
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,0,16,17,19,17,36
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,286,297,512,510,798,807,1605
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,9,10,53,66,62,76,138
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,149,137,653,542,802,679,1481
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,7,8,61,39,68,47,115
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,5,46,47,49,52,101
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,34,23,294,378,328,401,729
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,12,17,68,55,80,72,152
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,6,43,57,46,63,109
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,3,8,50,49,53,57,110
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-04-01,2,5,44,49,46,54,100
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,6,47,50,53,56,109
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,26,43,202,181,228,224,452
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,10,118,75,125,85,210
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,102,60,173,153,275,213,488
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,0,28,19,34,19,53
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,6,27,28,29,34,63
ALTO BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,9,67,45,78,54,132
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,29,33,94,76,123,109,232
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,2,20,41,24,43,67
