,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,8,38,26,45,34,79
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,1,0,4,2,5,2,7
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,3,1,26,17,29,18,47
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,1,9,4,11,5,16
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,6,59,51,66,57,123
SAN RAMON BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,20,30,15,10,35,40,75
SAN RAMON SCZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,11,10,62,60,73,70,143
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,43,43,122,128,165,171,336
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2894,2530,4633,4194,7527,6724,14251
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,15,14,98,100,113,114,227
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,23,10,111,92,134,102,236
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,1,15,14,17,15,32
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,5,11,85,87,90,98,188
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,8,3,36,37,44,40,84
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,1,8,20,28,21,36,57
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,3,44,34,51,37,88
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,2,23,25,25,27,52
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,7,59,48,66,55,121
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,6,19,23,24,29,43,72
SHINAOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,58,62,316,254,374,316,690
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,27,20,157,150,184,170,354
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,3,3,31,24,34,27,61
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,90,86,353,339,443,425,868
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,4,60,56,67,60,127
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,8,6,78,74,86,80,166
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,36,23,97,71,133,94,227
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,445,481,2042,1946,2487,2427,4914
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,5,2,4,4,9,13
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,13,19,29,57,42,76,118
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,11,8,48,57,59,65,124
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,36,31,50,36,86,67,153
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,0,4,5,4,5,8,13
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,20,19,179,147,199,166,365
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,12,8,118,95,130,103,233
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,4,1,27,25,31,26,57
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,12,11,93,13,105,24,129
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,865,872,1171,1147,2036,2019,4055
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,9,11,105,84,114,95,209
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,6,7,118,106,124,113,237
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,9,10,83,85,92,95,187
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,23,17,130,135,153,152,305
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,19,14,104,90,123,104,227
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,132,114,462,431,594,545,1139
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,20,23,147,138,167,161,328
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,0,1,8,6,8,7,15
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,7,48,35,55,42,97
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,0,0,0,3,0,3,3
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,18,12,38,34,56,46,102
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,3,2,34,45,37,47,84
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,12,8,83,74,95,82,177
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,6,8,63,64,69,72,141
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,14,8,62,60,76,68,144
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,51,43,118,86,169,129,298
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,5,31,23,33,28,61
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,0,3,6,5,6,11
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,271,292,660,668,931,960,1891
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,90,98,283,276,373,374,747
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,4,0,22,32,26,32,58
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,1,51,48,53,49,102
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,45,24,140,136,185,160,345
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,27,17,109,108,136,125,261
URUBICHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,9,6,72,60,81,66,147
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,19,23,154,126,173,149,322
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,18,16,68,58,86,74,160
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,12,86,91,93,103,196
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,93,84,340,307,433,391,824
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,5,14,36,42,41,56,97
VILLA CHARCAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,18,17,140,133,158,150,308
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,46,54,272,289,318,343,661
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,11,9,54,30,65,39,104
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,26,30,67,46,93,76,169
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,15,12,68,70,83,82,165
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,201,215,657,600,858,815,1673
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,12,8,69,71,81,79,160
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,30,36,285,253,315,289,604
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,77,61,266,252,343,313,656
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,9,7,50,49,59,56,115
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,0,0,14,19,14,19,33
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,298,281,299,222,597,503,1100
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,8,9,49,61,57,70,127
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,203,184,552,503,755,687,1442
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,11,5,51,40,62,45,107
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,0,0,6,6,6,6,12
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,37,21,138,454,175,475,650
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,20,13,74,49,94,62,156
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,4,7,47,50,51,57,108
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,9,57,41,64,50,114
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,2,3,0,0,2,3,5
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-01-01,7,8,54,55,61,63,124
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,5,6,39,40,44,46,90
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,29,29,181,190,210,219,429
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,9,9,76,61,85,70,155
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,55,48,156,131,211,179,390
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,3,3,34,25,37,28,65
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,4,3,28,29,32,32,64
ALTO BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,11,11,74,57,85,68,153
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,9,13,58,57,67,70,137
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,1,1,23,38,24,39,63
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,2,2,26,38,28,40,68
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,18,15,36,37,54,52,106
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,24,19,164,143,188,162,350
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,5,5,31,32,36,37,73
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,16,9,75,77,91,86,177
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,10,14,133,134,143,148,291
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,10,22,130,113,140,135,275
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,44,42,124,128,168,170,338
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,3,8,73,57,76,65,141
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,11,2,25,36,36,38,74
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,8,8,55,62,63,70,133
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,1,6,51,68,52,74,126
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,11,23,198,202,209,225,434
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,8,14,64,60,72,74,146
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,10,9,118,119,128,128,256
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,6,4,32,30,38,34,72
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,0,21,14,21,14,35
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,1,2,15,10,16,12,28
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,3,19,13,19,16,35
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,102,103,133,152,235,255,490
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,31,31,244,218,275,249,524
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,9,8,62,48,71,56,127
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,0,18,12,18,12,30
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,2,4,24,25,26,29,55
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,13,10,94,89,107,99,206
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,31,16,106,107,137,123,260
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,12,9,69,67,81,76,157
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,8,9,76,60,84,69,153
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,7,6,34,46,41,52,93
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,4,5,25,23,29,28,57
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,7,7,87,79,94,86,180
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,3,4,135,116,138,120,258
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,1,19,19,19,20,39
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,72,56,237,191,309,247,556
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,34,13,185,138,219,151,370
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,8,1,51,43,59,44,103
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,23,33,119,137,142,170,312
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,52,54,310,299,362,353,715
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,1,1,2,1,3,4
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,22,25,127,118,149,143,292
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,9,10,63,75,72,85,157
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,7,2,21,22,28,24,52
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,0,1,3,1,3,4
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,0,9,2,9,2,11
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,28,35,253,256,281,291,572
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,7,7,49,56,56,63,119
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,55,50,209,183,264,233,497
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,0,1,9,14,9,15,24
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,14,12,91,88,105,100,205
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,73,81,183,163,256,244,500
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,2,0,18,11,20,11,31
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,1,1,4,6,5,7,12
CHUA COCANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,2,1,7,4,9,5,14
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,42,23,63,77,105,100,205
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,10,6,71,63,81,69,150
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,6,2,37,35,43,37,80
CKOCHAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,14,14,133,120,147,134,281
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,43,32,154,116,197,148,345
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,86,72,432,393,518,465,983
COCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,34,29,102,98,136,127,263
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,1457,1279,3007,2693,4464,3972,8436
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,2,1,2,3,4,4,8
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,112,87,316,310,428,397,825
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2013-02-01,11,7,90,110,101,117,218
