,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,4,82,64,86,68,154
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,11,7,11,7,18
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,4,41,34,52,38,90
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,24,34,50,56,74,90,164
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,3,61,47,65,50,115
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,15,62,63,71,78,149
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,55,38,174,171,229,209,438
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,45,47,228,230,273,277,550
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,739,715,2333,2097,3072,2812,5884
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,1,0,0,8,1,9
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,5,45,36,49,41,90
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,15,76,74,87,89,176
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,3,25,25,27,28,55
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,1,21,16,21,17,38
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,31,29,232,211,263,240,503
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,7,15,17,19,24,43
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,5,12,18,20,23,43
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,6,63,50,69,56,125
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,6,26,28,26,34,60
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,3,40,62,46,65,111
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,1,51,54,55,55,110
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,12,57,64,63,76,139
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,0,9,10,11,10,21
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,34,17,74,68,108,85,193
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,38,40,52,39,90,79,169
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,3,137,123,140,126,266
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,40,20,251,245,291,265,556
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,15,10,89,65,104,75,179
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,3,4,3,4,7
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,2,44,50,49,52,101
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,22,24,193,166,215,190,405
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,54,77,566,615,620,692,1312
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,3,24,15,25,18,43
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,6,92,92,98,98,196
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,18,8,19,8,27
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,9,4,9,4,13
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,2,14,19,17,21,38
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,15,12,111,80,126,92,218
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,18,106,107,115,125,240
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,22,14,64,33,86,47,133
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,190,174,12502,1084,12692,1258,13950
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,12,114,108,124,120,244
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,17,66,75,74,92,166
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,55,37,100,72,155,109,264
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,6,96,70,102,76,178
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,97,80,139,167,236,247,483
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,0,16,24,20,24,44
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,12,34,48,39,60,99
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,43,30,44,30,74
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,2,16,18,18,20,38
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,6,111,117,117,123,240
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,4,30,24,33,28,61
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,7,5,30,25,37,30,67
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,12,23,149,136,161,159,320
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,7,9,99,76,106,85,191
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,12,11,85,80,97,91,188
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,5,29,33,32,38,70
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,7,6,71,61,78,67,145
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,12,83,83,89,95,184
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,7,36,45,42,52,94
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,1,27,34,29,35,64
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,5,46,31,51,36,87
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,1,8,10,9,11,20
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,177,186,713,624,890,810,1700
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,3,50,49,56,52,108
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,15,10,16,10,26
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,25,28,173,170,198,198,396
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,8,47,40,52,48,100
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,7,60,69,64,76,140
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,4,81,68,85,72,157
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,2,33,19,37,21,58
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,1,114,81,117,82,199
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,9,43,46,45,55,100
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,2,1,2,1,3
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,27,19,49,40,76,59,135
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,61,55,423,375,484,430,914
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,9,126,140,136,149,285
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,52,48,85,93,137,141,278
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,2,11,13,15,15,30
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,271,232,407,324,678,556,1234
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,7,51,45,60,52,112
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,20,127,108,133,128,261
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,1,82,87,82,88,170
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,104,79,744,685,848,764,1612
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,1,79,70,79,71,150
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,88,75,88,75,163
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,15,19,15,19,34
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,90,79,819,787,909,866,1775
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,3,34,29,37,32,69
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,19,30,133,137,152,167,319
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,42,52,43,52,95
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,4,73,75,78,79,157
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,13,44,53,55,66,121
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,0,11,7,13,7,20
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,42,46,42,48,84,94,178
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,2,18,15,19,17,36
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,2,7,13,8,15,23
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,14,14,61,50,75,64,139
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,4,94,56,100,60,160
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,1,278,265,282,266,548
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,10,47,45,56,55,111
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,33,23,104,130,137,153,290
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,33,29,178,176,211,205,416
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,67,67,406,389,473,456,929
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,4,16,6,20,10,30
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,9,40,41,46,50,96
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,41,43,41,43,84
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,41,37,38,35,79,72,151
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,3,47,36,57,39,96
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,39,47,237,212,276,259,535
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,16,12,34,21,50,33,83
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,27,118,127,129,154,283
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,23,21,251,237,274,258,532
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,3,55,49,60,52,112
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,19,11,102,102,121,113,234
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,1,20,18,24,19,43
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,6,101,92,111,98,209
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,24,188,163,199,187,386
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,1,27,26,32,27,59
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,6,3,7,3,10
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,2,21,18,26,20,46
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,6,4,6,4,10
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,6,60,50,64,56,120
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,7,6,6,5,13,11,24
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,7,12,13,15,20,35
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,2,123,90,131,92,223
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,987,888,1994,1908,2981,2796,5777
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,68,80,68,80,148
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,3,64,74,74,77,151
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,1,15,20,15,21,36
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,12,60,58,65,70,135
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,7,33,21,36,28,64
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,2,20,15,23,17,40
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,4,44,35,50,39,89
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,4,31,25,31,29,60
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,4,53,35,56,39,95
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,2,19,19,23,21,44
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,34,35,244,215,278,250,528
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,18,149,129,158,147,305
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,4,29,29,32,33,65
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,79,57,260,217,339,274,613
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,4,54,55,62,59,121
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,6,67,84,68,90,158
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,15,15,84,61,99,76,175
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,320,319,1792,1668,2112,1987,4099
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,2,0,0,1,2,3
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,14,26,23,37,37,74
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,7,52,53,56,60,116
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,4,70,66,76,70,146
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,1,6,0,6,1,7
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,30,29,180,161,210,190,400
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,10,108,88,114,98,212
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,3,20,17,22,20,42
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,14,54,74,57,88,145
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,333,378,834,766,1167,1144,2311
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,7,117,137,126,144,270
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,14,14,66,43,80,57,137
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,7,76,57,86,64,150
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,14,15,110,117,124,132,256
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,36,25,61,45,97,70,167
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,61,53,327,330,388,383,771
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,16,8,120,113,136,121,257
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,2,3,3,3,6
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,5,27,22,36,27,63
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,0,1,1,1,1,2
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,14,35,39,39,53,92
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,2,33,39,35,41,76
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,9,64,58,69,67,136
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,5,80,84,85,89,174
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,4,88,90,92,94,186
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,29,25,109,90,138,115,253
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,3,36,26,40,29,69
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,0,6,4,8,4,12
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,128,110,485,430,613,540,1153
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,30,29,228,211,258,240,498
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,0,32,29,34,29,63
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,3,48,56,52,59,111
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,17,12,93,122,110,134,244
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,18,15,108,106,126,121,247
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,4,80,60,84,64,148
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,15,9,121,137,136,146,282
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,12,10,78,64,90,74,164
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,11,98,78,107,89,196
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,35,27,242,253,277,280,557
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,1,17,42,18,43,61
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,12,111,124,121,136,257
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,27,32,200,250,227,282,509
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,2,23,33,25,35,60
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,14,39,40,50,54,104
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,8,82,71,91,79,170
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,130,94,667,552,797,646,1443
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,9,65,59,70,68,138
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,23,39,245,243,268,282,550
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,15,7,230,152,245,159,404
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,3,71,74,74,77,151
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,1,14,10,15,11,26
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,137,117,248,188,385,305,690
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,4,49,37,54,41,95
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,45,56,424,357,469,413,882
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,2,32,38,35,40,75
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,3,30,19,31,22,53
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,41,27,253,271,294,298,592
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,4,49,45,57,49,106
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,6,5,46,35,52,40,92
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,5,33,46,41,51,92
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,0,0,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,6,42,32,47,38,85
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-03-01,4,7,49,52,53,59,112
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-03-01,36,24,174,152,210,176,386
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-03-01,8,9,59,61,67,70,137
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-03-01,42,49,142,151,184,200,384
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-03-01,8,7,10,10,18,17,35
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-03-01,3,2,20,22,23,24,47
