,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,311,282,474,367,785,649,1434
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,7,49,58,57,65,122
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,2,14,9,14,11,25
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,9,8,115,93,124,101,225
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,84,93,84,93,177
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,78,61,883,809,961,870,1831
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,1,95,92,95,93,188
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,117,101,117,101,218
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,2,16,15,17,17,34
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,135,136,900,855,1035,991,2026
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,0,33,37,34,37,71
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,16,14,161,131,177,145,322
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,53,38,53,38,91
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,6,86,82,94,88,182
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,13,7,49,49,62,56,118
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,6,3,9,2,15,5,20
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,14,14,97,98,111,112,223
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,1,18,17,20,18,38
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,2,10,8,10,10,20
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,6,8,61,75,67,83,150
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,10,9,98,77,108,86,194
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,2,305,290,307,292,599
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,11,5,54,51,65,56,121
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,10,20,140,131,150,151,301
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,45,41,208,192,253,233,486
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,64,69,464,441,528,510,1038
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,4,10,6,17,10,27
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,16,18,40,56,56,74,130
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,3,53,43,60,46,106
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,91,73,4,8,95,81,176
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,12,5,51,49,63,54,117
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,34,27,348,325,382,352,734
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,9,40,40,48,49,97
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,13,18,155,138,168,156,324
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,96,82,202,212,298,294,592
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,5,12,58,40,63,52,115
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,6,91,87,98,93,191
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,4,2,15,12,19,14,33
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,10,4,129,115,139,119,258
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,16,23,200,166,216,189,405
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,2,33,37,35,39,74
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,1,4,1,4,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,3,22,14,23,17,40
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,2,5,4,7,6,13
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,6,8,51,45,57,53,110
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,14,19,9,10,23,29,52
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,11,6,34,31,45,37,82
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,14,7,145,110,159,117,276
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1204,1122,2614,2559,3818,3681,7499
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,84,80,84,80,164
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,9,97,101,105,110,215
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,0,19,26,20,26,46
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,10,4,75,76,85,80,165
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,3,37,22,39,25,64
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,4,20,15,21,19,40
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,7,44,38,46,45,91
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,1,28,30,31,31,62
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,5,8,65,39,70,47,117
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,5,6,27,19,32,25,57
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,47,36,249,222,296,258,554
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,12,11,135,105,147,116,263
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,5,27,30,28,35,63
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,40,41,297,237,337,278,615
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,4,2,53,59,57,61,118
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,16,86,86,87,102,189
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,29,21,73,68,102,89,191
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,301,303,1610,1524,1911,1827,3738
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,4,4,2,2,6,6,12
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,9,10,25,21,34,31,65
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,6,45,43,48,49,97
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,20,28,48,55,68,83,151
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,1,3,4,3,5,8
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,20,16,180,173,200,189,389
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,6,5,135,103,141,108,249
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,5,4,20,20,25,24,49
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,6,58,84,66,90,156
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,446,478,773,764,1219,1242,2461
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,6,3,111,127,117,130,247
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,13,9,93,61,106,70,176
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,20,8,75,52,95,60,155
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,19,19,159,143,178,162,340
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,17,8,90,56,107,64,171
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,50,60,352,360,402,420,822
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,22,14,165,129,187,143,330
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,5,7,5,7,12
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,11,8,42,36,53,44,97
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,2,2,2,2,4
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,5,41,40,48,45,93
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,1,48,36,51,37,88
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,12,8,54,49,66,57,123
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,6,85,86,92,92,184
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,4,70,79,77,83,160
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,44,19,100,101,144,120,264
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,1,33,35,35,36,71
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,1,4,3,7,4,11
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,150,113,492,445,642,558,1200
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,54,53,238,215,292,268,560
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,4,1,43,28,47,29,76
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,1,44,50,51,51,102
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,16,17,129,126,145,143,288
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,14,17,142,117,156,134,290
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,5,80,60,87,65,152
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,10,13,134,128,144,141,285
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,18,25,82,68,100,93,193
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,14,9,95,94,109,103,212
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,71,78,297,279,368,357,725
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,7,4,18,44,25,48,73
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,2,107,112,108,114,222
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,38,27,234,253,272,280,552
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,7,32,40,33,47,80
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,17,23,45,38,62,61,123
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,9,8,94,86,103,94,197
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,169,142,638,605,807,747,1554
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,7,74,59,82,66,148
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,26,31,281,253,307,284,591
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,36,31,267,177,303,208,511
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,2,6,58,54,60,60,120
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,1,0,21,24,22,24,46
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,273,207,222,250,495,457,952
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,11,7,49,43,60,50,110
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,79,97,451,385,530,482,1012
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,2,43,41,46,43,89
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,0,0,1,6,1,6,7
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,44,34,284,295,328,329,657
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,8,61,33,69,41,110
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,3,40,35,43,38,81
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,3,4,27,45,30,49,79
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-01-01,8,9,48,32,56,41,97
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,7,46,42,49,49,98
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,38,21,177,154,215,175,390
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,7,6,48,50,55,56,111
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,47,56,118,136,165,192,357
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,2,18,20,18,22,40
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,0,18,25,23,25,48
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,14,5,80,80,94,85,179
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,9,7,78,56,87,63,150
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,5,3,27,20,32,23,55
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,1,2,22,11,23,13,36
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,20,21,51,53,71,74,145
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,11,10,116,131,127,141,268
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,2,19,25,23,27,50
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,11,77,75,81,86,167
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,7,19,111,107,118,126,244
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,10,7,149,123,159,130,289
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,36,38,80,94,116,132,248
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,2,3,64,72,66,75,141
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,0,1,30,35,30,36,66
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,3,11,72,59,75,70,145
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,4,4,53,57,57,61,118
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2013-02-01,8,13,218,191,226,204,430
