,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,27,12,27,12,39
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,24,29,120,146,144,175,319
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,5,18,18,21,23,44
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,6,26,31,28,37,65
HUATAJATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,7,23,27,24,34,58
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,2,39,40,39,42,81
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,1,6,6,6,7,13
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,2,44,27,48,29,77
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,7,179,181,186,188,374
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,27,31,209,194,236,225,461
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,3,14,9,15,12,27
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,3,48,55,52,58,110
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,5,97,87,101,92,193
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,5,69,69,73,74,147
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,4,75,87,85,91,176
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,56,66,246,259,302,325,627
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,36,35,264,240,300,275,575
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1224,1102,2704,2580,3928,3682,7610
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,0,0,1,2,3
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,3,135,108,139,111,250
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,12,61,62,75,74,149
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,1,24,28,25,29,54
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,2,32,26,35,28,63
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,76,76,163,211,239,287,526
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,1,13,22,13,23,36
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,13,67,65,75,78,153
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,12,15,53,52,65,67,132
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,1,29,35,33,36,69
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,4,103,88,112,92,204
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,10,49,55,58,65,123
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,19,22,21,24,45
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,3,22,14,22,17,39
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,15,15,74,65,89,80,169
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,92,95,93,97,190
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,9,118,141,129,150,279
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,47,54,197,209,244,263,507
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,3,66,58,69,61,130
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,7,4,8,6,14
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,15,115,145,124,160,284
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,34,33,241,226,275,259,534
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,207,158,607,576,814,734,1548
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,1,13,10,14,11,25
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,12,12,153,130,165,142,307
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,1,28,24,33,25,58
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,11,9,11,9,20
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,35,52,36,54,90
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,22,10,215,162,237,172,409
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,4,165,167,172,171,343
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,6,61,55,71,61,132
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,228,218,1044,1240,1272,1458,2730
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,14,127,131,141,145,286
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,10,189,196,198,206,404
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,5,101,96,108,101,209
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,14,100,95,114,109,223
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,27,22,253,225,280,247,527
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,4,15,18,16,22,38
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,10,7,31,31,41,38,79
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,1,72,48,77,49,126
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,40,25,42,27,69
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,7,92,92,95,99,194
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,10,69,80,77,90,167
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,8,53,68,58,76,134
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,31,26,219,214,250,240,490
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,9,92,103,100,112,212
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,4,124,107,130,111,241
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,3,46,42,46,45,91
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,3,51,51,53,54,107
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,10,240,220,247,230,477
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,35,32,68,71,103,103,206
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,4,21,24,24,28,52
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,6,43,55,51,61,112
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,2,10,10,11,12,23
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,307,301,454,466,761,767,1528
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,6,110,110,117,116,233
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,1,15,26,16,27,43
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,30,21,185,178,215,199,414
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,10,36,36,43,46,89
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,7,90,95,92,102,194
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,8,155,129,158,137,295
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,5,70,64,78,69,147
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,4,86,65,88,69,157
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,11,62,53,62,64,126
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,18,28,18,28,46
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,14,13,58,57,72,70,142
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,79,54,445,425,524,479,1003
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,23,17,200,192,223,209,432
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,28,19,120,136,148,155,303
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,1,33,22,35,23,58
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,355,320,544,468,899,788,1687
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,5,66,74,77,79,156
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,0,12,5,13,5,18
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,26,34,207,217,233,251,484
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,96,77,98,79,177
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,155,179,543,543,698,722,1420
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,1,47,49,51,50,101
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,72,76,74,78,152
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,29,20,29,20,49
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,88,118,678,723,766,841,1607
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,1,48,67,50,68,118
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,13,16,223,214,236,230,466
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,0,52,51,53,51,104
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,17,9,126,117,143,126,269
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,7,67,43,78,50,128
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,2,8,10,8,12,20
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,5,21,100,84,105,105,210
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,3,12,11,16,14,30
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,14,19,14,19,33
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,22,14,131,129,153,143,296
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,12,9,94,75,106,84,190
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,416,376,418,378,796
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,8,69,55,72,63,135
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,11,12,88,113,99,125,224
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,43,42,235,258,278,300,578
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,57,47,301,281,358,328,686
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,3,0,15,15,18,15,33
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,22,22,45,61,67,83,150
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,2,25,23,27,25,52
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,8,66,74,75,82,157
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,3,36,45,43,48,91
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,18,15,271,294,289,309,598
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,4,61,54,63,58,121
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,17,19,118,158,135,177,312
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,39,44,638,641,677,685,1362
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,3,70,61,76,64,140
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,7,16,76,59,83,75,158
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,18,30,18,30,48
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,9,7,99,90,108,97,205
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,23,29,253,199,276,228,504
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,36,43,36,43,79
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,3,2,3,2,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,3,55,52,59,55,114
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,4,2,25,11,29,13,42
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,6,9,30,37,36,46,82
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,12,13,31,31,43,44,87
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,64,40,24,34,88,74,162
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1324,1239,2733,2705,4057,3944,8001
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,0,0,71,57,71,57,128
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,25,26,57,74,82,100,182
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,4,17,20,19,24,43
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,4,95,77,96,81,177
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,4,42,41,43,45,88
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,0,23,21,25,21,46
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,2,7,53,45,55,52,107
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,1,4,36,35,37,39,76
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-11-01,8,1,75,55,83,56,139
