,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,0,39,22,44,22,66
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,5,26,18,34,23,57
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,7,2,48,48,55,50,105
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,26,39,148,109,174,148,322
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,121,82,380,304,501,386,887
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,30,14,65,58,95,72,167
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1472,1174,2233,2161,3705,3335,7040
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,5,2,6,3,9
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,58,46,184,172,242,218,460
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,13,3,66,44,79,47,126
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,16,11,17,11,28
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,17,19,161,149,178,168,346
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,4,33,32,35,36,71
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,6,77,86,85,92,177
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,4,62,81,65,85,150
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,22,14,78,70,100,84,184
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,9,11,10,11,21
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,13,7,100,82,113,89,202
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,2,6,2,6,8
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,26,18,178,147,204,165,369
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,5,49,29,53,34,87
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,14,20,121,112,135,132,267
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,2,29,26,33,28,61
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,16,12,62,78,78,90,168
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,2,23,32,24,34,58
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,11,97,96,105,107,212
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,75,79,521,508,596,587,1183
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,12,16,125,128,137,144,281
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,10,8,11,9,20
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,19,21,20,21,41
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,16,65,83,76,99,175
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,22,13,23,13,36
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,5,10,5,10,15
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,3,25,28,28,31,59
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1239,1147,3994,3567,5233,4714,9947
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,3,17,13,19,16,35
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,8,57,57,63,65,128
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,3,38,41,41,44,85
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,45,37,400,471,445,508,953
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,2,14,14,14,16,30
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,9,128,98,136,107,243
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,94,71,341,310,435,381,816
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,0,1,0,1,1
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,7,11,20,15,27,42
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,2,1,3,1,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,3,23,16,26,19,45
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,8,3,8,3,11
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,9,19,9,22,18,40
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,10,6,73,70,83,76,159
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,40,39,41,40,81
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,0,10,13,14,13,27
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,16,7,105,115,121,122,243
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,7,7,51,42,58,49,107
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,13,79,89,84,102,186
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,1,33,28,33,29,62
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,47,56,171,185,218,241,459
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,12,8,94,79,106,87,193
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,8,39,24,45,32,77
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,12,5,12,5,17
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,1,9,5,9,6,15
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,19,15,53,73,72,88,160
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,2,21,28,24,30,54
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,1,31,26,33,27,60
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,7,7,7,7,14
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,1,18,15,18,16,34
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,1,11,6,13,7,20
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,2,5,7,7,9,16
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,11,13,12,14,26
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,4,60,57,68,61,129
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,2,10,13,12,15,27
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,5,42,43,48,48,96
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,17,11,45,59,62,70,132
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,7,65,63,73,70,143
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,5,72,47,76,52,128
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,55,43,190,215,245,258,503
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,161,167,555,542,716,709,1425
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1452,1308,1912,1851,3364,3159,6523
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,1,0,1,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,3,21,27,29,30,59
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,3,86,93,94,96,190
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,1,7,15,7,16,23
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,2,12,17,14,19,33
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,15,17,154,155,169,172,341
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,8,9,13,12,21,33
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,0,15,15,20,15,35
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,2,30,31,34,33,67
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,17,13,18,13,31
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,2,37,33,39,35,74
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,7,14,92,104,99,118,217
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,14,110,94,121,108,229
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,4,3,5,3,8
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,29,25,79,67,108,92,200
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,10,10,52,49,62,59,121
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,24,10,114,100,138,110,248
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,30,32,114,161,144,193,337
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,38,36,39,36,75
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,3,3,3,3,6
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,2,31,21,32,23,55
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,15,27,124,121,139,148,287
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,130,134,814,765,944,899,1843
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,9,8,10,9,19
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,10,27,46,35,56,91
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,3,20,16,20,19,39
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,1,3,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,7,5,8,5,13
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,9,8,34,38,43,46,89
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,10,3,62,57,72,60,132
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,5,39,41,45,46,91
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,397,391,1536,1514,1933,1905,3838
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,10,94,75,100,85,185
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,7,39,52,50,59,109
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,18,16,175,157,193,173,366
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,28,26,118,98,146,124,270
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,61,47,131,115,192,162,354
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,3,14,14,16,17,33
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,10,58,45,63,55,118
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,3,15,11,16,14,30
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,10,7,10,7,17
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,10,3,133,110,143,113,256
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,3,23,20,26,23,49
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,3,42,30,44,33,77
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,12,9,68,63,80,72,152
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,10,5,53,64,63,69,132
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,10,6,84,76,94,82,176
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,8,6,16,25,24,31,55
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,12,92,73,97,85,182
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,6,57,57,62,63,125
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,7,9,53,56,60,65,125
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,10,48,46,59,56,115
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,5,37,34,43,39,82
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,6,6,7,6,13
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,311,277,1202,1125,1513,1402,2915
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,1,19,24,24,25,49
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,4,7,4,7,11
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,12,4,138,148,150,152,302
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,3,35,24,38,27,65
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,3,48,45,52,48,100
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,7,36,50,42,57,99
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,22,16,22,16,38
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,12,11,87,69,99,80,179
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,6,58,38,64,44,108
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,0,0,0,4,0,4
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,13,74,68,85,81,166
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,159,170,579,606,738,776,1514
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,5,45,35,50,40,90
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,51,49,200,217,251,266,517
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,3,19,17,19,20,39
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,181,155,624,542,805,697,1502
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,9,6,35,47,44,53,97
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,9,5,9,5,14
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,4,58,44,69,48,117
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,2,37,31,39,33,72
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,12,63,70,68,82,150
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,163,165,726,772,889,937,1826
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,16,22,73,77,89,99,188
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,28,26,167,120,195,146,341
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,20,11,20,11,31
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,114,122,869,719,983,841,1824
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,2,9,17,9,19,28
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,6,72,74,78,80,158
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,3,45,43,51,46,97
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,3,44,49,48,52,100
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,6,63,54,69,60,129
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,1,4,8,5,9,14
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,29,26,55,49,84,75,159
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,4,6,5,6,11
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,0,9,9,12,9,21
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,2,7,34,41,36,48,84
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,4,83,74,88,78,166
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,35,66,315,303,350,369,719
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,14,12,53,66,67,78,145
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,20,17,154,135,174,152,326
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,65,51,159,112,224,163,387
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,40,44,405,364,445,408,853
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,4,18,10,21,14,35
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,11,13,113,112,124,125,249
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,1,27,32,31,33,64
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,27,19,91,99,118,118,236
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,5,4,44,32,49,36,85
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,25,21,290,273,315,294,609
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,6,47,46,51,52,103
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,24,34,109,145,133,179,312
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,17,22,115,105,132,127,259
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,21,19,70,57,91,76,167
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,13,102,81,106,94,200
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,2,10,13,11,15,26
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,15,13,90,82,105,95,200
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,14,13,105,104,119,117,236
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,3,14,17,18,20,38
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,7,70,62,76,69,145
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,3,3,4,3,7
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,21,29,21,29,50
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,2,6,5,7,7,14
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,7,1,35,36,42,37,79
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,3,17,23,17,26,43
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,4,0,51,56,55,56,111
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,64,64,80,75,144,139,283
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1701,1645,5313,3971,7014,5616,12630
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,9,5,70,83,79,88,167
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,16,13,83,69,99,82,181
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,0,0,10,11,10,11,21
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,5,28,29,31,34,65
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,1,0,25,16,26,16,42
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,3,2,8,12,11,14,25
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2022-04-01,6,4,62,70,68,74,142
